fs      200K    300K    400K    500K
62950   0.05665 0.11554 0.15733 0.25059
63000   0.05666 0.11546 0.15737 0.25075
63050   0.05667 0.11538 0.15739 0.25091
63100   0.05667 0.11529 0.1574  0.25108
63150   0.05667 0.11523 0.15741 0.25124
63200   0.05666 0.11517 0.15741 0.25141
63250   0.05666 0.11514 0.15742 0.25159
63300   0.05666 0.11513 0.15741 0.25175
63350   0.05666 0.11514 0.15739 0.25191
63400   0.05666 0.11516 0.15738 0.25209
63450   0.05666 0.1152  0.15737 0.25227
63500   0.05667 0.11524 0.15737 0.25245
63550   0.05667 0.11529 0.15737 0.25262
63600   0.05667 0.11535 0.1574  0.25278
63650   0.05667 0.11543 0.15744 0.25293
63700   0.05668 0.11551 0.15748 0.25307
63750   0.05668 0.11559 0.15752 0.2532
63800   0.05669 0.11567 0.15755 0.25332
63850   0.0567  0.11576 0.15759 0.25346
63900   0.05671 0.11585 0.15762 0.25362
63950   0.05672 0.11594 0.15766 0.25378
64000   0.05673 0.11603 0.15769 0.25395
64050   0.05674 0.11611 0.1577  0.25412
64100   0.05675 0.11619 0.1577  0.25429
64150   0.05676 0.11625 0.1577  0.25446
64200   0.05677 0.11631 0.15769 0.25463
64250   0.05678 0.11636 0.15768 0.25481
64300   0.05679 0.11641 0.15767 0.255
64350   0.0568  0.11646 0.15768 0.25521
64400   0.05681 0.11651 0.1577  0.25542
64450   0.05682 0.11656 0.15775 0.25565
64500   0.05683 0.11661 0.15781 0.25588
64550   0.05683 0.11666 0.1579  0.25612
64600   0.05684 0.11672 0.15799 0.25639
64650   0.05685 0.11679 0.15808 0.25665
64700   0.05686 0.11686 0.15818 0.25693
64750   0.05687 0.11693 0.15827 0.25722
64800   0.05688 0.11699 0.15836 0.25752
64850   0.05689 0.11706 0.15846 0.25781
64900   0.0569  0.11713 0.15856 0.25811
64950   0.05691 0.1172  0.15865 0.2584
65000   0.05691 0.11726 0.15875 0.2587
65050   0.05691 0.11732 0.15885 0.259
65100   0.05692 0.11736 0.15896 0.25931
65150   0.05691 0.1174  0.15907 0.25961
65200   0.05691 0.11743 0.15917 0.25992
65250   0.0569  0.11746 0.15928 0.26022
65300   0.0569  0.1175  0.15939 0.26053
65350   0.0569  0.11753 0.15947 0.26084
65400   0.0569  0.11756 0.15955 0.26116
65450   0.0569  0.11758 0.1596  0.26148
65500   0.05691 0.11759 0.15965 0.26181
65550   0.05692 0.1176  0.15969 0.26213
65600   0.05692 0.1176  0.15973 0.26246
65650   0.05694 0.1176  0.15977 0.2628
65700   0.05695 0.11759 0.1598  0.26314
65750   0.05696 0.11757 0.15984 0.26347
65800   0.05697 0.11754 0.15988 0.26378
65850   0.05697 0.11751 0.15992 0.26409
65900   0.05697 0.11748 0.15994 0.26441
65950   0.05697 0.11746 0.15996 0.26473
66000   0.05697 0.11744 0.15997 0.26505
66050   0.05697 0.11742 0.15996 0.26537
66100   0.05696 0.11739 0.15995 0.26568
66150   0.05696 0.11736 0.15995 0.266
66200   0.05695 0.11733 0.15995 0.26632
66250   0.05695 0.11731 0.15995 0.26664
66300   0.05695 0.1173  0.15996 0.26696
66350   0.05696 0.11728 0.15997 0.26726
66400   0.05697 0.11727 0.15998 0.26755
66450   0.05699 0.11728 0.15999 0.26782
66500   0.057   0.11731 0.16001 0.26806
66550   0.05702 0.11735 0.16002 0.26829
66600   0.05703 0.1174  0.16003 0.26852
66650   0.05704 0.11746 0.16005 0.26876
66700   0.05704 0.11752 0.16008 0.269
66750   0.05705 0.11758 0.16013 0.26924
66800   0.05705 0.11762 0.16018 0.26949
66850   0.05705 0.11765 0.16025 0.26972
66900   0.05705 0.11769 0.16034 0.26994
66950   0.05705 0.11772 0.16043 0.27014
67000   0.05705 0.11777 0.16053 0.27032
67050   0.05705 0.11781 0.16062 0.27047
67100   0.05705 0.11786 0.16071 0.27061
67150   0.05705 0.11792 0.16078 0.27074
67200   0.05706 0.11798 0.16087 0.27087
67250   0.05706 0.11805 0.16096 0.27099
67300   0.05707 0.11812 0.16105 0.27111
67350   0.05707 0.1182  0.16115 0.27123
67400   0.05707 0.11828 0.16124 0.27134
67450   0.05708 0.11836 0.16131 0.27144
67500   0.05709 0.11843 0.16138 0.27153
67550   0.05711 0.11851 0.16142 0.27161
67600   0.05711 0.11858 0.16146 0.27171
67650   0.05712 0.11863 0.16148 0.2718
67700   0.05712 0.11868 0.1615  0.27191
67750   0.05712 0.11872 0.16151 0.27202
67800   0.05712 0.11875 0.16153 0.27214
67850   0.05711 0.11879 0.16153 0.27228
67900   0.05712 0.11882 0.16153 0.27241
67950   0.05712 0.11884 0.16153 0.27255
68000   0.05713 0.11886 0.16153 0.2727
68050   0.05714 0.11888 0.16155 0.27286
68100   0.05716 0.11889 0.16158 0.27303
68150   0.05718 0.1189  0.16162 0.27321
68200   0.05721 0.11892 0.16168 0.2734
68250   0.05724 0.11893 0.16175 0.2736
68300   0.05726 0.11896 0.16183 0.27382
68350   0.05729 0.11899 0.16192 0.27404
68400   0.05731 0.11901 0.16202 0.27424
68450   0.05733 0.11904 0.16212 0.27445
68500   0.05735 0.11906 0.16222 0.27465
68550   0.05737 0.11908 0.16232 0.27485
68600   0.05738 0.11911 0.16242 0.27505
68650   0.05739 0.11913 0.16251 0.27525
68700   0.0574  0.11916 0.16259 0.27546
68750   0.05741 0.11921 0.16267 0.27568
68800   0.05743 0.11926 0.16275 0.27589
68850   0.05744 0.11933 0.16281 0.27611
68900   0.05745 0.11939 0.16287 0.27634
68950   0.05745 0.11946 0.16292 0.27657
69000   0.05747 0.11953 0.16297 0.27682
69050   0.05748 0.1196  0.16303 0.27709
69100   0.05749 0.11967 0.16308 0.27736
69150   0.0575  0.11975 0.16313 0.27764
69200   0.05751 0.11983 0.16317 0.2779
69250   0.05751 0.11992 0.16321 0.27816
69300   0.05752 0.12    0.16325 0.27841
69350   0.05752 0.12009 0.16329 0.27867
69400   0.05751 0.12017 0.16333 0.27892
69450   0.0575  0.12027 0.16337 0.27915
69500   0.05749 0.12036 0.1634  0.27937
69550   0.05748 0.12047 0.16343 0.27958
69600   0.05747 0.12056 0.16346 0.27979
69650   0.05747 0.12065 0.1635  0.28001
69700   0.05747 0.12074 0.16354 0.28022
69750   0.05747 0.12084 0.16358 0.28044
69800   0.05747 0.12094 0.16363 0.28066
69850   0.05748 0.12102 0.16367 0.28088
69900   0.05748 0.1211  0.16372 0.28112
69950   0.05749 0.12118 0.16378 0.28136
70000   0.05749 0.12125 0.16384 0.28163
70050   0.05749 0.12132 0.16389 0.28193
70100   0.05749 0.12139 0.16394 0.28224
70150   0.05749 0.12146 0.16399 0.28255
70200   0.05749 0.12152 0.16403 0.28288
70250   0.05749 0.12158 0.16406 0.28321
70300   0.05749 0.12163 0.16409 0.28353
70350   0.05749 0.12168 0.16412 0.28384
70400   0.0575  0.12172 0.16415 0.28414
70450   0.05751 0.12176 0.16419 0.28444
70500   0.05752 0.1218  0.16424 0.28476
70550   0.05753 0.12183 0.1643  0.28507
70600   0.05754 0.12187 0.16437 0.2854
70650   0.05755 0.1219  0.16445 0.28573
70700   0.05756 0.12193 0.16452 0.28606
70750   0.05757 0.12195 0.16458 0.28639
70800   0.05757 0.12198 0.16463 0.28671
70850   0.05758 0.12201 0.16468 0.28704
70900   0.05758 0.12204 0.16473 0.28737
70950   0.05758 0.12208 0.16478 0.28772
71000   0.05757 0.12212 0.16483 0.28808
71050   0.05757 0.12217 0.16489 0.28846
71100   0.05756 0.12221 0.16495 0.28885
71150   0.05755 0.12226 0.16502 0.28925
71200   0.05753 0.1223  0.16507 0.28966
71250   0.05751 0.12235 0.16512 0.29008
71300   0.05749 0.12239 0.16518 0.29051
71350   0.05747 0.12243 0.16525 0.29093
71400   0.05746 0.12246 0.16531 0.29134
71450   0.05744 0.12249 0.16538 0.29174
71500   0.05743 0.12252 0.16545 0.29211
71550   0.05742 0.12254 0.16552 0.29246
71600   0.05742 0.12257 0.16561 0.2928
71650   0.05741 0.12259 0.16571 0.29312
71700   0.05739 0.12262 0.16582 0.29344
71750   0.05737 0.12266 0.16593 0.29376
71800   0.05736 0.12269 0.16606 0.29408
71850   0.05735 0.12274 0.16617 0.29439
71900   0.05735 0.1228  0.16629 0.2947
71950   0.05735 0.12286 0.1664  0.29499
72000   0.05735 0.12291 0.16651 0.29528
72050   0.05736 0.12298 0.16661 0.29556
72100   0.05736 0.12305 0.1667  0.29581
72150   0.05737 0.12312 0.16679 0.29606
72200   0.05739 0.12319 0.16687 0.29629
72250   0.0574  0.12325 0.16694 0.29651
72300   0.05742 0.12331 0.167   0.29672
72350   0.05743 0.12336 0.16706 0.29691
72400   0.05745 0.1234  0.16711 0.2971
72450   0.05747 0.12345 0.16717 0.29729
72500   0.0575  0.12349 0.16722 0.29747
72550   0.05752 0.12354 0.16728 0.29765
72600   0.05753 0.12359 0.16731 0.29782
72650   0.05755 0.12363 0.16733 0.29799
72700   0.05757 0.12366 0.16735 0.29815
72750   0.05758 0.12369 0.16737 0.29831
72800   0.05759 0.12372 0.16738 0.29846
72850   0.0576  0.12373 0.16738 0.29859
72900   0.0576  0.12374 0.16737 0.29873
72950   0.0576  0.12373 0.16735 0.29885
73000   0.0576  0.12373 0.16733 0.29897
73050   0.0576  0.12373 0.16732 0.2991
73100   0.0576  0.12373 0.16731 0.29922
73150   0.0576  0.12373 0.16731 0.29936
73200   0.05761 0.12372 0.16732 0.2995
73250   0.05762 0.12371 0.16734 0.29967
73300   0.05762 0.12371 0.16738 0.29987
73350   0.05764 0.12371 0.16743 0.30009
73400   0.05765 0.12371 0.16749 0.30031
73450   0.05766 0.12372 0.16756 0.30054
73500   0.05767 0.12373 0.16762 0.30077
73550   0.05768 0.12374 0.16769 0.301
73600   0.05768 0.12376 0.16776 0.30123
73650   0.05768 0.12379 0.16783 0.30147
73700   0.05769 0.12382 0.16792 0.30173
73750   0.05769 0.12385 0.16801 0.30201
73800   0.0577  0.12388 0.16812 0.3023
73850   0.0577  0.12391 0.16823 0.30259
73900   0.05771 0.12395 0.16836 0.3029
73950   0.05771 0.12399 0.16849 0.30322
74000   0.05771 0.12403 0.16862 0.30355
74050   0.05771 0.12407 0.16876 0.30389
74100   0.05772 0.12411 0.16888 0.30425
74150   0.05773 0.12415 0.169   0.30461
74200   0.05773 0.12419 0.16912 0.30497
74250   0.05774 0.12422 0.16924 0.30534
74300   0.05775 0.12425 0.16935 0.30572
74350   0.05776 0.12428 0.16946 0.30609
74400   0.05777 0.12431 0.16956 0.30647
74450   0.05778 0.12434 0.16965 0.30684
74500   0.0578  0.12438 0.16974 0.30721
74550   0.05781 0.12441 0.16983 0.30759
74600   0.05782 0.12444 0.16992 0.30796
74650   0.05783 0.12447 0.17    0.30833
74700   0.05783 0.12448 0.17007 0.3087
74750   0.05783 0.1245  0.17014 0.30908
74800   0.05782 0.12451 0.1702  0.30945
74850   0.05781 0.12451 0.17026 0.30982
74900   0.05781 0.12451 0.17031 0.31017
74950   0.0578  0.12449 0.17036 0.31053
75000   0.05779 0.12448 0.17042 0.31088
75050   0.05778 0.12448 0.17048 0.31121
75100   0.05777 0.12447 0.17054 0.31153
75150   0.05775 0.12448 0.17059 0.31185
75200   0.05774 0.12449 0.17066 0.31215
75250   0.05772 0.12451 0.17072 0.31242
75300   0.0577  0.12453 0.17078 0.31268
75350   0.05769 0.12455 0.17084 0.31294
75400   0.05769 0.12456 0.17089 0.3132
75450   0.05768 0.12456 0.17095 0.31345
75500   0.05768 0.12457 0.171   0.3137
75550   0.05768 0.12457 0.17106 0.31392
75600   0.05767 0.12456 0.17112 0.31414
75650   0.05766 0.12456 0.17118 0.31434
75700   0.05764 0.12455 0.17125 0.31452
75750   0.05762 0.12454 0.17134 0.31471
75800   0.0576  0.12452 0.17144 0.31489
75850   0.05757 0.12451 0.17156 0.31506
75900   0.05754 0.1245  0.17168 0.31522
75950   0.05751 0.12449 0.17182 0.31538
76000   0.05748 0.12447 0.17196 0.31554
76050   0.05745 0.12446 0.17211 0.3157
76100   0.05743 0.12445 0.17226 0.31586
76150   0.05741 0.12444 0.17242 0.31602
76200   0.05739 0.12443 0.17257 0.3162
76250   0.05737 0.12441 0.17272 0.31639
76300   0.05735 0.1244  0.17286 0.3166
76350   0.05734 0.1244  0.17298 0.31682
76400   0.05733 0.12439 0.17309 0.31706
76450   0.05733 0.12439 0.17318 0.31733
76500   0.05733 0.1244  0.17327 0.3176
76550   0.05733 0.1244  0.17334 0.3179
76600   0.05734 0.12441 0.17341 0.31821
76650   0.05735 0.12441 0.17347 0.31853
76700   0.05736 0.12442 0.17354 0.31887
76750   0.05737 0.12442 0.1736  0.31923
76800   0.05738 0.12444 0.17366 0.3196
76850   0.05739 0.12445 0.17372 0.31999
76900   0.05741 0.12446 0.17378 0.32038
76950   0.05743 0.12448 0.17385 0.32076
77000   0.05745 0.1245  0.17392 0.32114
77050   0.05748 0.12452 0.174   0.32153
77100   0.05751 0.12454 0.17408 0.32194
77150   0.05754 0.12457 0.17415 0.32235
77200   0.05757 0.12459 0.17423 0.32278
77250   0.0576  0.12462 0.1743  0.32321
77300   0.05763 0.12465 0.17437 0.32366
77350   0.05766 0.12468 0.17443 0.32412
77400   0.05769 0.12471 0.17447 0.32458
77450   0.05772 0.12474 0.17449 0.32503
77500   0.05775 0.12478 0.1745  0.32545
77550   0.05778 0.12481 0.1745  0.32585
77600   0.05781 0.12485 0.1745  0.32625
77650   0.05784 0.12488 0.17448 0.32662
77700   0.05787 0.12492 0.17446 0.32698
77750   0.0579  0.12496 0.17443 0.32733
77800   0.05792 0.125   0.17441 0.32765
77850   0.05793 0.12504 0.17441 0.32796
77900   0.05795 0.12508 0.17441 0.32825
77950   0.05797 0.12512 0.17443 0.3285
78000   0.05799 0.12517 0.17444 0.32874
78050   0.058   0.12521 0.17444 0.32896
78100   0.05802 0.12525 0.17444 0.32917
78150   0.05803 0.12529 0.17443 0.32939
78200   0.05803 0.12532 0.17442 0.32959
78250   0.05803 0.12536 0.17441 0.32979
78300   0.05803 0.12539 0.17441 0.33
78350   0.05802 0.12542 0.17444 0.33022
78400   0.05802 0.12544 0.17447 0.33046
78450   0.05802 0.12548 0.17451 0.3307
78500   0.05802 0.12552 0.17457 0.33095
78550   0.05802 0.12557 0.17464 0.33121
78600   0.05801 0.12561 0.17472 0.33147
78650   0.05801 0.12565 0.1748  0.33174
78700   0.058   0.12569 0.17489 0.33202
78750   0.058   0.12574 0.17499 0.33232
78800   0.05799 0.12579 0.17509 0.33262
78850   0.05798 0.12585 0.17518 0.33293
78900   0.05797 0.12592 0.17529 0.33324
78950   0.05796 0.12599 0.1754  0.33355
79000   0.05796 0.12606 0.1755  0.33386
79050   0.05796 0.12612 0.1756  0.33419
79100   0.05796 0.12618 0.1757  0.33453
79150   0.05796 0.12623 0.1758  0.33487
79200   0.05796 0.12628 0.17589 0.33521
79250   0.05796 0.12633 0.17598 0.33557
79300   0.05797 0.12638 0.17607 0.33594
79350   0.05798 0.12643 0.17616 0.33631
79400   0.05799 0.12648 0.17624 0.33667
79450   0.058   0.12652 0.17631 0.33703
79500   0.058   0.12657 0.17637 0.3374
79550   0.05801 0.12661 0.17642 0.33778
79600   0.05803 0.12665 0.17646 0.33818
79650   0.05803 0.12668 0.1765  0.33859
79700   0.05804 0.12671 0.17654 0.33901
79750   0.05804 0.12674 0.17657 0.33945
79800   0.05805 0.12678 0.1766  0.33989
79850   0.05806 0.12681 0.17662 0.34032
79900   0.05806 0.12683 0.17663 0.34074
79950   0.05806 0.12686 0.17665 0.34115
80000   0.05807 0.12689 0.17666 0.34152
80050   0.05808 0.1269  0.17667 0.34187
80100   0.05809 0.12691 0.17669 0.34221
80150   0.0581  0.12692 0.1767  0.34253
80200   0.05811 0.12693 0.1767  0.34284
80250   0.05812 0.12693 0.1767  0.34314
80300   0.05813 0.12693 0.17669 0.34343
80350   0.05814 0.12692 0.17667 0.34372
80400   0.05815 0.12692 0.17665 0.34401
80450   0.05817 0.12692 0.17663 0.34427
80500   0.05818 0.12693 0.17659 0.34454
80550   0.05819 0.12693 0.17656 0.3448
80600   0.05821 0.12693 0.17654 0.34508
80650   0.05822 0.12694 0.17652 0.34538
80700   0.05824 0.12695 0.17651 0.3457
80750   0.05825 0.12697 0.1765  0.34603
80800   0.05826 0.12699 0.1765  0.34637
80850   0.05827 0.12703 0.1765  0.34673
80900   0.05828 0.12707 0.17652 0.34708
80950   0.05829 0.12712 0.17655 0.34745
81000   0.0583  0.12718 0.17659 0.34784
81050   0.05832 0.12725 0.17663 0.34824
81100   0.05832 0.12732 0.17667 0.34863
81150   0.05833 0.12738 0.17671 0.34903
81200   0.05834 0.12745 0.17676 0.34941
81250   0.05835 0.12751 0.17681 0.34979
81300   0.05835 0.12756 0.17686 0.35016
81350   0.05835 0.12762 0.17692 0.35053
81400   0.05834 0.12767 0.17699 0.35088
81450   0.05833 0.12771 0.17706 0.35122
81500   0.05833 0.12776 0.17714 0.35155
81550   0.05833 0.1278  0.17723 0.35187
81600   0.05833 0.12784 0.17732 0.35219
81650   0.05834 0.12789 0.17741 0.35249
81700   0.05836 0.12792 0.1775  0.35277
81750   0.05837 0.12796 0.17758 0.35303
81800   0.05838 0.12799 0.17766 0.3533
81850   0.05838 0.12803 0.17773 0.35357
81900   0.05838 0.12808 0.17781 0.35383
81950   0.05839 0.12812 0.17789 0.3541
82000   0.05839 0.12817 0.17797 0.35437
82050   0.05839 0.12821 0.17805 0.35465
82100   0.05838 0.12824 0.17812 0.35494
82150   0.05838 0.12827 0.17818 0.35523
82200   0.05838 0.12829 0.17822 0.35553
82250   0.05837 0.12831 0.17826 0.35583
82300   0.05837 0.12832 0.17829 0.35614
82350   0.05837 0.12834 0.17832 0.35644
82400   0.05837 0.12835 0.17836 0.35673
82450   0.05838 0.12836 0.17841 0.35702
82500   0.0584  0.12839 0.17846 0.35732
82550   0.05841 0.12841 0.1785  0.35764
82600   0.05843 0.12844 0.17854 0.35795
82650   0.05844 0.12848 0.17857 0.35826
82700   0.05845 0.12851 0.17861 0.35857
82750   0.05846 0.12855 0.17866 0.35889
82800   0.05847 0.12858 0.17872 0.35921
82850   0.05847 0.12861 0.17879 0.35953
82900   0.05848 0.12864 0.17887 0.35984
82950   0.05849 0.12867 0.17895 0.36016
83000   0.05849 0.12871 0.17905 0.36049
83050   0.0585  0.12875 0.17913 0.36082
83100   0.0585  0.1288  0.17923 0.36115
83150   0.05851 0.12884 0.17932 0.36149
83200   0.05852 0.12887 0.1794  0.36182
83250   0.05852 0.12891 0.17947 0.36216
83300   0.05852 0.12894 0.17954 0.36251
83350   0.05851 0.12898 0.1796  0.36286
83400   0.05851 0.12902 0.17965 0.36322
83450   0.0585  0.12905 0.1797  0.36359
83500   0.05851 0.12907 0.17975 0.36394
83550   0.05851 0.12909 0.17979 0.36429
83600   0.05851 0.12911 0.17985 0.36463
83650   0.05852 0.12914 0.17991 0.36496
83700   0.05852 0.12917 0.17997 0.36529
83750   0.05853 0.1292  0.18004 0.36561
83800   0.05853 0.12924 0.18012 0.36591
83850   0.05853 0.12927 0.1802  0.36618
83900   0.05853 0.1293  0.18029 0.36643
83950   0.05853 0.12933 0.18038 0.36664
84000   0.05854 0.12935 0.18048 0.36683
84050   0.05854 0.12938 0.18058 0.36698
84100   0.05855 0.1294  0.1807  0.36714
84150   0.05856 0.12943 0.18082 0.3673
84200   0.05857 0.12946 0.18095 0.36745
84250   0.05859 0.12948 0.18109 0.36761
84300   0.0586  0.1295  0.18123 0.36779
84350   0.05861 0.12952 0.18138 0.36799
84400   0.05861 0.12953 0.18153 0.36821
84450   0.05862 0.12954 0.18167 0.36842
84500   0.05862 0.12955 0.1818  0.36862
84550   0.05863 0.12957 0.18193 0.36881
84600   0.05864 0.12959 0.18206 0.369
84650   0.05865 0.12962 0.18219 0.36919
84700   0.05865 0.12964 0.18232 0.36937
84750   0.05866 0.12966 0.18244 0.36954
84800   0.05867 0.12967 0.18256 0.3697
84850   0.05868 0.12969 0.18267 0.36985
84900   0.0587  0.12971 0.18278 0.36999
84950   0.05872 0.12973 0.18288 0.37011
85000   0.05873 0.12977 0.18299 0.37022
85050   0.05875 0.1298  0.1831  0.37031
85100   0.05877 0.12984 0.1832  0.3704
85150   0.05879 0.12989 0.18331 0.37049
85200   0.05881 0.12993 0.18342 0.37059
85250   0.05883 0.12998 0.1835  0.3707
85300   0.05886 0.13004 0.18358 0.37082
85350   0.05888 0.1301  0.18365 0.37095
85400   0.0589  0.13017 0.18371 0.37107
85450   0.05892 0.13024 0.18377 0.37119
85500   0.05894 0.1303  0.18382 0.37129
85550   0.05895 0.13036 0.18388 0.37139
85600   0.05897 0.13043 0.18394 0.37149
85650   0.05898 0.13048 0.184   0.37158
85700   0.05899 0.13053 0.18405 0.37166
85750   0.059   0.13058 0.1841  0.37173
85800   0.059   0.13062 0.18415 0.37181
85850   0.059   0.13066 0.1842  0.37189
85900   0.059   0.13069 0.18426 0.372
85950   0.05899 0.13073 0.18432 0.37214
86000   0.05898 0.13077 0.18438 0.37228
86050   0.05898 0.13082 0.18444 0.37241
86100   0.05897 0.13087 0.18449 0.37255
86150   0.05897 0.13092 0.18454 0.37269
86200   0.05897 0.13098 0.18457 0.37284
86250   0.05898 0.13103 0.1846  0.37301
86300   0.05898 0.13108 0.18463 0.3732
86350   0.05899 0.13112 0.18468 0.37341
86400   0.05899 0.13117 0.18473 0.37363
86450   0.05899 0.1312  0.1848  0.37384
86500   0.05899 0.13124 0.18488 0.37406
86550   0.05899 0.13128 0.18496 0.37427
86600   0.05898 0.13131 0.18503 0.37448
86650   0.05897 0.13134 0.18511 0.37469
86700   0.05895 0.13136 0.18518 0.3749
86750   0.05894 0.13139 0.18527 0.37513
86800   0.05893 0.13141 0.18535 0.37538
86850   0.05892 0.13142 0.18541 0.37566
86900   0.05891 0.13143 0.18547 0.37594
86950   0.05891 0.13144 0.18553 0.37623
87000   0.05891 0.13145 0.18558 0.37652
87050   0.05891 0.13145 0.18564 0.37679
87100   0.05891 0.13145 0.1857  0.37705
87150   0.05891 0.13145 0.18577 0.37729
87200   0.05892 0.13146 0.18584 0.37751
87250   0.05893 0.13147 0.18591 0.37773
87300   0.05894 0.13147 0.18598 0.37795
87350   0.05895 0.13147 0.18605 0.37817
87400   0.05896 0.13146 0.18613 0.37836
87450   0.05896 0.13146 0.18621 0.37855
87500   0.05895 0.13146 0.1863  0.37871
87550   0.05894 0.13147 0.18638 0.37886
87600   0.05894 0.13149 0.18645 0.379
87650   0.05894 0.13152 0.18652 0.37913
87700   0.05894 0.13155 0.18658 0.37925
87750   0.05894 0.13159 0.18665 0.37936
87800   0.05895 0.13163 0.18672 0.37947
87850   0.05896 0.13167 0.18678 0.37956
87900   0.05896 0.13172 0.18684 0.37966
87950   0.05896 0.13177 0.1869  0.37977
88000   0.05897 0.13183 0.18695 0.37988
88050   0.05897 0.13189 0.18698 0.38
88100   0.05898 0.13196 0.18701 0.38013
88150   0.05898 0.13203 0.18703 0.38027
88200   0.05898 0.1321  0.18705 0.38041
88250   0.05899 0.13217 0.18707 0.38057
88300   0.059   0.13223 0.18709 0.38072
88350   0.05901 0.1323  0.18712 0.38089
88400   0.05902 0.13237 0.18714 0.38108
88450   0.05903 0.13242 0.18718 0.38129
88500   0.05904 0.13247 0.18721 0.38149
88550   0.05906 0.13251 0.18726 0.38168
88600   0.05907 0.13254 0.18731 0.38188
88650   0.05909 0.13257 0.18737 0.38207
88700   0.0591  0.1326  0.18743 0.38226
88750   0.05911 0.13263 0.18749 0.38245
88800   0.05911 0.13266 0.18757 0.38264
88850   0.05912 0.13269 0.18764 0.38283
88900   0.05913 0.13273 0.18772 0.38301
88950   0.05913 0.13278 0.18781 0.38319
89000   0.05914 0.13284 0.1879  0.38337
89050   0.05914 0.1329  0.18799 0.38353
89100   0.05915 0.13296 0.18807 0.38369
89150   0.05915 0.13302 0.18815 0.38384
89200   0.05915 0.13307 0.18823 0.38399
89250   0.05915 0.13312 0.1883  0.38412
89300   0.05915 0.13316 0.18838 0.38426
89350   0.05915 0.13319 0.18846 0.3844
89400   0.05915 0.13323 0.18855 0.38453
89450   0.05916 0.13327 0.18864 0.38466
89500   0.05916 0.1333  0.18874 0.3848
89550   0.05916 0.13335 0.18886 0.38496
89600   0.05917 0.13339 0.18898 0.38512
89650   0.05917 0.13343 0.18912 0.38528
89700   0.05917 0.13347 0.18928 0.38545
89750   0.05917 0.1335  0.18945 0.38562
89800   0.05917 0.13354 0.18963 0.38578
89850   0.05918 0.13357 0.18981 0.38595
89900   0.05918 0.13361 0.18999 0.38611
89950   0.05919 0.13363 0.19016 0.38627
90000   0.05919 0.13365 0.19032 0.38644
90050   0.0592  0.13366 0.19047 0.38662
90100   0.05922 0.13366 0.19062 0.3868
90150   0.05923 0.13366 0.19077 0.38697
90200   0.05924 0.13367 0.19092 0.38715
90250   0.05925 0.13368 0.19108 0.38734
90300   0.05927 0.1337  0.19122 0.38754
90350   0.05927 0.13372 0.19136 0.38775
90400   0.05927 0.13374 0.19147 0.38797
90450   0.05927 0.13377 0.19158 0.38818
90500   0.05927 0.1338  0.19167 0.38839
90550   0.05926 0.13385 0.19175 0.38861
90600   0.05926 0.1339  0.19183 0.38883
90650   0.05925 0.13395 0.1919  0.38905
90700   0.05925 0.13401 0.19195 0.38929
90750   0.05925 0.13407 0.19199 0.38951
90800   0.05924 0.13412 0.19204 0.38973
90850   0.05924 0.13417 0.19207 0.38993
90900   0.05924 0.13421 0.1921  0.39012
90950   0.05924 0.13425 0.19213 0.39028
91000   0.05924 0.13429 0.19215 0.39043
91050   0.05924 0.13433 0.19216 0.39055
91100   0.05924 0.13436 0.19218 0.39068
91150   0.05924 0.1344  0.19221 0.39081
91200   0.05924 0.13443 0.19225 0.39093
91250   0.05924 0.13445 0.19229 0.39105
91300   0.05924 0.13446 0.19233 0.39118
91350   0.05923 0.13447 0.19238 0.3913
91400   0.05923 0.13448 0.19243 0.39144
91450   0.05923 0.1345  0.19249 0.39158
91500   0.05922 0.13452 0.19255 0.39172
91550   0.05922 0.13454 0.19263 0.39185
91600   0.05923 0.13456 0.1927  0.39196
91650   0.05923 0.13459 0.19276 0.39206
91700   0.05924 0.13463 0.19282 0.39216
91750   0.05924 0.13467 0.19288 0.39224
91800   0.05924 0.13471 0.19294 0.39233
91850   0.05925 0.13476 0.193   0.39242
91900   0.05925 0.13481 0.19306 0.39251
91950   0.05925 0.13485 0.19315 0.3926
92000   0.05925 0.13489 0.19324 0.39268
92050   0.05925 0.13491 0.19336 0.39276
92100   0.05926 0.13492 0.19348 0.39284
92150   0.05926 0.13493 0.19362 0.39292
92200   0.05927 0.13494 0.19377 0.39301
92250   0.05928 0.13495 0.19393 0.39311
92300   0.05929 0.13494 0.19411 0.39324
92350   0.05929 0.13494 0.19428 0.39338
92400   0.05929 0.13493 0.19446 0.39356
92450   0.05929 0.13493 0.19465 0.39376
92500   0.05929 0.13492 0.19484 0.39396
92550   0.05929 0.13492 0.19502 0.39417
92600   0.05929 0.13492 0.19519 0.39438
92650   0.05929 0.13493 0.19535 0.39461
92700   0.05928 0.13493 0.19552 0.39485
92750   0.05928 0.13494 0.19569 0.3951
92800   0.05928 0.13495 0.19585 0.39534
92850   0.05928 0.13496 0.19602 0.39559
92900   0.05929 0.13497 0.19617 0.39585
92950   0.0593  0.13498 0.19632 0.3961
93000   0.05931 0.13498 0.19645 0.39636
93050   0.05932 0.13498 0.19659 0.39661
93100   0.05933 0.135   0.19672 0.39686
93150   0.05934 0.13501 0.19685 0.39713
93200   0.05934 0.13503 0.19697 0.39739
93250   0.05934 0.13504 0.19709 0.39765
93300   0.05934 0.13505 0.19722 0.39791
93350   0.05934 0.13507 0.19733 0.39815
