fs      200K    300K    400K    500K
75150   0.03839 0.06358 0.10207 0.17184
75200   0.03839 0.06361 0.10206 0.17192
75250   0.03838 0.06364 0.10205 0.172
75300   0.03837 0.06366 0.10204 0.17209
75350   0.03837 0.06368 0.10203 0.17218
75400   0.03836 0.06371 0.10202 0.17225
75450   0.03835 0.06373 0.102   0.17232
75500   0.03834 0.06376 0.10198 0.17239
75550   0.03833 0.06378 0.10196 0.17245
75600   0.03832 0.06381 0.10195 0.1725
75650   0.03831 0.06383 0.10193 0.17255
75700   0.0383  0.06385 0.1019  0.17259
75750   0.03829 0.06387 0.10186 0.17264
75800   0.03828 0.06389 0.10183 0.17269
75850   0.03827 0.06391 0.10179 0.17275
75900   0.03827 0.06393 0.10175 0.1728
75950   0.03826 0.06396 0.10173 0.17284
76000   0.03826 0.06397 0.10169 0.17288
76050   0.03826 0.06398 0.10166 0.1729
76100   0.03827 0.06398 0.10164 0.17292
76150   0.03827 0.06399 0.10161 0.17294
76200   0.03827 0.064   0.10158 0.17296
76250   0.03826 0.06401 0.10155 0.17297
76300   0.03826 0.06402 0.10151 0.17298
76350   0.03825 0.06404 0.10148 0.17299
76400   0.03824 0.06405 0.10144 0.173
76450   0.03824 0.06407 0.1014  0.17301
76500   0.03823 0.06409 0.10136 0.17301
76550   0.03822 0.06411 0.10132 0.17302
76600   0.03821 0.06412 0.10129 0.17304
76650   0.0382  0.06414 0.10126 0.17306
76700   0.03819 0.06415 0.10124 0.17309
76750   0.03818 0.06418 0.10122 0.17312
76800   0.03817 0.0642  0.1012  0.17314
76850   0.03817 0.06421 0.10118 0.17316
76900   0.03817 0.06423 0.10116 0.17317
76950   0.03817 0.06425 0.10114 0.17318
77000   0.03816 0.06427 0.10113 0.17318
77050   0.03816 0.06429 0.10112 0.17318
77100   0.03816 0.0643  0.1011  0.17319
77150   0.03815 0.06431 0.10108 0.1732
77200   0.03815 0.06432 0.10104 0.17321
77250   0.03814 0.06434 0.10101 0.17325
77300   0.03813 0.06435 0.10098 0.1733
77350   0.03813 0.06437 0.10095 0.17336
77400   0.03812 0.06439 0.10094 0.17342
77450   0.03811 0.0644  0.10092 0.17349
77500   0.0381  0.06442 0.10091 0.17356
77550   0.03809 0.06444 0.10089 0.17363
77600   0.03809 0.06446 0.10089 0.1737
77650   0.03808 0.06449 0.10088 0.17376
77700   0.03808 0.06452 0.10088 0.17383
77750   0.03807 0.06455 0.10089 0.17389
77800   0.03807 0.06459 0.10089 0.17394
77850   0.03807 0.06463 0.10089 0.17401
77900   0.03806 0.06467 0.10089 0.17407
77950   0.03806 0.06471 0.10089 0.17415
78000   0.03806 0.06475 0.10088 0.17422
78050   0.03805 0.06479 0.10088 0.1743
78100   0.03805 0.06482 0.10089 0.17439
78150   0.03804 0.06485 0.1009  0.17447
78200   0.03804 0.06488 0.10091 0.17456
78250   0.03804 0.0649  0.10092 0.17465
78300   0.03804 0.06492 0.10092 0.17474
78350   0.03804 0.06493 0.10092 0.17482
78400   0.03805 0.06495 0.10091 0.17491
78450   0.03805 0.06496 0.1009  0.17499
78500   0.03805 0.06498 0.1009  0.17506
78550   0.03806 0.06499 0.10091 0.17514
78600   0.03806 0.065   0.10092 0.17523
78650   0.03806 0.06501 0.10094 0.17533
78700   0.03806 0.06503 0.10096 0.17542
78750   0.03806 0.06504 0.10097 0.17552
78800   0.03805 0.06506 0.10098 0.1756
78850   0.03805 0.06509 0.10098 0.17568
78900   0.03804 0.06511 0.10097 0.17577
78950   0.03804 0.06514 0.10097 0.17584
79000   0.03803 0.06516 0.10096 0.17592
79050   0.03803 0.06519 0.10094 0.17598
79100   0.03803 0.06521 0.10093 0.17605
79150   0.03802 0.06522 0.10091 0.17612
79200   0.03801 0.06524 0.10089 0.17619
79250   0.03801 0.06525 0.10088 0.17625
79300   0.038   0.06527 0.10085 0.1763
79350   0.038   0.06529 0.10084 0.17635
79400   0.038   0.06532 0.10082 0.17639
79450   0.038   0.06535 0.10081 0.17644
79500   0.038   0.06538 0.1008  0.1765
79550   0.038   0.06541 0.10079 0.17656
79600   0.038   0.06546 0.10079 0.17661
79650   0.038   0.0655  0.10078 0.17668
79700   0.038   0.06554 0.10077 0.17676
79750   0.038   0.06557 0.10076 0.17685
79800   0.03799 0.06561 0.10075 0.17694
79850   0.03799 0.06564 0.10074 0.17705
79900   0.03798 0.06568 0.10073 0.17715
79950   0.03797 0.06571 0.10072 0.17723
80000   0.03796 0.06574 0.10071 0.17731
80050   0.03796 0.06576 0.10069 0.17738
80100   0.03795 0.06578 0.10069 0.17744
80150   0.03794 0.0658  0.10068 0.17749
80200   0.03793 0.06581 0.10066 0.17755
80250   0.03793 0.06583 0.10065 0.1776
80300   0.03793 0.06586 0.10063 0.17765
80350   0.03792 0.06589 0.10062 0.17771
80400   0.03792 0.06591 0.1006  0.17777
80450   0.03792 0.06593 0.10058 0.17782
80500   0.03793 0.06596 0.10056 0.17787
80550   0.03793 0.06598 0.10054 0.1779
80600   0.03794 0.066   0.10053 0.17793
80650   0.03794 0.06603 0.10051 0.17796
80700   0.03794 0.06605 0.1005  0.17799
80750   0.03794 0.06607 0.10048 0.17802
80800   0.03793 0.06609 0.10046 0.17807
80850   0.03792 0.06611 0.10046 0.17812
80900   0.03791 0.06612 0.10046 0.17818
80950   0.03789 0.06613 0.10046 0.17822
81000   0.03787 0.06613 0.10045 0.17826
81050   0.03786 0.06614 0.10044 0.1783
81100   0.03785 0.06615 0.10044 0.17834
81150   0.03784 0.06616 0.10043 0.17838
81200   0.03783 0.06618 0.10042 0.17843
81250   0.03782 0.06619 0.10042 0.17848
81300   0.03782 0.06621 0.10043 0.17853
81350   0.03781 0.06622 0.10045 0.17858
81400   0.0378  0.06623 0.10047 0.17862
81450   0.03779 0.06624 0.10049 0.17868
81500   0.03778 0.06626 0.10053 0.17874
81550   0.03777 0.06627 0.10058 0.17882
81600   0.03776 0.06627 0.10063 0.1789
81650   0.03775 0.06628 0.10069 0.17899
81700   0.03775 0.06629 0.10075 0.17908
81750   0.03776 0.06631 0.1008  0.17917
81800   0.03776 0.06632 0.10086 0.17925
81850   0.03776 0.06634 0.10092 0.17933
81900   0.03776 0.06636 0.10096 0.17942
81950   0.03775 0.06639 0.10101 0.17951
82000   0.03775 0.06642 0.10105 0.17959
82050   0.03774 0.06644 0.10107 0.17968
82100   0.03774 0.06646 0.1011  0.17978
82150   0.03773 0.06648 0.10111 0.17987
82200   0.03772 0.0665  0.10113 0.17996
82250   0.03771 0.06651 0.10114 0.18004
82300   0.03771 0.06651 0.10115 0.18012
82350   0.0377  0.06652 0.10115 0.1802
82400   0.03769 0.06652 0.10116 0.18028
82450   0.03769 0.06652 0.10116 0.18035
82500   0.03769 0.06653 0.10117 0.18041
82550   0.03768 0.06653 0.10117 0.18047
82600   0.03768 0.06653 0.10118 0.18053
82650   0.03768 0.06653 0.10119 0.18059
82700   0.03767 0.06653 0.1012  0.18066
82750   0.03767 0.06653 0.1012  0.18074
82800   0.03767 0.06653 0.1012  0.18083
82850   0.03767 0.06654 0.1012  0.18093
82900   0.03767 0.06656 0.1012  0.18102
82950   0.03767 0.06658 0.1012  0.18111
83000   0.03767 0.06659 0.10121 0.1812
83050   0.03766 0.06661 0.10122 0.18128
83100   0.03766 0.06664 0.10124 0.18135
83150   0.03767 0.06666 0.10126 0.18142
83200   0.03767 0.06667 0.10128 0.18146
83250   0.03768 0.06669 0.10129 0.1815
83300   0.03768 0.0667  0.1013  0.18155
83350   0.03768 0.06671 0.10131 0.18158
83400   0.03768 0.06672 0.10131 0.18162
83450   0.03768 0.06673 0.10132 0.18164
83500   0.03768 0.06674 0.10132 0.18166
83550   0.03769 0.06676 0.10133 0.18168
83600   0.03769 0.06678 0.10133 0.18169
83650   0.0377  0.06681 0.10133 0.1817
83700   0.03771 0.06685 0.10132 0.18171
83750   0.03771 0.06689 0.10131 0.18172
83800   0.03772 0.06692 0.10129 0.18173
83850   0.03772 0.06696 0.10128 0.18175
83900   0.03772 0.06699 0.10126 0.18177
83950   0.03772 0.06703 0.10126 0.18179
84000   0.03772 0.06706 0.10126 0.18181
84050   0.03772 0.06709 0.10126 0.18183
84100   0.03772 0.06712 0.10128 0.18185
84150   0.03772 0.06715 0.1013  0.18186
84200   0.03772 0.06717 0.10131 0.18186
84250   0.03771 0.06719 0.10131 0.18188
84300   0.0377  0.06721 0.10131 0.18189
84350   0.03769 0.06723 0.10131 0.18191
84400   0.03769 0.06725 0.10132 0.18193
84450   0.03769 0.06727 0.10132 0.18194
84500   0.03769 0.06728 0.10134 0.18196
84550   0.03769 0.06729 0.10135 0.18199
84600   0.03768 0.06729 0.10136 0.18202
84650   0.03768 0.0673  0.10135 0.18205
84700   0.03767 0.06731 0.10134 0.18209
84750   0.03767 0.06733 0.10132 0.18214
84800   0.03766 0.06734 0.10131 0.18219
84850   0.03766 0.06737 0.10129 0.18224
84900   0.03766 0.06739 0.10128 0.18229
84950   0.03767 0.06742 0.10128 0.18234
85000   0.03767 0.06745 0.10128 0.18239
85050   0.03767 0.06748 0.10127 0.18243
85100   0.03768 0.06751 0.10127 0.18247
85150   0.03768 0.06754 0.10127 0.18252
85200   0.03768 0.06756 0.10128 0.18256
85250   0.03768 0.06757 0.10129 0.1826
85300   0.03768 0.06758 0.10131 0.18264
85350   0.03768 0.06759 0.10132 0.18268
85400   0.03767 0.0676  0.10134 0.18273
85450   0.03767 0.0676  0.10135 0.18277
85500   0.03767 0.0676  0.10137 0.18281
85550   0.03767 0.0676  0.10137 0.18286
85600   0.03767 0.06761 0.10138 0.18292
85650   0.03768 0.06762 0.10138 0.18297
85700   0.0377  0.06763 0.10139 0.18303
85750   0.03772 0.06765 0.1014  0.18309
85800   0.03773 0.06767 0.10142 0.18314
85850   0.03774 0.06769 0.10144 0.18319
85900   0.03776 0.0677  0.10145 0.18324
85950   0.03777 0.06771 0.10148 0.1833
86000   0.03777 0.06773 0.1015  0.18337
86050   0.03777 0.06774 0.10153 0.18344
86100   0.03777 0.06774 0.10156 0.18352
86150   0.03776 0.06775 0.10159 0.18359
86200   0.03776 0.06777 0.10162 0.18366
86250   0.03775 0.06777 0.10165 0.18372
86300   0.03775 0.06778 0.10168 0.18377
86350   0.03776 0.06779 0.1017  0.18382
86400   0.03776 0.06781 0.10172 0.18386
86450   0.03776 0.06782 0.10175 0.18391
86500   0.03776 0.06783 0.10177 0.18394
86550   0.03776 0.06785 0.10179 0.18397
86600   0.03776 0.06787 0.10181 0.18399
86650   0.03775 0.06788 0.10182 0.18401
86700   0.03775 0.0679  0.10182 0.18403
86750   0.03775 0.06791 0.10183 0.18405
86800   0.03774 0.06792 0.10184 0.18408
86850   0.03774 0.06793 0.10184 0.18411
86900   0.03774 0.06795 0.10185 0.18415
86950   0.03773 0.06796 0.10187 0.1842
87000   0.03773 0.06797 0.10189 0.18425
87050   0.03774 0.06799 0.1019  0.18429
87100   0.03774 0.068   0.10193 0.18432
87150   0.03774 0.06802 0.10195 0.18435
87200   0.03775 0.06803 0.10195 0.1844
87250   0.03775 0.06804 0.10196 0.18445
87300   0.03776 0.06805 0.10197 0.18452
87350   0.03777 0.06806 0.10196 0.18459
87400   0.03778 0.06807 0.10197 0.18466
87450   0.03778 0.06807 0.10197 0.18473
87500   0.03779 0.06808 0.10197 0.18479
87550   0.03779 0.06809 0.10196 0.18483
87600   0.03779 0.06809 0.10195 0.18487
87650   0.03779 0.0681  0.10194 0.1849
87700   0.03778 0.06811 0.10194 0.18494
87750   0.03778 0.06812 0.10195 0.18498
87800   0.03778 0.06813 0.10196 0.18502
87850   0.03777 0.06814 0.10197 0.18505
87900   0.03777 0.06814 0.10199 0.18508
87950   0.03777 0.06815 0.10199 0.18512
88000   0.03777 0.06816 0.10197 0.18516
88050   0.03776 0.06818 0.10196 0.18519
88100   0.03776 0.06819 0.10195 0.18522
88150   0.03776 0.06822 0.10194 0.18526
88200   0.03776 0.06824 0.10194 0.18529
88250   0.03776 0.06827 0.10194 0.18532
88300   0.03775 0.06831 0.10193 0.18534
88350   0.03775 0.06834 0.10191 0.18537
88400   0.03776 0.06837 0.1019  0.1854
88450   0.03776 0.06839 0.10189 0.18542
88500   0.03776 0.06841 0.10189 0.18543
88550   0.03777 0.06843 0.10188 0.18543
88600   0.03777 0.06845 0.10187 0.18544
88650   0.03777 0.06846 0.10185 0.18546
88700   0.03777 0.06848 0.10185 0.18549
88750   0.03777 0.06848 0.10185 0.18552
88800   0.03776 0.06848 0.10186 0.18556
88850   0.03775 0.06849 0.10187 0.1856
88900   0.03774 0.0685  0.10188 0.18564
88950   0.03773 0.06851 0.1019  0.18567
89000   0.03772 0.06852 0.10192 0.1857
89050   0.03771 0.06853 0.10194 0.18574
89100   0.03771 0.06854 0.10195 0.18577
89150   0.03772 0.06855 0.10197 0.1858
89200   0.03772 0.06856 0.10198 0.18583
89250   0.03771 0.06857 0.10199 0.18586
89300   0.03771 0.06858 0.102   0.18587
89350   0.03772 0.06859 0.10201 0.18588
89400   0.03772 0.0686  0.10202 0.18588
89450   0.03772 0.06861 0.10203 0.18588
89500   0.03772 0.06863 0.10204 0.18588
89550   0.03772 0.06864 0.10205 0.18588
89600   0.03772 0.06866 0.10206 0.18588
89650   0.03772 0.06868 0.10206 0.1859
89700   0.03772 0.06869 0.10206 0.18591
89750   0.03773 0.06871 0.10205 0.18592
89800   0.03774 0.06873 0.10204 0.18594
89850   0.03775 0.06875 0.10202 0.18597
89900   0.03776 0.06878 0.102   0.18602
89950   0.03778 0.0688  0.10199 0.18607
90000   0.03779 0.06883 0.10198 0.18612
90050   0.03781 0.06885 0.10197 0.18617
90100   0.03782 0.06887 0.10197 0.18622
90150   0.03783 0.06889 0.10198 0.18627
90200   0.03785 0.06891 0.10201 0.18632
90250   0.03786 0.06893 0.10203 0.18637
90300   0.03786 0.06894 0.10206 0.18642
90350   0.03787 0.06896 0.10209 0.18647
90400   0.03787 0.06896 0.10212 0.18653
90450   0.03787 0.06897 0.10215 0.18661
90500   0.03787 0.06898 0.10218 0.18668
90550   0.03787 0.06898 0.10221 0.18674
90600   0.03787 0.06897 0.10224 0.1868
90650   0.03786 0.06897 0.10228 0.18685
90700   0.03786 0.06897 0.10233 0.18691
90750   0.03785 0.06896 0.10238 0.18696
90800   0.03785 0.06896 0.10244 0.18701
90850   0.03785 0.06897 0.1025  0.18706
90900   0.03786 0.06897 0.10256 0.1871
90950   0.03785 0.06898 0.10262 0.18714
91000   0.03786 0.069   0.10266 0.18717
91050   0.03786 0.06901 0.10269 0.1872
91100   0.03786 0.06902 0.10273 0.18723
91150   0.03787 0.06904 0.10276 0.18726
91200   0.03787 0.06905 0.10278 0.18729
91250   0.03788 0.06907 0.1028  0.18733
91300   0.03789 0.06909 0.10282 0.18737
91350   0.03789 0.06911 0.10285 0.18739
91400   0.03789 0.06913 0.10289 0.18741
91450   0.03789 0.06915 0.10292 0.18743
91500   0.03788 0.06917 0.10295 0.18746
91550   0.03788 0.06918 0.10298 0.18751
91600   0.03788 0.0692  0.10301 0.18754
91650   0.03788 0.0692  0.10303 0.18758
91700   0.03788 0.0692  0.10306 0.18762
91750   0.03789 0.0692  0.10308 0.18765
91800   0.0379  0.06919 0.10311 0.18767
91850   0.03791 0.0692  0.10312 0.1877
91900   0.03792 0.0692  0.10313 0.18773
91950   0.03794 0.0692  0.10314 0.18776
92000   0.03795 0.0692  0.10314 0.18778
92050   0.03796 0.06921 0.10314 0.1878
92100   0.03796 0.06921 0.10314 0.18781
92150   0.03797 0.0692  0.10314 0.18781
92200   0.03797 0.06919 0.10314 0.18781
92250   0.03797 0.06917 0.10315 0.18782
92300   0.03797 0.06915 0.10315 0.18782
92350   0.03797 0.06914 0.10316 0.18782
92400   0.03797 0.06912 0.10317 0.18783
92450   0.03797 0.06912 0.10318 0.18785
92500   0.03797 0.06911 0.10318 0.18786
92550   0.03797 0.06911 0.1032  0.18786
92600   0.03797 0.0691  0.10322 0.18785
92650   0.03797 0.0691  0.10324 0.18785
92700   0.03797 0.0691  0.10327 0.18784
92750   0.03798 0.06909 0.10329 0.18784
92800   0.03798 0.06908 0.10332 0.18782
92850   0.03798 0.06908 0.10334 0.18782
92900   0.03798 0.06907 0.10336 0.18784
92950   0.03798 0.06907 0.10337 0.18786
93000   0.03797 0.06907 0.10338 0.18787
93050   0.03796 0.06908 0.10338 0.18789
93100   0.03794 0.06909 0.10338 0.18789
93150   0.03792 0.0691  0.10338 0.1879
93200   0.03791 0.06911 0.10338 0.18791
93250   0.03789 0.06913 0.10337 0.18792
93300   0.03789 0.06916 0.10338 0.18792
93350   0.03788 0.06919 0.10338 0.18791
93400   0.03787 0.06921 0.10338 0.18789
93450   0.03787 0.06923 0.1034  0.18788
93500   0.03787 0.06926 0.10341 0.18787
93550   0.03787 0.06929 0.10343 0.18785
93600   0.03786 0.06932 0.10343 0.18785
93650   0.03786 0.06934 0.10343 0.18785
93700   0.03786 0.06937 0.10343 0.18786
93750   0.03786 0.06939 0.10343 0.18787
93800   0.03786 0.06942 0.10343 0.18789
93850   0.03786 0.06946 0.10342 0.18791
93900   0.03786 0.06949 0.10342 0.18794
93950   0.03786 0.06951 0.10341 0.18796
94000   0.03785 0.06954 0.1034  0.18798
94050   0.03785 0.06956 0.10338 0.18799
94100   0.03785 0.06958 0.10338 0.18799
94150   0.03785 0.0696  0.10338 0.18799
94200   0.03786 0.06963 0.10339 0.18799
94250   0.03787 0.06966 0.10339 0.18798
94300   0.03787 0.06968 0.10341 0.18797
94350   0.03788 0.06969 0.10342 0.18797
94400   0.03789 0.0697  0.10343 0.18796
94450   0.0379  0.06971 0.10344 0.18797
94500   0.0379  0.06972 0.10344 0.18798
94550   0.0379  0.06973 0.10343 0.18799
94600   0.0379  0.06973 0.10342 0.188
94650   0.0379  0.06974 0.1034  0.18799
94700   0.0379  0.06975 0.10339 0.18799
94750   0.03791 0.06977 0.10338 0.18797
94800   0.03791 0.06978 0.10337 0.18796
94850   0.03792 0.0698  0.10337 0.18796
94900   0.03792 0.06982 0.10338 0.18796
94950   0.03793 0.06983 0.1034  0.18799
95000   0.03795 0.06984 0.10341 0.18801
95050   0.03796 0.06985 0.10343 0.18804
95100   0.03796 0.06986 0.10346 0.18809
95150   0.03797 0.06987 0.1035  0.18814
95200   0.03798 0.06988 0.10353 0.18819
95250   0.03797 0.0699  0.10357 0.18826
95300   0.03797 0.0699  0.10363 0.18832
95350   0.03797 0.06991 0.10369 0.18837
95400   0.03797 0.06992 0.10376 0.18843
95450   0.03798 0.06993 0.10383 0.18849
95500   0.03798 0.06994 0.10391 0.18856
95550   0.03798 0.06995 0.10399 0.18863
95600   0.03799 0.06996 0.10406 0.18868
95650   0.03799 0.06997 0.10414 0.18872
95700   0.03799 0.06998 0.10422 0.18876
95750   0.03799 0.07    0.10431 0.18881
95800   0.03799 0.07001 0.10439 0.18886
95850   0.03799 0.07002 0.10447 0.18891
95900   0.03799 0.07003 0.10452 0.18895
95950   0.03798 0.07004 0.10456 0.18899
96000   0.03797 0.07005 0.1046  0.18903
96050   0.03797 0.07005 0.10463 0.18907
96100   0.03797 0.07005 0.10468 0.18911
96150   0.03797 0.07006 0.10472 0.18915
96200   0.03798 0.07006 0.10477 0.1892
96250   0.03798 0.07007 0.1048  0.18925
96300   0.03799 0.07007 0.10482 0.1893
96350   0.03799 0.07008 0.10484 0.18934
96400   0.038   0.07009 0.10485 0.18937
96450   0.03801 0.07009 0.10486 0.18939
96500   0.03802 0.0701  0.10487 0.18941
96550   0.03802 0.07012 0.10489 0.18941
96600   0.03802 0.07012 0.1049  0.18941
96650   0.03803 0.07014 0.10491 0.1894
96700   0.03803 0.07015 0.10493 0.18937
96750   0.03804 0.07017 0.10496 0.18934
96800   0.03804 0.07019 0.10498 0.18932
96850   0.03804 0.07021 0.10502 0.18931
96900   0.03804 0.07022 0.10505 0.18931
96950   0.03804 0.07023 0.10509 0.18931
97000   0.03804 0.07024 0.10514 0.18932
97050   0.03803 0.07026 0.10519 0.18932
97100   0.03803 0.07028 0.10523 0.18932
97150   0.03802 0.0703  0.10527 0.18933
97200   0.03803 0.07033 0.1053  0.18934
97250   0.03803 0.07036 0.10533 0.18936
97300   0.03804 0.0704  0.10536 0.18938
97350   0.03805 0.07044 0.10539 0.18941
97400   0.03806 0.07047 0.10543 0.18944
97450   0.03807 0.07051 0.10546 0.18946
97500   0.03808 0.07054 0.1055  0.18946
97550   0.03809 0.07058 0.10552 0.18947
97600   0.0381  0.07062 0.10555 0.18947
97650   0.03812 0.07065 0.10556 0.18947
97700   0.03813 0.07067 0.10557 0.18947
97750   0.03814 0.07069 0.10559 0.18946
97800   0.03815 0.07071 0.10559 0.18946
97850   0.03815 0.07072 0.1056  0.18946
97900   0.03816 0.07073 0.10561 0.18946
97950   0.03816 0.07074 0.10562 0.18945
98000   0.03817 0.07075 0.10562 0.18944
98050   0.03818 0.07076 0.10562 0.18945
98100   0.03818 0.07077 0.10561 0.18945
98150   0.03819 0.07078 0.1056  0.18945
98200   0.03819 0.07078 0.1056  0.18944
98250   0.0382  0.07078 0.1056  0.18943
98300   0.0382  0.07078 0.10559 0.18941
98350   0.03821 0.07078 0.10558 0.1894
98400   0.03822 0.07078 0.10556 0.18938
98450   0.03823 0.0708  0.10555 0.18939
98500   0.03824 0.07081 0.10554 0.18941
98550   0.03825 0.07083 0.10553 0.18945
98600   0.03826 0.07085 0.10553 0.1895
98650   0.03827 0.07088 0.10552 0.18956
98700   0.03828 0.0709  0.10552 0.18961
98750   0.03829 0.07091 0.10552 0.18965
98800   0.0383  0.07093 0.10552 0.18968
98850   0.03832 0.07094 0.10552 0.1897
98900   0.03833 0.07096 0.10552 0.18974
98950   0.03834 0.07098 0.10553 0.18977
99000   0.03835 0.071   0.10554 0.18979
99050   0.03835 0.07102 0.10555 0.18982
99100   0.03835 0.07104 0.10557 0.18984
99150   0.03835 0.07106 0.10558 0.18987
99200   0.03835 0.07108 0.10559 0.18991
99250   0.03835 0.0711  0.1056  0.18993
99300   0.03835 0.07112 0.10561 0.18995
99350   0.03835 0.07114 0.10563 0.18997
99400   0.03836 0.07117 0.10564 0.18999
99450   0.03836 0.0712  0.10566 0.19001
99500   0.03837 0.07124 0.10568 0.19003
99550   0.03837 0.07127 0.10568 0.19004
99600   0.03838 0.0713  0.10568 0.19006
99650   0.03839 0.07133 0.10568 0.19008
99700   0.03839 0.07135 0.10568 0.19011
99750   0.03841 0.07137 0.10568 0.19014
99800   0.03842 0.07139 0.10567 0.19018
99850   0.03843 0.07142 0.10567 0.19023
99900   0.03844 0.07144 0.10568 0.19027
99950   0.03845 0.07146 0.1057  0.1903
100000  0.03846 0.07148 0.10573 0.19033
100050  0.03847 0.0715  0.10576 0.19035
100100  0.03848 0.07151 0.10579 0.19039
100150  0.03848 0.07152 0.10583 0.19043
100200  0.03849 0.07153 0.10586 0.19046
100250  0.0385  0.07154 0.10589 0.19048
100300  0.0385  0.07155 0.10593 0.1905
100350  0.0385  0.07156 0.10596 0.19052
100400  0.0385  0.07157 0.10601 0.19056
100450  0.0385  0.07157 0.10604 0.1906
100500  0.03849 0.07159 0.10606 0.19064
100550  0.03848 0.07161 0.10609 0.19067
100600  0.03848 0.07163 0.10612 0.19071
100650  0.03849 0.07164 0.10615 0.19076
100700  0.0385  0.07166 0.10618 0.1908
100750  0.03852 0.07167 0.10621 0.19085
100800  0.03853 0.07168 0.10625 0.19088
100850  0.03855 0.07169 0.10628 0.19091
100900  0.03856 0.0717  0.10632 0.19093
100950  0.03858 0.07171 0.10637 0.19095
101000  0.03859 0.07172 0.10641 0.19096
101050  0.0386  0.07173 0.10644 0.19098
101100  0.03861 0.07173 0.10647 0.191
101150  0.03861 0.07174 0.1065  0.19101
101200  0.03861 0.07175 0.10653 0.19102
101250  0.03861 0.07176 0.10656 0.19103
101300  0.03862 0.07177 0.10659 0.19103
101350  0.03862 0.07179 0.10662 0.19103
101400  0.03862 0.07181 0.10666 0.19103
101450  0.03862 0.07184 0.1067  0.19103
101500  0.03862 0.07188 0.10672 0.19104
101550  0.03862 0.07191 0.10674 0.19106
101600  0.03862 0.07194 0.10676 0.1911
101650  0.03863 0.07196 0.10678 0.19115
101700  0.03864 0.07199 0.10678 0.1912
101750  0.03865 0.07202 0.10677 0.19125
101800  0.03867 0.07204 0.10677 0.1913
101850  0.03868 0.07206 0.10676 0.19134
101900  0.0387  0.07208 0.10676 0.1914
101950  0.03872 0.07209 0.10676 0.19145
102000  0.03873 0.07211 0.10675 0.1915
102050  0.03875 0.07212 0.10674 0.19155
102100  0.03876 0.07213 0.10673 0.19159
102150  0.03878 0.07213 0.10673 0.19163
102200  0.03879 0.07214 0.10673 0.19165
102250  0.0388  0.07214 0.10673 0.19167
102300  0.03881 0.07214 0.10675 0.19169
102350  0.03881 0.07215 0.10677 0.19171
102400  0.03882 0.07216 0.10678 0.19173
102450  0.03883 0.07217 0.10679 0.19175
102500  0.03883 0.0722  0.10678 0.19176
102550  0.03884 0.07222 0.10677 0.19178
102600  0.03885 0.07225 0.10677 0.1918
102650  0.03886 0.07226 0.10676 0.19183
102700  0.03886 0.07228 0.10676 0.19185
102750  0.03887 0.0723  0.10676 0.19188
102800  0.03888 0.07232 0.10676 0.19192
102850  0.03889 0.07233 0.10676 0.19196
102900  0.03889 0.07236 0.10676 0.19198
102950  0.0389  0.07238 0.10676 0.19201
103000  0.03891 0.0724  0.10676 0.19204
103050  0.03892 0.07242 0.10676 0.19207
103100  0.03893 0.07244 0.10677 0.19212
103150  0.03895 0.07246 0.10678 0.19217
103200  0.03896 0.07248 0.1068  0.19223
103250  0.03897 0.0725  0.10683 0.19227
103300  0.03898 0.07252 0.10686 0.19229
103350  0.03898 0.07253 0.10689 0.19231
103400  0.03899 0.07253 0.10691 0.19231
103450  0.039   0.07253 0.10693 0.19232
103500  0.03901 0.07253 0.10693 0.19232
103550  0.03902 0.07253 0.10694 0.19232
103600  0.03902 0.07252 0.10694 0.19231
103650  0.03904 0.07252 0.10694 0.1923
103700  0.03905 0.07251 0.10693 0.19228
103750  0.03906 0.07251 0.10693 0.19227
103800  0.03907 0.07251 0.10692 0.19226
103850  0.03907 0.07252 0.10692 0.19225
103900  0.03908 0.07254 0.10691 0.19224
103950  0.03908 0.07255 0.10691 0.19222
104000  0.03908 0.07258 0.1069  0.19221
104050  0.03909 0.07261 0.1069  0.19219
104100  0.03909 0.07264 0.10689 0.19217
104150  0.0391  0.07267 0.10688 0.19214
104200  0.03911 0.07269 0.10687 0.19211
104250  0.03913 0.07272 0.10686 0.1921
104300  0.03915 0.07275 0.10686 0.19208
104350  0.03917 0.07276 0.10687 0.19208
104400  0.03919 0.07277 0.10689 0.19208
104450  0.0392  0.07279 0.1069  0.19208
104500  0.03921 0.0728  0.10691 0.19208
104550  0.03922 0.0728  0.10692 0.19208
104600  0.03922 0.07281 0.10693 0.19208
104650  0.03922 0.07282 0.10694 0.19207
104700  0.03923 0.07282 0.10695 0.19205
104750  0.03923 0.07283 0.10696 0.19203
104800  0.03923 0.07284 0.10698 0.192
104850  0.03923 0.07285 0.107   0.19199
104900  0.03923 0.07286 0.10703 0.19199
104950  0.03923 0.07288 0.10707 0.19199
105000  0.03923 0.0729  0.1071  0.19199
105050  0.03923 0.07292 0.10714 0.19199
105100  0.03924 0.07294 0.10717 0.19199
105150  0.03925 0.07296 0.1072  0.19199
105200  0.03926 0.07297 0.10722 0.19199
105250  0.03926 0.07298 0.10722 0.192
105300  0.03927 0.07301 0.10723 0.19201
105350  0.03928 0.07303 0.10724 0.192
105400  0.03928 0.07305 0.10725 0.19199
105450  0.03929 0.07306 0.10726 0.19198
105500  0.03929 0.07307 0.10728 0.19197
105550  0.03929 0.07307 0.1073  0.19196
