   fs      Gr    Gr-SV   Gr-DV   Gr-SW
 67250  0.14821 0.15093  0.1149 0.33285
 67300  0.14818 0.15119 0.11492 0.33277
 67350  0.14816 0.15146 0.11494 0.33268
 67400  0.14813 0.15173 0.11496  0.3326
 67450  0.14811 0.15199 0.11496 0.33252
 67500   0.1481 0.15225 0.11497 0.33246
 67550   0.1481 0.15252 0.11498  0.3324
 67600   0.1481 0.15279  0.115  0.33236
 67650  0.14812 0.15306 0.11502 0.33232
 67700  0.14813 0.15332 0.11504 0.33226
 67750  0.14815 0.15358 0.11506 0.33221
 67800  0.14817 0.15384 0.11509 0.33217
 67850  0.14819 0.15408 0.11512 0.33212
 67900  0.14822 0.15433 0.11515 0.33208
 67950  0.14824 0.15456 0.11518 0.33204
 68000  0.14827 0.15478 0.11522 0.33202
 68050  0.14829  0.155  0.11526  0.332
 68100  0.14832 0.15523  0.1153 0.33199
 68150  0.14834 0.15546 0.11533 0.33198
 68200  0.14835 0.15569 0.11535 0.33197
 68250  0.14836 0.15591 0.11537 0.33196
 68300  0.14837 0.15612 0.11539 0.33196
 68350  0.14838 0.15633  0.1154 0.33197
 68400  0.14838 0.15654 0.11542 0.33199
 68450  0.14838 0.15674 0.11543 0.33201
 68500  0.14837 0.15694 0.11543 0.33204
 68550  0.14835 0.15711 0.11543 0.33209
 68600  0.14834 0.15727 0.11542 0.33212
 68650  0.14833 0.15742 0.11541 0.33216
 68700  0.14832 0.15754 0.11539 0.33219
 68750  0.14832 0.15766 0.11537 0.33223
 68800  0.14831 0.15778 0.11535 0.33226
 68850  0.14831 0.15789 0.11533 0.33231
 68900   0.1483 0.15801 0.11529 0.33236
 68950  0.14829 0.15813 0.11525 0.33242
 69000  0.14828 0.15825 0.11522 0.33248
 69050  0.14827 0.15835 0.11518 0.33255
 69100  0.14827 0.15844 0.11516 0.33262
 69150  0.14828  0.1585 0.11513 0.33269
 69200   0.1483 0.15855  0.1151 0.33274
 69250  0.14833 0.15859 0.11507  0.3328
 69300  0.14837 0.15863 0.11504 0.33285
 69350  0.14842 0.15867 0.11502  0.3329
 69400  0.14849 0.15871  0.115  0.33295
 69450  0.14857 0.15874 0.11498  0.333
 69500  0.14866 0.15878 0.11495 0.33306
 69550  0.14876  0.1588 0.11493 0.33311
 69600  0.14886 0.15881  0.1149 0.33317
 69650  0.14897 0.15882 0.11488 0.33322
 69700  0.14908 0.15882 0.11484 0.33326
 69750   0.1492 0.15882 0.11479 0.33331
 69800  0.14931 0.15881 0.11473 0.33336
 69850  0.14944 0.15881 0.11465 0.33341
 69900  0.14957  0.1588 0.11458 0.33346
 69950   0.1497 0.15878  0.1145 0.33352
 70000  0.14985 0.15876 0.11443 0.33358
 70050  0.14999 0.15873 0.11437 0.33364
 70100  0.15013  0.1587 0.11432 0.33369
 70150  0.15029 0.15868 0.11429 0.33373
 70200  0.15045 0.15865 0.11426 0.33377
 70250  0.15061 0.15863 0.11424 0.33379
 70300  0.15078 0.15862 0.11422 0.33381
 70350  0.15097 0.15861  0.1142 0.33381
 70400  0.15115 0.15861 0.11419  0.3338
 70450  0.15133 0.15861 0.11417 0.33378
 70500  0.15152 0.15861 0.11415 0.33376
 70550  0.15171 0.15861 0.11413 0.33375
 70600  0.15191 0.15862 0.11412 0.33375
 70650  0.15211 0.15862  0.1141 0.33374
 70700  0.15232 0.15863 0.11408 0.33373
 70750  0.15254 0.15863 0.11406 0.33373
 70800  0.15275 0.15863 0.11405 0.33373
 70850  0.15298 0.15863 0.11404 0.33373
 70900  0.15321 0.15861 0.11405 0.33372
 70950  0.15345  0.1586 0.11407 0.33369
 71000  0.15369 0.15859  0.1141 0.33366
 71050  0.15395 0.15858 0.11415 0.33362
 71100   0.1542 0.15858 0.11421 0.33357
 71150  0.15445 0.15859 0.11429 0.33352
 71200   0.1547 0.15861 0.11436 0.33347
 71250  0.15493 0.15862 0.11443 0.33342
 71300  0.15515 0.15864  0.1145 0.33338
 71350  0.15538 0.15866 0.11457 0.33334
 71400   0.1556 0.15868 0.11464  0.3333
 71450  0.15583  0.1587  0.1147 0.33326
 71500  0.15605 0.15873 0.11477 0.33322
 71550  0.15628 0.15877 0.11483 0.33318
 71600  0.15651 0.15881 0.11489 0.33314
 71650  0.15673 0.15885 0.11493  0.3331
 71700  0.15695 0.15889 0.11497 0.33307
 71750  0.15716 0.15893 0.11499 0.33304
 71800  0.15736 0.15897  0.115   0.333
 71850  0.15755  0.159  0.11501 0.33296
 71900  0.15774 0.15902 0.11501 0.33293
 71950  0.15792 0.15904 0.11499 0.33289
 72000   0.1581 0.15906 0.11497 0.33284
 72050  0.15827 0.15907 0.11495 0.33279
 72100  0.15844 0.15909 0.11492 0.33273
 72150  0.15861  0.1591 0.11489 0.33266
 72200  0.15876 0.15911 0.11487 0.33258
 72250  0.15891 0.15912 0.11485  0.3325
 72300  0.15905 0.15912 0.11483 0.33241
 72350  0.15918 0.15912 0.11482 0.33231
 72400   0.1593 0.15913 0.11481 0.33222
 72450   0.1594 0.15912  0.1148 0.33212
 72500  0.15951 0.15912  0.1148 0.33203
 72550   0.1596  0.1591 0.11481 0.33193
 72600  0.15968 0.15908 0.11483 0.33183
 72650  0.15975 0.15904 0.11485 0.33173
 72700   0.1598  0.159  0.11488 0.33163
 72750  0.15983 0.15894 0.11491 0.33153
 72800  0.15985 0.15888 0.11493 0.33143
 72850  0.15984 0.15882 0.11494 0.33133
 72900  0.15981 0.15875 0.11495 0.33123
 72950  0.15977 0.15867 0.11496 0.33113
 73000  0.15973 0.15857 0.11497 0.33101
 73050  0.15968 0.15848 0.11497  0.3309
 73100  0.15963 0.15838 0.11496 0.33078
 73150  0.15956 0.15827 0.11496 0.33067
 73200  0.15948 0.15816 0.11495 0.33056
 73250  0.15938 0.15805 0.11493 0.33045
 73300  0.15927 0.15793 0.11491 0.33034
 73350  0.15915  0.1578 0.11487 0.33022
 73400  0.15902 0.15766 0.11484  0.3301
 73450  0.15888 0.15752  0.1148 0.32998
 73500  0.15872 0.15738 0.11477 0.32985
 73550  0.15856 0.15723 0.11474 0.32971
 73600   0.1584 0.15708 0.11471 0.32955
 73650  0.15824 0.15693  0.1147 0.32938
 73700  0.15807 0.15677 0.11468  0.3292
 73750   0.1579 0.15662 0.11467 0.32902
 73800  0.15771 0.15647 0.11466 0.32882
 73850  0.15752 0.15633 0.11464 0.32863
 73900  0.15732 0.15619 0.11463 0.32843
 73950  0.15711 0.15606 0.11462 0.32824
 74000  0.15691 0.15593 0.11462 0.32804
 74050  0.15671 0.15579 0.11461 0.32783
 74100  0.15651 0.15563 0.11461 0.32762
 74150  0.15632 0.15547  0.1146 0.32741
 74200  0.15613  0.1553 0.11459 0.32719
 74250  0.15595 0.15513 0.11457 0.32696
 74300  0.15579 0.15496 0.11455 0.32671
 74350  0.15564 0.15481 0.11453 0.32645
 74400   0.1555 0.15466 0.11452 0.32619
 74450  0.15537  0.1545 0.11451 0.32594
 74500  0.15525 0.15436 0.11452 0.32568
 74550  0.15512 0.15422 0.11453 0.32543
 74600   0.155   0.1541 0.11453 0.32519
 74650  0.15488 0.15399 0.11454 0.32495
 74700  0.15477 0.15389 0.11453 0.32471
 74750  0.15465 0.15382 0.11452 0.32446
 74800  0.15455 0.15376 0.11452 0.32422
 74850  0.15446 0.15372 0.11452 0.32399
 74900   0.1544 0.15369 0.11454 0.32376
 74950  0.15435 0.15367 0.11457 0.32355
 75000  0.15432 0.15366 0.11461 0.32336
 75050  0.15429 0.15366 0.11466 0.32317
 75100  0.15426 0.15368  0.1147 0.32299
 75150  0.15423 0.15371 0.11473 0.32283
 75200  0.15421 0.15376 0.11477 0.32267
 75250  0.15419 0.15381  0.1148 0.32252
 75300  0.15418 0.15387 0.11482 0.32239
 75350  0.15417 0.15394 0.11484 0.32227
 75400  0.15417 0.15402 0.11484 0.32216
 75450  0.15417 0.15411 0.11484 0.32207
 75500  0.15418 0.15421 0.11483  0.322
 75550  0.15418 0.15433 0.11482 0.32196
 75600  0.15418 0.15446 0.11481 0.32195
 75650  0.15417 0.15461 0.11479 0.32196
 75700  0.15416 0.15476 0.11477 0.32198
 75750  0.15416 0.15492 0.11473 0.32202
 75800  0.15416 0.15508  0.1147 0.32206
 75850  0.15417 0.15524 0.11466 0.32211
 75900  0.15419  0.1554 0.11464 0.32216
 75950  0.15421 0.15557 0.11462 0.32221
 76000  0.15424 0.15575 0.11461 0.32228
 76050  0.15427 0.15594  0.1146 0.32237
 76100   0.1543 0.15615 0.11459 0.32247
 76150  0.15434 0.15636 0.11456 0.32258
 76200  0.15438 0.15659 0.11453 0.32271
 76250  0.15444 0.15681 0.11449 0.32286
 76300   0.1545 0.15703 0.11444 0.32301
 76350  0.15457 0.15725  0.1144 0.32317
 76400  0.15464 0.15749 0.11435 0.32333
 76450  0.15472 0.15773 0.11431 0.32351
 76500  0.15479 0.15799 0.11428 0.32369
 76550  0.15487 0.15826 0.11426 0.32388
 76600  0.15496 0.15854 0.11424 0.32407
 76650  0.15505 0.15882 0.11424 0.32426
 76700  0.15516  0.1591 0.11424 0.32446
 76750  0.15527 0.15938 0.11425 0.32466
 76800  0.15539 0.15966 0.11426 0.32485
 76850  0.15549 0.15994 0.11426 0.32505
 76900   0.1556 0.16021 0.11426 0.32525
 76950  0.15569 0.16048 0.11428 0.32546
 77000  0.15579 0.16074 0.11431 0.32565
 77050  0.15589  0.161  0.11434 0.32583
 77100  0.15599 0.16126 0.11437 0.32598
 77150  0.15611 0.16153 0.11441 0.32613
 77200  0.15622  0.1618 0.11444 0.32627
 77250  0.15635 0.16208 0.11446  0.3264
 77300  0.15648 0.16236 0.11449 0.32651
 77350  0.15662 0.16265 0.11452 0.32661
 77400  0.15677 0.16293 0.11455 0.32668
 77450  0.15692 0.16322 0.11458 0.32675
 77500  0.15708 0.16352 0.11461 0.32681
 77550  0.15725 0.16381 0.11464 0.32686
 77600  0.15743 0.16411 0.11466 0.32691
 77650  0.15761 0.16439 0.11469 0.32695
 77700   0.1578 0.16467 0.11471 0.32697
 77750  0.15799 0.16492 0.11475 0.32699
 77800  0.15818 0.16517 0.11478 0.32699
 77850  0.15839  0.1654 0.11482  0.327
 77900  0.15861 0.16562 0.11485 0.32699
 77950  0.15884 0.16584 0.11488 0.32697
 78000  0.15908 0.16607  0.1149 0.32694
 78050  0.15932  0.1663 0.11491 0.32691
 78100  0.15958 0.16654 0.11492 0.32686
 78150  0.15984 0.16679 0.11492 0.32682
 78200  0.16011 0.16704 0.11492 0.32676
 78250   0.1604 0.16729  0.1149 0.32669
 78300  0.16069 0.16754 0.11489 0.32661
 78350  0.16098  0.1678 0.11487 0.32651
 78400  0.16129 0.16805 0.11485 0.32641
 78450  0.16161 0.16829 0.11484  0.3263
 78500  0.16194 0.16851 0.11482 0.32618
 78550  0.16227 0.16873 0.11481 0.32605
 78600   0.1626 0.16894 0.11479  0.3259
 78650  0.16292 0.16916 0.11477 0.32575
 78700  0.16323 0.16938 0.11475  0.3256
 78750  0.16353 0.16961 0.11472 0.32545
 78800  0.16381 0.16984 0.11469 0.32531
 78850  0.16409 0.17008 0.11465 0.32517
 78900  0.16435 0.17031 0.11461 0.32504
 78950  0.16462 0.17054 0.11458 0.32491
 79000  0.16488 0.17075 0.11454 0.32477
 79050  0.16515 0.17096 0.11451 0.32464
 79100   0.1654 0.17117 0.11448 0.32451
 79150  0.16565 0.17138 0.11444 0.32438
 79200  0.16588 0.17157  0.1144 0.32426
 79250   0.1661 0.17176 0.11435 0.32414
 79300   0.1663 0.17195 0.11431 0.32404
 79350  0.16649 0.17213 0.11426 0.32393
 79400  0.16666 0.17229 0.11421 0.32383
 79450  0.16682 0.17246 0.11417 0.32372
 79500  0.16696 0.17261 0.11413 0.32361
 79550  0.16708 0.17276  0.1141  0.3235
 79600  0.16719  0.1729 0.11407  0.3234
 79650  0.16729 0.17304 0.11404  0.3233
 79700  0.16738 0.17318 0.11401 0.32319
 79750  0.16746 0.17332 0.11397 0.32309
 79800  0.16754 0.17346 0.11394 0.32299
 79850  0.16762  0.1736  0.1139  0.3229
 79900  0.16771 0.17374 0.11388 0.32283
 79950  0.16779 0.17388 0.11386 0.32276
 80000  0.16787 0.17404 0.11384  0.3227
 80050  0.16795 0.17419 0.11383 0.32263
 80100  0.16802 0.17435 0.11383 0.32257
 80150  0.16809 0.17449 0.11383 0.32252
 80200  0.16815 0.17462 0.11384 0.32246
 80250  0.16821 0.17473 0.11385  0.3224
 80300  0.16828 0.17483 0.11385 0.32233
 80350  0.16836 0.17493 0.11385 0.32226
 80400  0.16843 0.17501 0.11385 0.32218
 80450  0.16852  0.1751 0.11383  0.3221
 80500   0.1686 0.17519 0.11382 0.32202
 80550   0.1687 0.17529  0.1138 0.32193
 80600   0.1688  0.1754 0.11376 0.32182
 80650  0.16891 0.17551 0.11373 0.32171
 80700  0.16903 0.17563  0.1137  0.3216
 80750  0.16916 0.17575 0.11367 0.32149
 80800  0.16929 0.17588 0.11364 0.32139
 80850  0.16944  0.176  0.11362  0.3213
 80900  0.16958 0.17613  0.1136  0.3212
 80950  0.16973 0.17626 0.11357 0.32108
 81000  0.16988 0.17638 0.11354 0.32097
 81050  0.17003 0.17651 0.11352 0.32084
 81100  0.17019 0.17663 0.11349  0.3207
 81150  0.17035 0.17675 0.11348 0.32056
 81200  0.17053 0.17687 0.11346  0.3204
 81250  0.17072  0.177  0.11344 0.32024
 81300  0.17091 0.17713 0.11343 0.32008
 81350   0.1711 0.17726 0.11343 0.31992
 81400  0.17129 0.17739 0.11344 0.31975
 81450  0.17149 0.17752 0.11345 0.31958
 81500  0.17169 0.17765 0.11347 0.31941
 81550  0.17189 0.17778  0.1135 0.31924
 81600  0.17209 0.17792 0.11354 0.31907
 81650  0.17229 0.17808 0.11358  0.3189
 81700  0.17248 0.17824 0.11362 0.31872
 81750  0.17268 0.17841 0.11367 0.31854
 81800  0.17288 0.17859 0.11372 0.31835
 81850  0.17307 0.17877 0.11378 0.31814
 81900  0.17326 0.17896 0.11385 0.31793
 81950  0.17345 0.17915 0.11392 0.31771
 82000  0.17364 0.17932 0.11399 0.31748
 82050  0.17383  0.1795 0.11406 0.31724
 82100  0.17401 0.17967 0.11413 0.31701
 82150   0.1742 0.17985  0.1142 0.31676
 82200  0.17439 0.18001 0.11426 0.31651
 82250  0.17458 0.18018 0.11431 0.31625
 82300  0.17477 0.18034 0.11435 0.31598
 82350  0.17496  0.1805 0.11439  0.3157
 82400  0.17516 0.18064 0.11442 0.31543
 82450  0.17536 0.18078 0.11444 0.31515
 82500  0.17556 0.18091 0.11447 0.31487
 82550  0.17575 0.18105 0.11448 0.31458
 82600  0.17595 0.18119 0.11449  0.3143
 82650  0.17613 0.18134 0.11449  0.314
 82700  0.17631 0.18149 0.11449  0.3137
 82750  0.17647 0.18165 0.11448 0.31341
 82800  0.17661  0.1818 0.11448  0.3131
 82850  0.17675 0.18196 0.11448  0.3128
 82900  0.17688  0.1821 0.11448 0.31249
 82950   0.177  0.18225 0.11448 0.31219
 83000  0.17713 0.18239 0.11448 0.31188
 83050  0.17727 0.18254 0.11448 0.31157
 83100   0.1774  0.1827  0.1145 0.31126
 83150  0.17752 0.18286 0.11452 0.31094
 83200  0.17763 0.18301 0.11454 0.31063
 83250  0.17774 0.18317 0.11458 0.31031
 83300  0.17785 0.18334 0.11462 0.30999
 83350  0.17795 0.18351 0.11465 0.30968
 83400  0.17805 0.18368 0.11468 0.30939
 83450  0.17815 0.18387  0.1147  0.3091
 83500  0.17824 0.18406 0.11472 0.30882
 83550  0.17832 0.18425 0.11472 0.30854
 83600  0.17841 0.18444 0.11471 0.30828
 83650   0.1785 0.18463  0.1147 0.30803
 83700   0.1786  0.1848 0.11468 0.30779
 83750  0.17869 0.18498 0.11466 0.30756
 83800  0.17879 0.18515 0.11463 0.30734
 83850  0.17889 0.18532  0.1146 0.30715
 83900  0.17898 0.18549 0.11457 0.30697
 83950  0.17907 0.18565 0.11454 0.30682
 84000  0.17915 0.18581  0.1145 0.30669
 84050  0.17924 0.18597 0.11448 0.30657
 84100  0.17934 0.18614 0.11446 0.30646
 84150  0.17944 0.18631 0.11445 0.30635
 84200  0.17954 0.18648 0.11445 0.30626
 84250  0.17965 0.18666 0.11444 0.30618
 84300  0.17977 0.18684 0.11442  0.3061
 84350  0.17988 0.18703 0.11439 0.30602
 84400  0.17999 0.18722 0.11435 0.30595
 84450   0.1801  0.1874 0.11431 0.30588
 84500  0.18021 0.18758 0.11428 0.30582
 84550  0.18033 0.18775 0.11424 0.30577
 84600  0.18044 0.18791 0.11421 0.30574
 84650  0.18056 0.18808 0.11416 0.30571
 84700  0.18068 0.18824 0.11411  0.3057
 84750   0.1808 0.18841 0.11406 0.30569
 84800  0.18094 0.18857  0.114  0.30568
 84850  0.18107 0.18874 0.11393 0.30568
 84900  0.18122 0.18892 0.11386 0.30568
 84950  0.18138  0.1891 0.11378 0.30569
 85000  0.18154 0.18929  0.1137  0.3057
 85050  0.18171 0.18947 0.11361 0.30571
 85100  0.18187 0.18966 0.11353 0.30572
 85150  0.18203 0.18986 0.11345 0.30574
 85200  0.18218 0.19005 0.11338 0.30575
 85250  0.18233 0.19024 0.11331 0.30575
 85300  0.18249 0.19043 0.11324 0.30575
 85350  0.18264 0.19061 0.11317 0.30574
 85400  0.18279  0.1908  0.1131 0.30573
 85450  0.18294 0.19099 0.11304 0.30573
 85500  0.18308 0.19119 0.11298 0.30573
 85550  0.18323 0.19138 0.11292 0.30573
 85600  0.18338 0.19157 0.11287 0.30574
 85650  0.18353 0.19175 0.11282 0.30575
 85700  0.18369 0.19192 0.11278 0.30576
 85750  0.18384 0.19208 0.11274 0.30577
 85800  0.18398 0.19222  0.1127 0.30579
 85850  0.18412 0.19234 0.11266 0.30579
 85900  0.18425 0.19246 0.11263 0.30579
 85950  0.18438 0.19256 0.11259 0.30579
 86000   0.1845 0.19266 0.11257 0.30579
 86050  0.18463 0.19277 0.11255 0.30578
 86100  0.18475 0.19289 0.11255 0.30578
 86150  0.18487  0.193  0.11255 0.30578
 86200   0.185  0.19311 0.11256 0.30578
 86250  0.18512 0.19323 0.11258 0.30579
 86300  0.18524 0.19333 0.11259 0.30581
 86350  0.18535 0.19344  0.1126 0.30584
 86400  0.18545 0.19355 0.11261 0.30588
 86450  0.18555 0.19366 0.11263 0.30591
 86500  0.18565 0.19376 0.11266 0.30593
 86550  0.18574 0.19386 0.11268 0.30594
 86600  0.18583 0.19396 0.11271 0.30595
 86650  0.18592 0.19405 0.11273 0.30595
 86700   0.186  0.19414 0.11276 0.30595
 86750  0.18609 0.19423 0.11277 0.30594
 86800  0.18617 0.19433 0.11277 0.30593
 86850  0.18625 0.19443 0.11278 0.30593
 86900  0.18633 0.19454 0.11278 0.30594
 86950   0.1864 0.19465 0.11277 0.30595
 87000  0.18648 0.19476 0.11277 0.30595
 87050  0.18656 0.19487 0.11277 0.30596
 87100  0.18664 0.19499 0.11276 0.30598
 87150  0.18673 0.19511 0.11275 0.30599
 87200  0.18681 0.19524 0.11272 0.30601
 87250   0.1869 0.19537 0.11269 0.30603
 87300  0.18699 0.19551 0.11266 0.30605
 87350  0.18707 0.19564 0.11263 0.30605
 87400  0.18715 0.19578  0.1126 0.30604
 87450  0.18723 0.19591 0.11257 0.30602
 87500   0.1873 0.19605 0.11255 0.30599
 87550  0.18737  0.1962 0.11252 0.30595
 87600  0.18743 0.19635  0.1125 0.30591
 87650   0.1875  0.1965 0.11249 0.30587
 87700  0.18757 0.19665 0.11247 0.30584
 87750  0.18766  0.1968 0.11246 0.30581
 87800  0.18774 0.19695 0.11244 0.30577
 87850  0.18783  0.1971 0.11243 0.30572
 87900  0.18791 0.19725 0.11242 0.30566
 87950  0.18799 0.19739 0.11241 0.30559
 88000  0.18807 0.19754  0.1124 0.30551
 88050  0.18815 0.19769 0.11238 0.30543
 88100  0.18822 0.19783 0.11237 0.30532
 88150   0.1883 0.19798 0.11236  0.3052
 88200  0.18839 0.19812 0.11236 0.30505
 88250  0.18847 0.19827 0.11236 0.30488
 88300  0.18854 0.19841 0.11237 0.30469
 88350  0.18861 0.19853 0.11238 0.30449
 88400  0.18868 0.19865 0.11239 0.30428
 88450  0.18874 0.19874 0.11241 0.30407
 88500   0.1888 0.19883 0.11243 0.30385
 88550  0.18887 0.19892 0.11246 0.30362
 88600  0.18893 0.19902 0.11249 0.30339
 88650   0.189  0.19911 0.11252 0.30316
 88700  0.18906 0.19919 0.11255 0.30293
 88750  0.18911 0.19927 0.11258  0.3027
 88800  0.18915 0.19934 0.11261 0.30248
 88850  0.18918 0.19941 0.11263 0.30226
 88900   0.1892 0.19946 0.11266 0.30205
 88950  0.18921 0.19951 0.11269 0.30185
 89000  0.18921 0.19956 0.11272 0.30165
 89050  0.18922  0.1996 0.11275 0.30146
 89100  0.18922 0.19964 0.11277 0.30127
 89150  0.18921 0.19967 0.11278 0.30108
 89200   0.1892 0.19969  0.1128 0.30088
 89250  0.18918 0.19971 0.11281 0.30069
 89300  0.18916 0.19973 0.11281 0.30051
 89350  0.18912 0.19976 0.11281 0.30033
 89400  0.18908 0.19979  0.1128 0.30015
 89450  0.18902 0.19982 0.11278 0.29999
 89500  0.18896 0.19986 0.11276 0.29984
 89550  0.18889 0.19989 0.11272  0.2997
 89600  0.18883 0.19993 0.11268 0.29957
 89650  0.18876 0.19998 0.11264 0.29945
 89700  0.18869 0.20004 0.11258 0.29935
 89750  0.18862 0.20011 0.11253 0.29925
 89800  0.18856 0.20019 0.11247 0.29917
 89850   0.1885 0.20028 0.11241 0.29909
 89900  0.18844 0.20037 0.11236 0.29903
 89950  0.18839 0.20047  0.1123 0.29897
 90000  0.18833 0.20057 0.11227 0.29893
 90050  0.18827 0.20067 0.11224  0.2989
 90100   0.1882 0.20076 0.11223 0.29889
 90150  0.18813 0.20087 0.11223 0.29888
 90200  0.18806 0.20098 0.11223 0.29888
 90250  0.18799 0.20109 0.11224 0.29889
 90300  0.18792 0.20122 0.11226  0.2989
 90350  0.18786 0.20134 0.11227 0.29892
 90400  0.18779 0.20147 0.11226 0.29894
 90450  0.18774 0.20161 0.11226 0.29895
 90500  0.18769 0.20176 0.11224 0.29897
 90550  0.18766  0.2019 0.11222 0.29899
 90600  0.18763 0.20203 0.11221 0.29903
 90650   0.1876 0.20216 0.11219 0.29907
 90700  0.18757 0.20229 0.11217 0.29911
 90750  0.18753 0.20242 0.11216 0.29917
 90800  0.18749 0.20256 0.11215 0.29923
 90850  0.18744 0.20269 0.11215  0.2993
 90900   0.1874 0.20282 0.11215 0.29939
 90950  0.18736 0.20295 0.11215 0.29948
 91000  0.18733 0.20307 0.11216 0.29956
 91050  0.18731  0.2032 0.11218 0.29964
 91100  0.18729 0.20333  0.1122 0.29971
 91150  0.18727 0.20346 0.11223 0.29978
 91200  0.18728  0.2036 0.11227 0.29985
 91250  0.18729 0.20375  0.1123 0.29992
 91300  0.18732  0.2039 0.11233 0.30001
 91350  0.18735 0.20405 0.11236  0.3001
 91400   0.1874  0.2042 0.11239 0.30019
 91450  0.18745 0.20436 0.11242 0.30027
 91500  0.18752 0.20452 0.11246 0.30036
 91550  0.18759 0.20467 0.11248 0.30044
 91600  0.18767 0.20482 0.11251 0.30052
 91650  0.18778 0.20496 0.11253 0.30059
 91700   0.1879 0.20509 0.11256 0.30065
 91750  0.18804 0.20522 0.11258 0.30071
 91800  0.18819 0.20534  0.1126 0.30077
 91850  0.18836 0.20545 0.11263 0.30082
 91900  0.18855 0.20557 0.11265 0.30087
 91950  0.18874 0.20568 0.11269 0.30091
 92000  0.18894 0.20578 0.11273 0.30095
 92050  0.18915 0.20589 0.11277 0.30097
 92100  0.18937  0.206  0.11282  0.301
 92150   0.1896 0.20612 0.11286 0.30103
 92200  0.18984 0.20626 0.11291 0.30105
 92250   0.1901  0.2064 0.11295 0.30107
 92300  0.19036 0.20655  0.113  0.30107
 92350  0.19062 0.20671 0.11304 0.30107
 92400  0.19088 0.20686 0.11308 0.30107
 92450  0.19113  0.207  0.11313 0.30106
 92500  0.19139 0.20713 0.11316 0.30106
 92550  0.19165 0.20726 0.11319 0.30104
 92600  0.19191 0.20737 0.11321  0.301
 92650  0.19217 0.20747 0.11323 0.30096
 92700  0.19243 0.20756 0.11324 0.30089
 92750  0.19268 0.20765 0.11326 0.30081
 92800  0.19292 0.20773 0.11327 0.30072
 92850  0.19315  0.2078 0.11329 0.30061
 92900  0.19337 0.20786  0.1133 0.30049
 92950  0.19357  0.2079 0.11332 0.30036
 93000  0.19377 0.20794 0.11334 0.30022
 93050  0.19397 0.20797 0.11336 0.30007
 93100  0.19414  0.208  0.11338 0.29991
 93150   0.1943 0.20802  0.1134 0.29976
 93200  0.19444 0.20804 0.11341  0.2996
 93250  0.19458 0.20804 0.11343 0.29943
 93300  0.19471 0.20804 0.11344 0.29926
 93350  0.19482 0.20804 0.11345 0.29907
 93400  0.19494 0.20803 0.11347 0.29886
 93450  0.19504 0.20801 0.11348 0.29865
 93500  0.19513 0.20797 0.11349 0.29842
 93550  0.19522 0.20793  0.1135 0.29818
 93600   0.1953 0.20788 0.11351 0.29791
 93650  0.19539 0.20782 0.11352 0.29762
 93700  0.19548 0.20775 0.11354 0.29733
 93750  0.19557 0.20768 0.11355 0.29703
 93800  0.19566  0.2076 0.11356 0.29673
 93850  0.19576 0.20751 0.11357 0.29643
 93900  0.19584 0.20742 0.11358 0.29613
 93950  0.19592 0.20733 0.11358 0.29584
 94000   0.196  0.20725 0.11357 0.29555
 94050  0.19607 0.20717 0.11356 0.29525
 94100  0.19614  0.2071 0.11355 0.29495
 94150  0.19619 0.20703 0.11354 0.29464
 94200  0.19623 0.20697 0.11354 0.29432
 94250  0.19627 0.20691 0.11355 0.29399
 94300  0.19629 0.20685 0.11355 0.29365
 94350  0.19633  0.2068 0.11355 0.29332
 94400  0.19637 0.20675 0.11356 0.29299
 94450  0.19641  0.2067 0.11355 0.29266
 94500  0.19646 0.20666 0.11355 0.29234
 94550   0.1965 0.20662 0.11354 0.29201
 94600  0.19654 0.20658 0.11354 0.29168
 94650  0.19657 0.20654 0.11354 0.29135
 94700   0.1966 0.20651 0.11355 0.29102
 94750  0.19662 0.20648 0.11357 0.29068
 94800  0.19664 0.20646 0.11359 0.29034
 94850  0.19666 0.20645 0.11361 0.29001
 94900  0.19668 0.20646 0.11363 0.28968
 94950  0.19671 0.20648 0.11365 0.28937
 95000  0.19673 0.20651 0.11365 0.28907
 95050  0.19676 0.20656 0.11365 0.28877
 95100  0.19678 0.20661 0.11364 0.28848
 95150  0.19681 0.20668 0.11364 0.28821
 95200  0.19682 0.20675 0.11364 0.28795
 95250  0.19683 0.20684 0.11365 0.28772
 95300  0.19683 0.20693 0.11366  0.2875
 95350  0.19683 0.20703 0.11366  0.2873
 95400  0.19683 0.20715 0.11367 0.28711
 95450  0.19683 0.20727 0.11367 0.28694
 95500  0.19682  0.2074 0.11367 0.28678
 95550  0.19681 0.20753 0.11367 0.28662
 95600   0.1968 0.20766 0.11367 0.28646
 95650   0.1968 0.20779 0.11367 0.28632
 95700  0.19682 0.20793 0.11369 0.28618
 95750  0.19685 0.20809  0.1137 0.28605
 95800  0.19689 0.20825  0.1137 0.28593
 95850  0.19693 0.20841  0.1137 0.28582
 95900  0.19697 0.20858 0.11368  0.2857
 95950  0.19702 0.20875 0.11366  0.2856
 96000  0.19708 0.20893 0.11364  0.2855
 96050  0.19713 0.20911 0.11362  0.2854
 96100  0.19719 0.20929 0.11361 0.28532
 96150  0.19724 0.20946 0.11359 0.28525
 96200   0.1973 0.20962 0.11358  0.2852
 96250  0.19736 0.20978 0.11358 0.28517
 96300  0.19744 0.20995 0.11358 0.28514
 96350  0.19754 0.21011 0.11359 0.28511
