   fs      Gr    Gr-SV   Gr-DV   Gr-SW
 140000 0.24423 0.15704  0.1272 0.21139
 140050 0.24427 0.15693 0.12718 0.21129
 140100  0.2443 0.15683 0.12716  0.2112
 140150 0.24434 0.15673 0.12714 0.21113
 140200 0.24437 0.15664 0.12711 0.21109
 140250 0.24441 0.15655 0.12709 0.21107
 140300 0.24446 0.15646 0.12707 0.21108
 140350 0.24451 0.15639 0.12705 0.21111
 140400 0.24456 0.15632 0.12704 0.21114
 140450 0.24462 0.15625 0.12704 0.21117
 140500 0.24468 0.15617 0.12704 0.21121
 140550 0.24474 0.15611 0.12705 0.21124
 140600  0.2448 0.15605 0.12706 0.21127
 140650 0.24486  0.156  0.12708 0.21132
 140700 0.24492 0.15596  0.1271 0.21138
 140750 0.24498 0.15593 0.12713 0.21146
 140800 0.24504  0.1559 0.12717 0.21154
 140850  0.2451 0.15587  0.1272 0.21163
 140900 0.24516 0.15585 0.12723 0.21173
 140950 0.24521 0.15582 0.12727 0.21185
 141000 0.24528 0.15579 0.12729 0.21198
 141050 0.24534 0.15577 0.12732 0.21213
 141100  0.2454 0.15575 0.12734 0.21229
 141150 0.24546 0.15571 0.12737 0.21246
 141200 0.24551 0.15567 0.12739 0.21265
 141250 0.24557 0.15563  0.1274 0.21285
 141300 0.24565 0.15559 0.12742 0.21307
 141350 0.24573 0.15556 0.12744 0.21329
 141400 0.24582 0.15552 0.12746 0.21353
 141450 0.24592 0.15549 0.12748 0.21377
 141500 0.24603 0.15547  0.1275 0.21402
 141550 0.24615 0.15544 0.12753 0.21427
 141600 0.24628 0.15541 0.12755 0.21451
 141650  0.2464 0.15537 0.12758 0.21476
 141700 0.24652 0.15534  0.1276  0.215
 141750 0.24664 0.15531 0.12761 0.21525
 141800 0.24677 0.15529 0.12762 0.21549
 141850 0.24689 0.15526 0.12762 0.21574
 141900 0.24702 0.15523 0.12762 0.21598
 141950 0.24715 0.15521 0.12761 0.21622
 142000 0.24728 0.15518  0.1276 0.21646
 142050  0.2474 0.15515 0.12757 0.21671
 142100 0.24751 0.15512 0.12754 0.21698
 142150 0.24761 0.15506 0.12751 0.21725
 142200 0.24769  0.155  0.12746 0.21753
 142250 0.24777 0.15494 0.12742  0.2178
 142300 0.24784 0.15488 0.12737 0.21807
 142350 0.24792 0.15482 0.12732 0.21833
 142400 0.24799 0.15476 0.12726 0.21858
 142450 0.24806 0.15469  0.1272 0.21882
 142500 0.24812 0.15463 0.12713 0.21904
 142550 0.24817 0.15456 0.12707 0.21924
 142600 0.24822 0.15448 0.12701 0.21943
 142650 0.24826  0.1544 0.12696 0.21959
 142700 0.24829 0.15433  0.1269 0.21976
 142750 0.24833 0.15426 0.12683 0.21991
 142800 0.24838 0.15419 0.12677 0.22006
 142850 0.24843 0.15412  0.1267  0.2202
 142900 0.24848 0.15404 0.12663 0.22033
 142950 0.24853 0.15395 0.12656 0.22045
 143000 0.24858 0.15386  0.1265 0.22055
 143050 0.24863 0.15377 0.12643 0.22064
 143100 0.24867 0.15367 0.12638 0.22072
 143150  0.2487 0.15356 0.12633 0.22079
 143200 0.24874 0.15345 0.12628 0.22085
 143250 0.24878 0.15333 0.12624  0.2209
 143300 0.24882 0.15321  0.1262 0.22094
 143350 0.24885 0.15308 0.12616 0.22099
 143400 0.24888 0.15294 0.12612 0.22102
 143450  0.2489 0.15278 0.12609 0.22105
 143500 0.24892  0.1526 0.12606 0.22106
 143550 0.24894 0.15241 0.12603 0.22107
 143600 0.24895 0.15221 0.12601 0.22106
 143650 0.24896 0.15202  0.126  0.22104
 143700 0.24897 0.15184 0.12597 0.22101
 143750 0.24896 0.15166 0.12595 0.22097
 143800 0.24895 0.15148 0.12593 0.22094
 143850 0.24893  0.1513 0.12592 0.22089
 143900 0.24892 0.15112 0.12592 0.22083
 143950 0.24889 0.15092 0.12593 0.22075
 144000 0.24886 0.15072 0.12595 0.22066
 144050 0.24882 0.15051 0.12597 0.22055
 144100 0.24877  0.1503  0.126  0.22044
 144150 0.24871 0.15009 0.12603 0.22033
 144200 0.24864 0.14988 0.12607 0.22021
 144250 0.24855 0.14966 0.12611 0.22009
 144300 0.24845 0.14944 0.12615 0.21999
 144350 0.24833 0.14921 0.12619 0.21988
 144400  0.2482 0.14897 0.12622 0.21977
 144450 0.24805 0.14872 0.12624 0.21967
 144500 0.24789 0.14846 0.12627 0.21956
 144550 0.24772 0.14821 0.12631 0.21945
 144600 0.24753 0.14796 0.12634 0.21933
 144650 0.24734 0.14772 0.12636  0.2192
 144700 0.24714 0.14749 0.12639 0.21909
 144750 0.24694 0.14727 0.12641 0.21898
 144800 0.24673 0.14706 0.12644 0.21887
 144850 0.24652 0.14687 0.12648 0.21876
 144900  0.2463 0.14669 0.12652 0.21866
 144950 0.24609 0.14653 0.12656 0.21857
 145000 0.24586 0.14638 0.12661 0.21847
 145050 0.24564 0.14624 0.12666 0.21839
 145100 0.24541 0.14611 0.12671 0.21831
 145150 0.24517 0.14598 0.12675 0.21823
 145200 0.24491 0.14587 0.12679 0.21816
 145250 0.24465 0.14576 0.12683 0.21811
 145300 0.24439 0.14566 0.12686 0.21806
 145350 0.24412 0.14556 0.12689 0.21802
 145400 0.24384 0.14548 0.12691 0.21799
 145450 0.24356 0.14539 0.12694 0.21798
 145500 0.24329 0.14531 0.12697 0.21796
 145550 0.24302 0.14523 0.12701 0.21794
 145600 0.24276 0.14517 0.12706 0.21791
 145650 0.24251 0.14512  0.1271 0.21787
 145700 0.24226 0.14507 0.12714 0.21784
 145750 0.24202 0.14503 0.12718 0.21781
 145800  0.2418  0.145  0.12722 0.21779
 145850 0.24159 0.14499 0.12726 0.21778
 145900 0.24137 0.14498 0.12729 0.21779
 145950 0.24116 0.14499 0.12732 0.21781
 146000 0.24095 0.14501 0.12734 0.21787
 146050 0.24074 0.14503 0.12735 0.21794
 146100 0.24054 0.14506 0.12736 0.21802
 146150 0.24034 0.14509 0.12735 0.21813
 146200 0.24014 0.14513 0.12733 0.21824
 146250 0.23997 0.14517 0.12732 0.21837
 146300  0.2398 0.14523  0.1273  0.2185
 146350 0.23964 0.14529  0.1273 0.21863
 146400  0.2395 0.14536 0.12731 0.21876
 146450 0.23935 0.14543 0.12732 0.21887
 146500 0.23921 0.14549 0.12734  0.219
 146550 0.23907 0.14555 0.12735 0.21913
 146600 0.23893  0.1456 0.12736 0.21927
 146650  0.2388 0.14565 0.12737 0.21942
 146700 0.23867  0.1457 0.12737 0.21958
 146750 0.23854 0.14576 0.12738 0.21975
 146800 0.23841 0.14582 0.12738 0.21991
 146850  0.2383  0.1459 0.12738 0.22008
 146900 0.23819 0.14598 0.12739 0.22025
 146950 0.23809 0.14606  0.1274 0.22041
 147000 0.23799 0.14614  0.1274 0.22057
 147050  0.2379 0.14622  0.1274 0.22073
 147100 0.23782 0.14629 0.12741 0.22088
 147150 0.23774 0.14636 0.12741 0.22102
 147200 0.23767 0.14644 0.12741 0.22117
 147250 0.23761 0.14652 0.12741 0.22132
 147300 0.23756  0.1466  0.1274 0.22146
 147350 0.23752 0.14669 0.12739  0.2216
 147400 0.23748 0.14678 0.12737 0.22173
 147450 0.23746 0.14687 0.12735 0.22185
 147500 0.23744 0.14696 0.12734 0.22196
 147550 0.23742 0.14706 0.12732 0.22207
 147600 0.23741 0.14717 0.12729 0.22217
 147650 0.23741 0.14729 0.12725 0.22229
 147700 0.23741 0.14743 0.12721 0.22241
 147750 0.23742 0.14756 0.12715 0.22253
 147800 0.23744 0.14769  0.1271 0.22266
 147850 0.23747 0.14782 0.12704 0.22279
 147900 0.23752 0.14796 0.12699 0.22292
 147950 0.23757 0.14809 0.12695 0.22306
 148000 0.23763 0.14825 0.12691 0.22321
 148050  0.2377 0.14841 0.12687 0.22335
 148100 0.23776 0.14859 0.12682  0.2235
 148150 0.23782 0.14878 0.12678 0.22365
 148200 0.23789 0.14898 0.12674 0.22381
 148250 0.23796 0.14919  0.1267 0.22397
 148300 0.23803 0.14941 0.12668 0.22414
 148350 0.23811 0.14964 0.12665 0.22431
 148400 0.23818 0.14987 0.12663 0.22448
 148450 0.23826  0.1501 0.12662 0.22464
 148500 0.23834 0.15036 0.12661 0.22481
 148550 0.23842 0.15063 0.12661 0.22497
 148600 0.23852 0.15092 0.12662 0.22514
 148650 0.23862 0.15122 0.12663 0.22533
 148700 0.23873 0.15154 0.12664 0.22553
 148750 0.23884 0.15186 0.12666 0.22575
 148800 0.23896 0.15219 0.12669 0.22598
 148850 0.23908  0.1525  0.1267 0.22623
 148900 0.23921 0.15281 0.12671 0.22649
 148950 0.23934 0.15312 0.12671 0.22677
 149000 0.23947 0.15344  0.1267 0.22705
 149050 0.23959 0.15375 0.12669 0.22734
 149100 0.23972 0.15408 0.12666 0.22763
 149150 0.23984 0.15442 0.12663 0.22793
 149200 0.23996 0.15476 0.12659 0.22822
 149250 0.24005 0.15511 0.12655 0.22853
 149300 0.24013 0.15546 0.12651 0.22885
 149350 0.24018 0.15581 0.12647 0.22917
 149400  0.2402 0.15615 0.12644  0.2295
 149450  0.2402 0.15649  0.1264 0.22983
 149500 0.24019 0.15683 0.12637 0.23016
 149550 0.24017 0.15717 0.12633 0.23049
 149600 0.24014  0.1575 0.12629 0.23081
 149650  0.2401 0.15781 0.12625 0.23113
 149700 0.24007 0.15811 0.12621 0.23145
 149750 0.24002 0.15841 0.12618 0.23176
 149800 0.23997 0.15868 0.12616 0.23208
 149850 0.23989 0.15894 0.12613 0.23239
 149900  0.2398 0.15918 0.12609 0.23269
 149950 0.23969 0.15941 0.12605 0.23296
 150000 0.23957 0.15964  0.126  0.23322
 150050 0.23942 0.15986 0.12594 0.23345
 150100 0.23926 0.16007 0.12588 0.23368
 150150  0.2391 0.16027 0.12582  0.2339
 150200 0.23892 0.16046 0.12577  0.2341
 150250 0.23872 0.16064 0.12572 0.23428
 150300 0.23851  0.1608 0.12568 0.23446
 150350 0.23829 0.16096 0.12564 0.23462
 150400 0.23804 0.16113 0.12561 0.23477
 150450 0.23779 0.16128 0.12558  0.2349
 150500 0.23753 0.16142 0.12556 0.23503
 150550 0.23726 0.16156 0.12554 0.23513
 150600 0.23698 0.16168 0.12553 0.23521
 150650  0.2367 0.16177 0.12552 0.23527
 150700 0.23642 0.16184 0.12552  0.2353
 150750 0.23612  0.1619 0.12552 0.23532
 150800 0.23582 0.16194 0.12553 0.23533
 150850 0.23551 0.16199 0.12554 0.23533
 150900 0.23518 0.16202 0.12556 0.23533
 150950 0.23484 0.16205 0.12558 0.23532
 151000 0.23449 0.16207 0.12561  0.2353
 151050 0.23413 0.16209 0.12564 0.23527
 151100 0.23377 0.16211 0.12567 0.23522
 151150 0.23341 0.16211 0.12572 0.23517
 151200 0.23304  0.1621 0.12577  0.2351
 151250 0.23268 0.16209 0.12584 0.23504
 151300 0.23231 0.16208 0.12591 0.23498
 151350 0.23193 0.16209 0.12599 0.23491
 151400 0.23155 0.16209 0.12608 0.23484
 151450 0.23118 0.16209 0.12617 0.23475
 151500 0.23081 0.16209 0.12626 0.23465
 151550 0.23045 0.16208 0.12635 0.23454
 151600 0.23011 0.16207 0.12644 0.23441
 151650 0.22978 0.16205 0.12653 0.23428
 151700 0.22946 0.16202 0.12661 0.23413
 151750 0.22916 0.16199 0.12667 0.23397
 151800 0.22889 0.16196 0.12672 0.23381
 151850 0.22865 0.16192 0.12675 0.23365
 151900 0.22843 0.16188 0.12677  0.2335
 151950 0.22824 0.16187 0.12679 0.23335
 152000 0.22807 0.16186 0.12679 0.23321
 152050 0.22791 0.16187  0.1268 0.23308
 152100 0.22779 0.16188  0.1268 0.23296
 152150 0.22767 0.16191  0.1268 0.23285
 152200 0.22758 0.16193 0.12681 0.23274
 152250 0.22751 0.16195 0.12682 0.23265
 152300 0.22744 0.16198 0.12684 0.23256
 152350 0.22739 0.16202 0.12686 0.23248
 152400 0.22736 0.16205 0.12687 0.23242
 152450 0.22736  0.1621 0.12687 0.23236
 152500 0.22738 0.16215 0.12687 0.23231
 152550 0.22743 0.16221 0.12687 0.23226
 152600 0.22749 0.16227 0.12687  0.2322
 152650 0.22756 0.16235 0.12686 0.23215
 152700 0.22764 0.16245 0.12685 0.23212
 152750 0.22774 0.16255 0.12683 0.23211
 152800 0.22785 0.16266  0.1268 0.23213
 152850 0.22796 0.16276 0.12677 0.23217
 152900 0.22807 0.16286 0.12674 0.23221
 152950 0.22818 0.16296 0.12672 0.23227
 153000 0.22829 0.16307 0.12669 0.23234
 153050 0.22841 0.16318 0.12668 0.23243
 153100 0.22853 0.16328 0.12667 0.23253
 153150 0.22865 0.16338 0.12665 0.23265
 153200 0.22876 0.16349 0.12664 0.23279
 153250 0.22886 0.16359 0.12662 0.23294
 153300 0.22896  0.1637 0.12662 0.23311
 153350 0.22906 0.16381 0.12661 0.23331
 153400 0.22915 0.16391 0.12661 0.23352
 153450 0.22925 0.16401 0.12661 0.23376
 153500 0.22934 0.16413 0.12661 0.23401
 153550 0.22943 0.16425 0.12661 0.23429
 153600 0.22953 0.16436 0.12663 0.23457
 153650 0.22962 0.16446 0.12666 0.23487
 153700 0.22973 0.16455  0.1267 0.23518
 153750 0.22983 0.16463 0.12675 0.23551
 153800 0.22995 0.16468  0.1268 0.23584
 153850 0.23006 0.16471 0.12686 0.23618
 153900 0.23019 0.16473 0.12693 0.23653
 153950 0.23031 0.16474 0.12699 0.23689
 154000 0.23042 0.16476 0.12705 0.23726
 154050 0.23053 0.16479  0.1271 0.23766
 154100 0.23063 0.16483 0.12715 0.23805
 154150 0.23072 0.16487  0.1272 0.23845
 154200 0.23082 0.16492 0.12725 0.23884
 154250 0.23091 0.16498  0.1273 0.23921
 154300 0.23101 0.16505 0.12735 0.23957
 154350  0.2311 0.16513 0.12741 0.23991
 154400 0.23119  0.1652 0.12747 0.24024
 154450 0.23127 0.16528 0.12752 0.24056
 154500 0.23135 0.16536 0.12757 0.24087
 154550 0.23142 0.16543 0.12761 0.24117
 154600 0.23149 0.16551 0.12765 0.24146
 154650 0.23156 0.16558 0.12768 0.24173
 154700 0.23162 0.16565  0.1277  0.242
 154750 0.23169 0.16571 0.12772 0.24227
 154800 0.23174 0.16576 0.12774 0.24254
 154850 0.23179 0.16582 0.12775 0.24281
 154900 0.23182 0.16587 0.12776 0.24307
 154950 0.23183 0.16591 0.12778 0.24333
 155000 0.23184 0.16594 0.12779 0.24358
 155050 0.23184 0.16597 0.12781 0.24383
 155100 0.23184  0.166  0.12781 0.24407
 155150 0.23183 0.16604 0.12783 0.24432
 155200 0.23181 0.16608 0.12783 0.24457
 155250 0.23178 0.16614 0.12784 0.24481
 155300 0.23174  0.1662 0.12785 0.24506
 155350 0.23169 0.16626 0.12786 0.24529
 155400 0.23161 0.16634 0.12789 0.24553
 155450 0.23153 0.16641 0.12792 0.24577
 155500 0.23143 0.16649 0.12796 0.24602
 155550 0.23131 0.16656 0.12801 0.24628
 155600 0.23119 0.16662 0.12806 0.24655
 155650 0.23105 0.16668 0.12812 0.24683
 155700  0.2309 0.16673 0.12818 0.24711
 155750 0.23073 0.16677 0.12824 0.24738
 155800 0.23055  0.1668  0.1283 0.24764
 155850 0.23036 0.16683 0.12836 0.24789
 155900 0.23016 0.16685 0.12841 0.24812
 155950 0.22995 0.16687 0.12846 0.24835
 156000 0.22974  0.1669 0.12852 0.24857
 156050 0.22952 0.16693 0.12858 0.24879
 156100 0.22931 0.16697 0.12863  0.249
 156150 0.22909  0.167   0.1287 0.24922
 156200 0.22886 0.16703 0.12876 0.24943
 156250 0.22863 0.16707 0.12882 0.24965
 156300 0.22839  0.1671 0.12888 0.24987
 156350 0.22815 0.16715 0.12893 0.25008
 156400 0.22791 0.16719 0.12898 0.25031
 156450 0.22767 0.16724 0.12903 0.25054
 156500 0.22744  0.1673 0.12907 0.25077
 156550  0.2272 0.16736  0.1291  0.251
 156600 0.22697 0.16745 0.12913 0.25122
 156650 0.22674 0.16755 0.12915 0.25145
 156700  0.2265 0.16766 0.12919 0.25167
 156750 0.22626 0.16777 0.12922 0.25189
 156800 0.22603 0.16788 0.12927  0.2521
 156850  0.2258  0.168   0.1293 0.25231
 156900 0.22557 0.16812 0.12933 0.25251
 156950 0.22535 0.16825 0.12934  0.2527
 157000 0.22512 0.16838 0.12935 0.25289
 157050 0.22489 0.16851 0.12934 0.25309
 157100 0.22466 0.16866 0.12933 0.25329
 157150 0.22442  0.1688  0.1293 0.25349
 157200 0.22417 0.16895 0.12926  0.2537
 157250 0.22393 0.16911 0.12922 0.25392
 157300 0.22369 0.16927 0.12917 0.25415
 157350 0.22345 0.16945 0.12913 0.25438
 157400 0.22321 0.16965  0.1291  0.2546
 157450 0.22296 0.16985 0.12909 0.25481
 157500 0.22271 0.17005 0.12908 0.25503
 157550 0.22246 0.17026 0.12909 0.25524
 157600 0.22221 0.17047  0.1291 0.25545
 157650 0.22197 0.17068 0.12912 0.25565
 157700 0.22173  0.1709 0.12914 0.25585
 157750  0.2215  0.1711 0.12919 0.25605
 157800 0.22128 0.17131 0.12924 0.25623
 157850 0.22108 0.17151 0.12928 0.25642
 157900 0.22088 0.17171 0.12933  0.2566
 157950 0.22069 0.17191 0.12936 0.25679
 158000 0.22051 0.17211  0.1294 0.25699
 158050 0.22033 0.17231 0.12944  0.2572
 158100 0.22017  0.1725 0.12947 0.25741
 158150   0.22  0.17269  0.1295 0.25762
 158200 0.21985 0.17287 0.12953 0.25782
 158250 0.21971 0.17306 0.12955 0.25802
 158300 0.21959 0.17325 0.12956 0.25822
 158350 0.21947 0.17342 0.12958 0.25843
 158400 0.21937 0.17358 0.12961 0.25862
 158450 0.21928 0.17374 0.12964 0.25879
 158500  0.2192  0.1739 0.12968 0.25896
 158550 0.21914 0.17406 0.12973 0.25912
 158600 0.21908 0.17423 0.12978 0.25928
 158650 0.21904  0.1744 0.12983 0.25942
 158700  0.219  0.17458 0.12989 0.25955
 158750 0.21897 0.17476 0.12995 0.25967
 158800 0.21895 0.17495 0.12999 0.25979
 158850 0.21893 0.17515 0.13003  0.2599
 158900 0.21891 0.17535 0.13006 0.26001
 158950  0.2189 0.17554 0.13009 0.26012
 159000 0.21888 0.17573 0.13013 0.26021
 159050 0.21887 0.17592 0.13018 0.26029
 159100 0.21886 0.17611 0.13023 0.26035
 159150 0.21885  0.1763 0.13028  0.2604
 159200 0.21883 0.17648 0.13032 0.26044
 159250 0.21882 0.17667 0.13036 0.26046
 159300 0.21881 0.17684  0.1304 0.26047
 159350  0.2188 0.17701 0.13043 0.26047
 159400 0.21881 0.17716 0.13047 0.26047
 159450 0.21883  0.1773  0.1305 0.26047
 159500 0.21886 0.17744 0.13053 0.26047
 159550 0.21889 0.17758 0.13056 0.26048
 159600 0.21892 0.17773 0.13059 0.26048
 159650 0.21895 0.17787 0.13063 0.26049
 159700 0.21899 0.17801 0.13067 0.26049
 159750 0.21904 0.17815 0.13071 0.26049
 159800 0.21909 0.17828 0.13076 0.26049
 159850 0.21915 0.17839  0.1308 0.26048
 159900  0.2192  0.1785 0.13086 0.26047
 159950 0.21925 0.17859 0.13093 0.26046
 160000 0.21929 0.17868 0.13101 0.26044
 160050 0.21933 0.17877 0.13109 0.26044
 160100 0.21937 0.17887 0.13117 0.26044
 160150  0.2194 0.17897 0.13126 0.26046
 160200 0.21944 0.17907 0.13134 0.26048
 160250 0.21949 0.17917 0.13142 0.26051
 160300 0.21953 0.17926 0.13151 0.26055
 160350 0.21958 0.17935 0.13159 0.26059
 160400 0.21964 0.17942 0.13167 0.26065
 160450  0.2197 0.17949 0.13176 0.26072
 160500 0.21976 0.17954 0.13185  0.2608
 160550 0.21982 0.17957 0.13193  0.2609
 160600 0.21988 0.17961 0.13201  0.261
 160650 0.21994 0.17964  0.1321 0.26112
 160700   0.22  0.17969 0.13218 0.26124
 160750 0.22005 0.17974 0.13226 0.26137
 160800  0.2201 0.17979 0.13234 0.26151
 160850 0.22015 0.17985 0.13243 0.26167
 160900 0.22021 0.17992 0.13253 0.26183
 160950 0.22027 0.17998 0.13263 0.26201
 161000 0.22034 0.18004 0.13272  0.2622
 161050  0.2204  0.1801 0.13281  0.2624
 161100 0.22045 0.18015 0.13288 0.26261
 161150  0.2205 0.18021 0.13294 0.26283
 161200 0.22054 0.18025 0.13299 0.26308
 161250 0.22057  0.1803 0.13303 0.26333
 161300  0.2206 0.18034 0.13307 0.26361
 161350 0.22065 0.18039  0.1331 0.26389
 161400 0.22069 0.18042 0.13314 0.26418
 161450 0.22073 0.18046 0.13316 0.26448
 161500 0.22077 0.18049 0.13318 0.26478
 161550 0.22082 0.18053 0.13319  0.2651
 161600 0.22086 0.18058 0.13321 0.26542
 161650  0.2209 0.18065 0.13321 0.26574
 161700 0.22093 0.18071 0.13322 0.26605
 161750 0.22096 0.18078 0.13323 0.26637
 161800 0.22097 0.18085 0.13325 0.26669
 161850 0.22098 0.18093 0.13328  0.267
 161900 0.22098 0.18101 0.13329 0.26731
 161950 0.22096  0.1811 0.13331 0.26761
 162000 0.22094 0.18118 0.13333 0.26791
 162050 0.22089 0.18128 0.13334 0.26821
 162100 0.22083 0.18138 0.13336 0.26851
 162150 0.22076 0.18149 0.13339 0.26882
 162200 0.22067 0.18162 0.13342 0.26913
 162250 0.22057 0.18175 0.13347 0.26943
 162300 0.22045 0.18187 0.13352 0.26974
 162350 0.22032  0.182  0.13358 0.27006
 162400 0.22017 0.18214 0.13364 0.27039
 162450 0.22001 0.18228 0.13371 0.27072
 162500 0.21985 0.18243 0.13377 0.27106
 162550 0.21967 0.18259 0.13382 0.27141
 162600 0.21948 0.18275 0.13389 0.27175
 162650 0.21928  0.1829 0.13395 0.27209
 162700 0.21906 0.18306 0.13403 0.27242
 162750 0.21883 0.18322  0.1341 0.27273
 162800 0.21858 0.18338 0.13417 0.27304
 162850 0.21833 0.18356 0.13424 0.27335
 162900 0.21808 0.18374  0.1343 0.27365
 162950 0.21785 0.18393 0.13436 0.27394
 163000 0.21762 0.18413  0.1344 0.27424
 163050  0.2174 0.18434 0.13445 0.27454
 163100 0.21718 0.18455  0.1345 0.27484
 163150 0.21698 0.18476 0.13454 0.27514
 163200 0.21677 0.18498 0.13459 0.27545
 163250 0.21657  0.1852 0.13463 0.27577
 163300 0.21638 0.18541 0.13467 0.27608
 163350 0.21619 0.18563  0.1347  0.2764
 163400 0.21601 0.18585 0.13472 0.27671
 163450 0.21584 0.18607 0.13473 0.27701
 163500 0.21568 0.18631 0.13474  0.2773
 163550 0.21554 0.18656 0.13473  0.2776
 163600  0.2154  0.1868 0.13471  0.2779
 163650 0.21527 0.18704 0.13469 0.27819
 163700 0.21514 0.18728 0.13466 0.27848
 163750 0.21503 0.18753 0.13464 0.27878
 163800 0.21494 0.18778 0.13461 0.27907
 163850 0.21486 0.18804 0.13459 0.27936
 163900  0.2148 0.18831 0.13458 0.27965
 163950 0.21476 0.18857 0.13458 0.27994
 164000 0.21474 0.18883 0.13459 0.28023
 164050 0.21474 0.18908 0.13459 0.28051
 164100 0.21475 0.18933 0.13459 0.28079
 164150 0.21479 0.18958  0.1346 0.28107
 164200 0.21483 0.18983 0.13461 0.28135
 164250 0.21489 0.19008 0.13462 0.28162
 164300 0.21495 0.19033 0.13464 0.28188
 164350 0.21504 0.19058 0.13466 0.28213
 164400 0.21513 0.19082 0.13468 0.28238
 164450 0.21523 0.19105  0.1347  0.2826
 164500 0.21535 0.19127 0.13472 0.28282
 164550 0.21548 0.19149 0.13477 0.28302
 164600 0.21561 0.19171 0.13482 0.28321
 164650 0.21574 0.19192 0.13488 0.28338
 164700 0.21588 0.19214 0.13494 0.28353
 164750 0.21601 0.19235 0.13502 0.28368
 164800 0.21615 0.19256  0.1351 0.28382
 164850 0.21628 0.19276 0.13519 0.28394
 164900 0.21641 0.19297 0.13527 0.28406
 164950 0.21654 0.19319 0.13536 0.28416
 165000 0.21668 0.19341 0.13544 0.28425
 165050 0.21682 0.19364 0.13553 0.28434
 165100 0.21697 0.19387  0.1356 0.28442
 165150 0.21712 0.19411 0.13568 0.28449
 165200 0.21727 0.19434 0.13575 0.28454
 165250 0.21742 0.19458 0.13581 0.28459
 165300 0.21757 0.19482 0.13586 0.28463
 165350 0.21773 0.19506  0.1359 0.28466
 165400 0.21788 0.19529 0.13595 0.28468
 165450 0.21804 0.19552 0.13601 0.28469
 165500 0.21819 0.19575 0.13608  0.2847
 165550 0.21834 0.19597 0.13615  0.2847
 165600 0.21848  0.1962 0.13623 0.28469
 165650 0.21863 0.19643 0.13631 0.28467
 165700 0.21878 0.19666 0.13638 0.28465
 165750 0.21893  0.1969 0.13645 0.28462
 165800 0.21909 0.19714 0.13651 0.28459
 165850 0.21926 0.19737 0.13658 0.28454
 165900 0.21943  0.1976 0.13664 0.28449
 165950  0.2196 0.19782 0.13671 0.28443
 166000 0.21977 0.19805 0.13677 0.28437
 166050 0.21994 0.19829 0.13683  0.2843
 166100  0.2201 0.19853  0.1369 0.28423
 166150 0.22026 0.19876 0.13695 0.28416
 166200 0.22042 0.19899  0.137  0.28411
 166250 0.22057 0.19921 0.13704 0.28406
 166300  0.2207 0.19941 0.13707 0.28403
 166350 0.22083 0.19959  0.1371 0.28401
 166400 0.22096 0.19977 0.13712  0.284
 166450 0.22108 0.19994 0.13714 0.28399
 166500 0.22119  0.2001 0.13716 0.28398
 166550  0.2213 0.20026 0.13719 0.28399
 166600  0.2214 0.20043 0.13722 0.28399
 166650 0.22148  0.2006 0.13726  0.284
 166700 0.22155 0.20077  0.1373 0.28401
 166750  0.2216 0.20094 0.13734 0.28403
 166800 0.22163  0.2011 0.13739 0.28406
 166850 0.22164 0.20126 0.13744 0.28409
 166900 0.22163 0.20143 0.13749 0.28413
 166950 0.22161  0.2016 0.13753 0.28417
 167000 0.22157 0.20177 0.13756 0.28423
 167050 0.22152 0.20194 0.13758 0.28429
 167100 0.22145 0.20211  0.1376 0.28436
 167150 0.22137 0.20226 0.13761 0.28443
 167200 0.22128 0.20239 0.13762 0.28449
 167250 0.22117 0.20252 0.13763 0.28455
 167300 0.22105 0.20265 0.13765 0.28461
 167350 0.22091 0.20278 0.13766 0.28467
 167400 0.22075 0.20291 0.13767 0.28473
 167450 0.22058 0.20305 0.13768  0.2848
 167500  0.2204 0.20319 0.13769 0.28488
 167550 0.22022 0.20334  0.1377 0.28498
 167600 0.22004 0.20348 0.13772 0.28509
 167650 0.21985 0.20364 0.13774 0.28522
 167700 0.21965  0.2038 0.13777 0.28536
 167750 0.21943 0.20397  0.1378  0.2855
 167800 0.21921 0.20413 0.13783 0.28563
 167850 0.21897  0.2043 0.13784 0.28577
 167900 0.21873 0.20449 0.13785 0.28592
 167950 0.21848 0.20468 0.13785 0.28608
 168000 0.21822 0.20488 0.13784 0.28624
 168050 0.21794 0.20509 0.13783  0.2864
 168100 0.21766  0.2053 0.13781 0.28656
 168150 0.21739 0.20551  0.1378 0.28672
 168200 0.21712 0.20572 0.13778 0.28688
 168250 0.21685 0.20594 0.13777 0.28706
 168300 0.21658 0.20617 0.13775 0.28724
 168350  0.2163 0.20642 0.13774 0.28742
 168400  0.216  0.20667 0.13773 0.28763
 168450 0.21568 0.20694 0.13772 0.28784
 168500 0.21535 0.20721 0.13771 0.28807
 168550 0.21501 0.20748  0.1377 0.28831
 168600 0.21467 0.20776  0.1377 0.28856
 168650 0.21434 0.20804  0.1377 0.28883
 168700 0.21399 0.20831 0.13769  0.2891
 168750 0.21364 0.20859 0.13769  0.2894
 168800 0.21328 0.20886 0.13769 0.28969
 168850 0.21291 0.20914 0.13769 0.28999
 168900 0.21253 0.20942 0.13768 0.29028
 168950 0.21217 0.20971 0.13767 0.29057
 169000  0.2118   0.21  0.13767 0.29085
 169050 0.21144 0.21029 0.13766 0.29114
 169100 0.21108 0.21058 0.13766 0.29144
