   fs     GO-O  GO-O-SV GO-O-DV GO-O-SW
 244150 0.13453 0.12201  0.1269 0.18399
 244200 0.13457 0.12204 0.12689  0.184
 244250 0.13462 0.12207 0.12687 0.18401
 244300 0.13467  0.1221 0.12685 0.18402
 244350 0.13471 0.12212 0.12683 0.18402
 244400 0.13476 0.12214 0.12681 0.18403
 244450  0.1348 0.12215 0.12678 0.18403
 244500 0.13484 0.12216 0.12676 0.18404
 244550 0.13487 0.12216 0.12674 0.18405
 244600  0.1349 0.12217 0.12672 0.18406
 244650 0.13493 0.12219 0.12671 0.18407
 244700 0.13495 0.12221  0.1267 0.18409
 244750 0.13497 0.12223  0.1267 0.18413
 244800 0.13499 0.12226 0.12669 0.18416
 244850 0.13501  0.1223 0.12669 0.18418
 244900 0.13503 0.12235 0.12668 0.18422
 244950 0.13507 0.12241 0.12667 0.18426
 245000 0.13511 0.12247 0.12666  0.1843
 245050 0.13515 0.12253 0.12665 0.18435
 245100 0.13518 0.12259 0.12664 0.18439
 245150 0.13522 0.12265 0.12663 0.18442
 245200 0.13524  0.1227 0.12661 0.18444
 245250 0.13526 0.12274  0.1266 0.18446
 245300 0.13527 0.12277 0.12659 0.18447
 245350 0.13526 0.12281 0.12659 0.18448
 245400 0.13525 0.12285 0.12659  0.1845
 245450 0.13524 0.12289 0.12659 0.18452
 245500 0.13523 0.12294 0.12659 0.18455
 245550 0.13521 0.12299  0.1266 0.18458
 245600 0.13519 0.12303 0.12661  0.1846
 245650 0.13517 0.12308 0.12663 0.18461
 245700 0.13515 0.12312 0.12664 0.18461
 245750 0.13514 0.12316 0.12665 0.18462
 245800 0.13514 0.12319 0.12666 0.18463
 245850 0.13514 0.12323 0.12667 0.18463
 245900 0.13514 0.12326 0.12666 0.18464
 245950 0.13515 0.12328 0.12665 0.18465
 246000 0.13517 0.12331 0.12664 0.18465
 246050  0.1352 0.12333 0.12663 0.18466
 246100 0.13523 0.12334 0.12663 0.18468
 246150 0.13527 0.12336 0.12662  0.1847
 246200 0.13529 0.12337 0.12661 0.18472
 246250 0.13532 0.12338  0.1266 0.18473
 246300 0.13535 0.12339 0.12659 0.18473
 246350 0.13537 0.12339 0.12658 0.18473
 246400 0.13538  0.1234 0.12657 0.18471
 246450 0.13538  0.1234 0.12657  0.1847
 246500 0.13539 0.12342 0.12656 0.18468
 246550 0.13539 0.12344 0.12655 0.18468
 246600 0.13539 0.12345 0.12654 0.18469
 246650 0.13539 0.12346 0.12653  0.1847
 246700 0.13541 0.12348 0.12651 0.18471
 246750 0.13543 0.12349  0.1265 0.18471
 246800 0.13546 0.12351 0.12649 0.18472
 246850 0.13549 0.12352 0.12648 0.18474
 246900 0.13553 0.12353 0.12646 0.18476
 246950 0.13557 0.12354 0.12644 0.18477
 247000 0.13561 0.12356 0.12641 0.18479
 247050 0.13565 0.12358 0.12639 0.18482
 247100 0.13569 0.12361 0.12636 0.18485
 247150 0.13574 0.12366 0.12633 0.18488
 247200 0.13578 0.12371  0.1263 0.18492
 247250 0.13583 0.12376 0.12626 0.18496
 247300 0.13586 0.12381 0.12622 0.18499
 247350  0.1359 0.12386 0.12618 0.18503
 247400 0.13593 0.12391 0.12616 0.18505
 247450 0.13596 0.12395 0.12613 0.18507
 247500 0.13598 0.12398 0.12611 0.18509
 247550 0.13599 0.12403  0.1261 0.18512
 247600  0.136  0.12407 0.12609 0.18516
 247650  0.136  0.12412 0.12608  0.1852
 247700 0.13599 0.12416 0.12608 0.18525
 247750 0.13598 0.12421 0.12608 0.18531
 247800 0.13598 0.12425 0.12609 0.18538
 247850 0.13597 0.12429 0.12612 0.18545
 247900 0.13597 0.12433 0.12616 0.18552
 247950 0.13598 0.12435  0.1262  0.1856
 248000 0.13598 0.12437 0.12625 0.18568
 248050 0.13599 0.12438 0.12631 0.18575
 248100  0.136   0.1244 0.12637 0.18581
 248150 0.13601 0.12442 0.12643 0.18587
 248200 0.13602 0.12443 0.12648 0.18592
 248250 0.13602 0.12444 0.12653 0.18597
 248300 0.13603 0.12446 0.12659 0.18602
 248350 0.13603 0.12447 0.12664 0.18607
 248400 0.13604 0.12447 0.12669 0.18613
 248450 0.13605 0.12448 0.12674 0.18618
 248500 0.13607 0.12449 0.12677 0.18625
 248550 0.13609 0.12451 0.12679 0.18631
 248600 0.13612 0.12453 0.12682 0.18637
 248650 0.13615 0.12455 0.12684 0.18642
 248700 0.13618 0.12457 0.12686 0.18645
 248750  0.1362 0.12459 0.12688 0.18648
 248800 0.13623 0.12461 0.12689 0.18651
 248850 0.13625 0.12464  0.1269 0.18654
 248900 0.13628 0.12466 0.12691 0.18657
 248950  0.1363 0.12467 0.12692  0.1866
 249000 0.13632 0.12468 0.12693 0.18662
 249050 0.13635 0.12469 0.12694 0.18664
 249100 0.13637 0.12469 0.12695 0.18667
 249150 0.13639 0.12469 0.12695 0.18669
 249200  0.1364 0.12469 0.12695 0.18673
 249250 0.13641 0.12469 0.12694 0.18677
 249300 0.13641 0.12469 0.12693 0.18681
 249350  0.1364  0.1247 0.12692 0.18686
 249400 0.13639  0.1247  0.1269  0.1869
 249450 0.13637 0.12471 0.12687 0.18693
 249500 0.13636 0.12472 0.12684 0.18697
 249550 0.13634 0.12473 0.12681  0.187
 249600 0.13632 0.12474 0.12679 0.18703
 249650 0.13631 0.12475 0.12677 0.18706
 249700 0.13629 0.12476 0.12675 0.18708
 249750 0.13628 0.12477 0.12673 0.18711
 249800 0.13627 0.12477 0.12671 0.18715
 249850 0.13626 0.12478 0.12669 0.18718
 249900 0.13625 0.12478 0.12667 0.18722
 249950 0.13625 0.12478 0.12664 0.18727
 250000 0.13626 0.12478 0.12661 0.18731
 250050 0.13627 0.12478 0.12657 0.18736
 250100 0.13629 0.12479 0.12652  0.1874
 250150 0.13631  0.1248 0.12648 0.18746
 250200 0.13632 0.12482 0.12644 0.18752
 250250 0.13634 0.12485  0.1264 0.18758
 250300 0.13636 0.12488 0.12636 0.18764
 250350 0.13639  0.1249 0.12633 0.18771
 250400 0.13641 0.12492 0.12631 0.18776
 250450 0.13645 0.12494  0.1263 0.18782
 250500 0.13649 0.12497 0.12629 0.18787
 250550 0.13653  0.125  0.12629 0.18792
 250600 0.13657 0.12502 0.12629 0.18797
 250650 0.13661 0.12503  0.1263 0.18801
 250700 0.13665 0.12503  0.1263 0.18806
 250750 0.13668 0.12502 0.12631 0.18811
 250800 0.13669  0.125  0.12632 0.18816
 250850 0.13669 0.12497 0.12634 0.18822
 250900 0.13668 0.12493 0.12637 0.18827
 250950 0.13665 0.12488 0.12641 0.18832
 251000 0.13663 0.12483 0.12645 0.18838
 251050 0.13661 0.12478 0.12649 0.18843
 251100 0.13659 0.12474 0.12652 0.18848
 251150 0.13657 0.12472 0.12654 0.18853
 251200 0.13655  0.1247 0.12657 0.18857
 251250 0.13654 0.12468  0.1266  0.1886
 251300 0.13653 0.12468 0.12662 0.18861
 251350 0.13653 0.12469 0.12664 0.18862
 251400 0.13652 0.12471 0.12667 0.18862
 251450 0.13652 0.12473 0.12669  0.1886
 251500 0.13652 0.12475  0.1267 0.18859
 251550 0.13652 0.12477  0.1267 0.18858
 251600 0.13653 0.12478  0.1267 0.18857
 251650 0.13653 0.12479 0.12669 0.18858
 251700 0.13652 0.12478 0.12668 0.18858
 251750 0.13651 0.12478 0.12667 0.18859
 251800 0.13649 0.12478 0.12665  0.1886
 251850 0.13646 0.12477 0.12664 0.18861
 251900 0.13642 0.12476 0.12662 0.18862
 251950 0.13637 0.12476 0.12661 0.18863
 252000 0.13633 0.12476 0.12659 0.18865
 252050 0.13629 0.12476 0.12657 0.18866
 252100 0.13626 0.12477 0.12656 0.18867
 252150 0.13625 0.12478 0.12657 0.18868
 252200 0.13625 0.12479 0.12658 0.18869
 252250 0.13626 0.12479  0.1266 0.18871
 252300 0.13627 0.12478 0.12663 0.18874
 252350 0.13628 0.12478 0.12666 0.18877
 252400 0.13629 0.12477 0.12669  0.1888
 252450  0.1363 0.12477 0.12672 0.18884
 252500  0.1363 0.12477 0.12675 0.18887
 252550 0.13631 0.12477 0.12677  0.1889
 252600 0.13631 0.12478 0.12678 0.18892
 252650 0.13632 0.12477 0.12679 0.18893
 252700 0.13633 0.12477  0.1268 0.18895
 252750 0.13635 0.12476 0.12681 0.18897
 252800 0.13636 0.12475 0.12681 0.18898
 252850 0.13636 0.12473 0.12681  0.189
 252900 0.13636 0.12471 0.12682  0.189
 252950 0.13637 0.12469 0.12683  0.189
 253000 0.13637 0.12467 0.12685 0.18899
 253050 0.13637 0.12467 0.12687 0.18896
 253100 0.13635 0.12467 0.12688 0.18893
 253150 0.13632 0.12469  0.1269 0.18892
 253200 0.13629  0.1247 0.12692 0.18891
 253250 0.13626 0.12471 0.12694 0.18892
 253300 0.13624 0.12472 0.12696 0.18893
 253350 0.13622 0.12472 0.12699 0.18896
 253400 0.13619 0.12472 0.12702 0.18898
 253450 0.13617 0.12471 0.12705 0.18901
 253500 0.13614  0.1247 0.12708 0.18904
 253550 0.13612  0.1247  0.1271 0.18906
 253600  0.1361 0.12469 0.12713  0.1891
 253650 0.13609 0.12469 0.12716 0.18914
 253700 0.13608 0.12469 0.12718 0.18919
 253750 0.13606 0.12469 0.12721 0.18923
 253800 0.13605 0.12469 0.12724 0.18928
 253850 0.13604  0.1247 0.12727 0.18934
 253900 0.13602  0.1247 0.12731  0.1894
 253950  0.136   0.1247 0.12734 0.18946
 254000 0.13599  0.1247 0.12738 0.18953
 254050 0.13598 0.12469 0.12742 0.18959
 254100 0.13598 0.12469 0.12746 0.18964
 254150 0.13597 0.12469  0.1275 0.18969
 254200 0.13597 0.12468 0.12753 0.18973
 254250 0.13596 0.12468 0.12756 0.18977
 254300 0.13595 0.12468 0.12759  0.1898
 254350 0.13594  0.1247 0.12762 0.18981
 254400 0.13594 0.12473 0.12765 0.18983
 254450 0.13594 0.12476 0.12768 0.18986
 254500 0.13594 0.12479  0.1277 0.18989
 254550 0.13595 0.12482  0.1277 0.18992
 254600 0.13597 0.12485  0.1277 0.18995
 254650 0.13598 0.12488 0.12768 0.18998
 254700 0.13598  0.1249 0.12767   0.19
 254750 0.13598 0.12492 0.12765 0.19002
 254800 0.13597 0.12494 0.12764 0.19003
 254850 0.13596 0.12494 0.12762 0.19005
 254900 0.13595 0.12495 0.12759 0.19007
 254950 0.13593 0.12496 0.12756 0.19008
 255000 0.13591 0.12496 0.12752 0.19009
 255050 0.13589 0.12497 0.12748 0.19009
 255100 0.13586 0.12496 0.12744 0.19008
 255150 0.13583 0.12496 0.12739 0.19008
 255200  0.1358 0.12495 0.12735 0.19007
 255250 0.13576 0.12493 0.12731 0.19007
 255300 0.13572  0.1249 0.12728 0.19008
 255350 0.13568 0.12488 0.12726  0.1901
 255400 0.13566 0.12486 0.12724 0.19012
 255450 0.13564 0.12485 0.12721 0.19014
 255500 0.13563 0.12483 0.12719 0.19017
 255550 0.13563 0.12482 0.12715  0.1902
 255600 0.13563 0.12481 0.12711 0.19023
 255650 0.13564 0.12479 0.12707 0.19027
 255700 0.13564 0.12476 0.12702 0.19032
 255750 0.13565 0.12474 0.12699 0.19037
 255800 0.13565 0.12473 0.12695 0.19042
 255850 0.13566 0.12471 0.12692 0.19047
 255900 0.13566  0.1247  0.1269 0.19051
 255950 0.13567  0.1247 0.12688 0.19056
 256000 0.13566  0.1247 0.12687 0.19059
 256050 0.13565  0.1247 0.12686 0.19063
 256100 0.13563 0.12471 0.12686 0.19066
 256150 0.13562 0.12472 0.12687  0.1907
 256200  0.1356 0.12474 0.12688 0.19074
 256250 0.13558 0.12476 0.12689 0.19078
 256300 0.13556 0.12477 0.12691 0.19082
 256350 0.13554 0.12478 0.12692 0.19086
 256400 0.13552 0.12477 0.12694  0.1909
 256450 0.13551 0.12476 0.12696 0.19093
 256500 0.13551 0.12475 0.12698 0.19096
 256550 0.13552 0.12475  0.127  0.19099
 256600 0.13554 0.12476 0.12703 0.19102
 256650 0.13556 0.12478 0.12706 0.19105
 256700 0.13558  0.1248 0.12708 0.19109
 256750 0.13559 0.12482  0.1271 0.19112
 256800  0.1356 0.12483 0.12711 0.19116
 256850 0.13562 0.12484 0.12712  0.1912
 256900 0.13563 0.12485 0.12713 0.19124
 256950 0.13563 0.12486 0.12715 0.19128
 257000 0.13563 0.12488 0.12717 0.19131
 257050 0.13563  0.1249 0.12718 0.19135
 257100 0.13562 0.12493  0.1272 0.19138
 257150  0.1356 0.12496  0.1272 0.19141
 257200 0.13559 0.12499  0.1272 0.19144
 257250 0.13558 0.12501 0.12719 0.19146
 257300 0.13557 0.12503 0.12719 0.19149
 257350 0.13555 0.12504 0.12718 0.19152
 257400 0.13553 0.12504 0.12719 0.19154
 257450  0.1355 0.12503  0.1272 0.19157
 257500 0.13547 0.12503 0.12721 0.19159
 257550 0.13544 0.12503 0.12721 0.19161
 257600 0.13541 0.12502 0.12722 0.19162
 257650 0.13537 0.12501 0.12724 0.19163
 257700 0.13533  0.125  0.12725 0.19164
 257750 0.13528  0.125  0.12726 0.19165
 257800 0.13523  0.125  0.12726 0.19165
 257850 0.13518  0.125  0.12726 0.19166
 257900 0.13513  0.125  0.12724 0.19167
 257950 0.13509 0.12501 0.12722 0.19168
 258000 0.13505  0.125  0.12719 0.19169
 258050 0.13501  0.125  0.12717  0.1917
 258100 0.13499 0.12499 0.12715 0.19171
 258150 0.13496 0.12498 0.12713 0.19173
 258200 0.13494 0.12498 0.12711 0.19175
 258250 0.13491 0.12496  0.1271 0.19178
 258300 0.13488 0.12495 0.12712 0.19181
 258350 0.13484 0.12494 0.12714 0.19184
 258400 0.13481 0.12492 0.12717 0.19186
 258450 0.13478 0.12491  0.1272 0.19188
 258500 0.13476 0.12491 0.12723 0.19189
 258550 0.13475 0.12491 0.12726 0.19191
 258600 0.13475 0.12492 0.12728 0.19193
 258650 0.13475 0.12494 0.12729 0.19195
 258700 0.13475 0.12496  0.1273 0.19197
 258750 0.13477 0.12498 0.12731 0.19198
 258800 0.13479  0.125   0.1273  0.192
 258850 0.13482 0.12503 0.12729  0.192
 258900 0.13484 0.12505 0.12727  0.192
 258950 0.13487 0.12508 0.12725  0.192
 259000 0.13489  0.1251 0.12723  0.192
 259050 0.13491 0.12513  0.1272  0.192
 259100 0.13493 0.12515 0.12717  0.192
 259150 0.13494 0.12518 0.12713  0.192
 259200 0.13495 0.12521  0.1271 0.19199
 259250 0.13494 0.12523 0.12707 0.19199
 259300 0.13493 0.12525 0.12704  0.192
 259350 0.13492 0.12527  0.127  0.19201
 259400 0.13492 0.12529 0.12695 0.19202
 259450 0.13492 0.12531  0.1269 0.19203
 259500 0.13492 0.12533 0.12685 0.19204
 259550 0.13493 0.12535 0.12679 0.19205
 259600 0.13493 0.12537 0.12673 0.19207
 259650 0.13494 0.12539 0.12668 0.19208
 259700 0.13493 0.12541 0.12663  0.1921
 259750 0.13492 0.12542 0.12659 0.19212
 259800 0.13491 0.12544 0.12655 0.19215
 259850  0.1349 0.12545  0.1265 0.19217
 259900 0.13489 0.12546 0.12645 0.19219
 259950 0.13487 0.12546 0.12641 0.19221
 260000 0.13486 0.12545 0.12638 0.19223
 260050 0.13485 0.12542 0.12634 0.19223
 260100 0.13484  0.1254 0.12631 0.19223
 260150 0.13484 0.12538 0.12628 0.19222
 260200 0.13484 0.12537 0.12626  0.1922
 260250 0.13483 0.12537 0.12624 0.19219
 260300 0.13482 0.12537 0.12622 0.19218
 260350 0.13483 0.12538 0.12621 0.19217
 260400 0.13483 0.12538 0.12621 0.19216
 260450 0.13484 0.12539 0.12621 0.19216
 260500 0.13484 0.12539 0.12621 0.19214
 260550 0.13484  0.1254 0.12622 0.19212
 260600 0.13485 0.12541 0.12622 0.19209
 260650 0.13485 0.12542 0.12623 0.19207
 260700 0.13485 0.12544 0.12623 0.19204
 260750 0.13485 0.12545 0.12624 0.19201
 260800 0.13483 0.12547 0.12626 0.19198
 260850 0.13482 0.12549 0.12628 0.19194
 260900 0.13482  0.1255 0.12632 0.19189
 260950 0.13482 0.12552 0.12636 0.19184
 261000 0.13481 0.12554  0.1264 0.19179
 261050 0.13481 0.12556 0.12645 0.19173
 261100 0.13481 0.12559  0.1265 0.19169
 261150 0.13481 0.12563 0.12656 0.19165
 261200 0.13482 0.12566 0.12661 0.19162
 261250 0.13483 0.12568 0.12666  0.1916
 261300 0.13483 0.12571 0.12671 0.19159
 261350 0.13484 0.12573 0.12674 0.19157
 261400 0.13484 0.12575 0.12678 0.19156
 261450 0.13484 0.12577 0.12682 0.19155
 261500 0.13485 0.12579 0.12686 0.19153
 261550 0.13485 0.12581 0.12689 0.19152
 261600 0.13484 0.12583 0.12693  0.1915
 261650 0.13484 0.12584 0.12696 0.19149
 261700 0.13484 0.12585 0.12699 0.19149
 261750 0.13483 0.12586 0.12701 0.19148
 261800 0.13484 0.12586 0.12703 0.19147
 261850 0.13484 0.12586 0.12705 0.19146
 261900 0.13485 0.12585 0.12707 0.19146
 261950 0.13486 0.12584 0.12709 0.19145
 262000 0.13485 0.12582  0.1271 0.19144
 262050 0.13485 0.12579 0.12713 0.19144
 262100 0.13486 0.12575 0.12715 0.19144
 262150 0.13486 0.12571 0.12718 0.19145
 262200 0.13486 0.12567 0.12722 0.19145
 262250 0.13486 0.12563 0.12725 0.19145
 262300 0.13487 0.12558 0.12727 0.19143
 262350 0.13486 0.12554  0.1273 0.19142
 262400 0.13485 0.12549 0.12732  0.1914
 262450 0.13483 0.12546 0.12734 0.19139
 262500  0.1348 0.12544 0.12735 0.19139
 262550  0.1348 0.12544 0.12734 0.19138
 262600  0.1348 0.12545 0.12734 0.19138
 262650  0.1348 0.12545 0.12734 0.19137
 262700  0.1348 0.12546 0.12733 0.19137
 262750  0.1348 0.12546 0.12733 0.19137
 262800 0.13481 0.12547 0.12733 0.19136
 262850 0.13481 0.12548 0.12732 0.19136
 262900 0.13481 0.12548 0.12732 0.19135
 262950 0.13481 0.12549 0.12732 0.19135
 263000 0.13481 0.12549 0.12731 0.19134
 263050 0.13481  0.1255 0.12731 0.19134
 263100 0.13482  0.1255 0.12731 0.19133
 263150 0.13482 0.12551  0.1273 0.19133
 263200 0.13482 0.12551  0.1273 0.19132
 263250 0.13482 0.12552  0.1273 0.19131
 263300 0.13482 0.12552  0.1273 0.19131
 263350 0.13482 0.12553 0.12729  0.1913
 263400 0.13482 0.12553 0.12729  0.1913
 263450 0.13483 0.12554 0.12729 0.19129
 263500 0.13483 0.12554 0.12728 0.19129
 263550 0.13483 0.12555 0.12728 0.19128
 263600 0.13483 0.12555 0.12728 0.19127
 263650 0.13483 0.12556 0.12727 0.19127
 263700 0.13483 0.12556 0.12727 0.19126
 263750 0.13483 0.12557 0.12727 0.19126
 263800 0.13484 0.12557 0.12726 0.19125
 263850 0.13484 0.12558 0.12726 0.19124
 263900 0.13484 0.12558 0.12726 0.19124
 263950 0.13484 0.12559 0.12726 0.19123
 264000 0.13484 0.12559 0.12725 0.19122
 264050 0.13484  0.1256 0.12725 0.19122
 264100 0.13484  0.1256 0.12725 0.19121
 264150 0.13484 0.12561 0.12724  0.1912
 264200 0.13485 0.12561 0.12724 0.19119
 264250 0.13485 0.12562 0.12724 0.19119
 264300 0.13485 0.12562 0.12723 0.19118
 264350 0.13485 0.12563 0.12723 0.19117
 264400 0.13485 0.12563 0.12723 0.19116
 264450 0.13485 0.12564 0.12722 0.19116
 264500 0.13485 0.12564 0.12722 0.19115
 264550 0.13485 0.12565 0.12722 0.19114
 264600 0.13485 0.12565 0.12722 0.19113
 264650 0.13485 0.12565 0.12721 0.19113
 264700 0.13486 0.12566 0.12721 0.19112
 264750 0.13486 0.12566 0.12721 0.19111
 264800 0.13486 0.12567  0.1272  0.1911
 264850 0.13486 0.12567  0.1272 0.19109
 264900 0.13486 0.12568  0.1272 0.19108
 264950 0.13486 0.12568 0.12719 0.19108
 265000 0.13486 0.12569 0.12719 0.19107
 265050 0.13486 0.12569 0.12719 0.19106
 265100 0.13486 0.12569 0.12719 0.19105
 265150 0.13486  0.1257 0.12718 0.19104
 265200 0.13486  0.1257 0.12718 0.19103
 265250 0.13486 0.12571 0.12718 0.19102
 265300 0.13487 0.12571 0.12717 0.19101
 265350 0.13487 0.12572 0.12717 0.19101
 265400 0.13487 0.12572 0.12717  0.191
 265450 0.13487 0.12572 0.12717 0.19099
 265500 0.13487 0.12573 0.12716 0.19098
 265550 0.13487 0.12573 0.12716 0.19097
 265600 0.13487 0.12574 0.12716 0.19096
 265650 0.13487 0.12574 0.12715 0.19095
 265700 0.13487 0.12575 0.12715 0.19094
 265750 0.13487 0.12575 0.12715 0.19093
 265800 0.13487 0.12575 0.12714 0.19092
 265850 0.13487 0.12576 0.12714 0.19091
 265900 0.13487 0.12576 0.12714  0.1909
 265950 0.13487 0.12577 0.12714 0.19089
 266000 0.13487 0.12577 0.12713 0.19088
 266050 0.13487 0.12577 0.12713 0.19087
 266100 0.13487 0.12578 0.12713 0.19086
 266150 0.13487 0.12578 0.12712 0.19085
 266200 0.13488 0.12578 0.12712 0.19084
 266250 0.13488 0.12579 0.12712 0.19082
 266300 0.13488 0.12579 0.12712 0.19081
 266350 0.13488  0.1258 0.12711  0.1908
 266400 0.13488  0.1258 0.12711 0.19079
 266450 0.13488  0.1258 0.12711 0.19078
 266500 0.13488 0.12581  0.1271 0.19077
 266550 0.13488 0.12581  0.1271 0.19076
 266600 0.13488 0.12581  0.1271 0.19075
 266650 0.13488 0.12582  0.1271 0.19074
 266700 0.13488 0.12582 0.12709 0.19072
 266750 0.13488 0.12583 0.12709 0.19071
 266800 0.13488 0.12583 0.12709  0.1907
 266850 0.13488 0.12583 0.12708 0.19069
 266900 0.13488 0.12584 0.12708 0.19068
 266950 0.13488 0.12584 0.12708 0.19066
 267000 0.13488 0.12584 0.12708 0.19065
 267050 0.13488 0.12585 0.12707 0.19064
 267100 0.13488 0.12585 0.12707 0.19063
 267150 0.13488 0.12585 0.12707 0.19062
 267200 0.13488 0.12586 0.12706  0.1906
 267250 0.13488 0.12586 0.12706 0.19059
 267300 0.13488 0.12586 0.12706 0.19058
 267350 0.13488 0.12587 0.12706 0.19057
 267400 0.13488 0.12587 0.12705 0.19055
 267450 0.13488 0.12587 0.12705 0.19054
 267500 0.13488 0.12588 0.12705 0.19053
 267550 0.13488 0.12588 0.12704 0.19051
 267600 0.13488 0.12588 0.12704  0.1905
 267650 0.13488 0.12589 0.12704 0.19049
 267700 0.13488 0.12589 0.12704 0.19047
 267750 0.13488 0.12589 0.12703 0.19046
 267800 0.13488 0.12589 0.12703 0.19045
 267850 0.13488  0.1259 0.12703 0.19043
 267900 0.13488  0.1259 0.12703 0.19042
 267950 0.13488  0.1259 0.12702 0.19041
 268000 0.13488 0.12591 0.12702 0.19039
 268050 0.13487 0.12591 0.12702 0.19038
 268100 0.13487 0.12591 0.12701 0.19036
 268150 0.13487 0.12592 0.12701 0.19035
 268200 0.13487 0.12592 0.12701 0.19034
 268250 0.13487 0.12592 0.12701 0.19032
 268300 0.13487 0.12592  0.127  0.19031
 268350 0.13487 0.12593  0.127  0.19029
 268400 0.13487 0.12593  0.127  0.19028
 268450 0.13487 0.12593 0.12699 0.19026
 268500 0.13487 0.12594 0.12699 0.19025
 268550 0.13487 0.12594 0.12699 0.19023
 268600 0.13487 0.12594 0.12699 0.19022
 268650 0.13487 0.12594 0.12698  0.1902
 268700 0.13487 0.12595 0.12698 0.19019
 268750 0.13487 0.12595 0.12698 0.19017
 268800 0.13487 0.12595 0.12698 0.19016
 268850 0.13487 0.12595 0.12697 0.19014
 268900 0.13487 0.12596 0.12697 0.19013
 268950 0.13487 0.12596 0.12697 0.19011
 269000 0.13486 0.12596 0.12697  0.1901
 269050 0.13486 0.12596 0.12696 0.19008
 269100 0.13486 0.12597 0.12696 0.19006
 269150 0.13486 0.12597 0.12696 0.19005
 269200 0.13486 0.12597 0.12695 0.19003
 269250 0.13486 0.12597 0.12695 0.19002
 269300 0.13486 0.12598 0.12695   0.19
 269350 0.13486 0.12598 0.12695 0.18998
 269400 0.13486 0.12598 0.12694 0.18997
 269450 0.13486 0.12598 0.12694 0.18995
 269500 0.13486 0.12598 0.12694 0.18994
 269550 0.13486 0.12599 0.12694 0.18992
 269600 0.13485 0.12599 0.12693  0.1899
 269650 0.13485 0.12599 0.12693 0.18988
 269700 0.13485 0.12599 0.12693 0.18987
 269750 0.13485  0.126  0.12693 0.18985
 269800 0.13485  0.126  0.12692 0.18983
 269850 0.13485  0.126  0.12692 0.18982
 269900 0.13485  0.126  0.12692  0.1898
 269950 0.13485  0.126  0.12691 0.18978
 270000 0.13485 0.12601 0.12691 0.18976
 270050 0.13484 0.12601 0.12691 0.18975
 270100 0.13484 0.12601 0.12691 0.18973
 270150 0.13484 0.12601  0.1269 0.18971
 270200 0.13484 0.12601  0.1269 0.18969
 270250 0.13484 0.12602  0.1269 0.18968
 270300 0.13484 0.12602  0.1269 0.18966
 270350 0.13484 0.12602 0.12689 0.18964
 270400 0.13484 0.12602 0.12689 0.18962
 270450 0.13483 0.12602 0.12689  0.1896
 270500 0.13483 0.12602 0.12689 0.18959
 270550 0.13483 0.12603 0.12688 0.18957
 270600 0.13483 0.12603 0.12688 0.18955
 270650 0.13483 0.12603 0.12688 0.18953
 270700 0.13483 0.12603 0.12688 0.18951
 270750 0.13483 0.12603 0.12687 0.18949
 270800 0.13483 0.12603 0.12687 0.18947
 270850 0.13482 0.12604 0.12687 0.18946
 270900 0.13482 0.12604 0.12687 0.18944
 270950 0.13482 0.12604 0.12686 0.18942
 271000 0.13482 0.12604 0.12686  0.1894
 271050 0.13482 0.12604 0.12686 0.18938
 271100 0.13482 0.12604 0.12686 0.18936
 271150 0.13481 0.12605 0.12685 0.18934
 271200 0.13481 0.12605 0.12685 0.18932
 271250 0.13481 0.12605 0.12685  0.1893
 271300 0.13481 0.12605 0.12685 0.18928
 271350 0.13481 0.12605 0.12684 0.18926
 271400 0.13481 0.12605 0.12684 0.18924
 271450  0.1348 0.12605 0.12684 0.18922
 271500  0.1348 0.12606 0.12684  0.1892
 271550  0.1348 0.12606 0.12683 0.18918
 271600  0.1348 0.12606 0.12683 0.18916
 271650  0.1348 0.12606 0.12683 0.18914
 271700  0.1348 0.12606 0.12683 0.18912
 271750 0.13479 0.12606 0.12682  0.1891
 271800 0.13479 0.12606 0.12682 0.18908
 271850 0.13479 0.12606 0.12682 0.18906
 271900 0.13479 0.12606 0.12682 0.18904
 271950 0.13479 0.12607 0.12681 0.18902
 272000 0.13479 0.12607 0.12681  0.189
 272050 0.13478 0.12607 0.12681 0.18898
 272100 0.13478 0.12607 0.12681 0.18895
 272150 0.13478 0.12607  0.1268 0.18893
 272200 0.13478 0.12607  0.1268 0.18891
 272250 0.13478 0.12607  0.1268 0.18889
 272300 0.13477 0.12607  0.1268 0.18887
 272350 0.13477 0.12607 0.12679 0.18885
 272400 0.13477 0.12607 0.12679 0.18883
 272450 0.13477 0.12608 0.12679  0.1888
 272500 0.13476 0.12608 0.12679 0.18878
 272550 0.13476 0.12608 0.12678 0.18876
 272600 0.13476 0.12608 0.12678 0.18874
 272650 0.13476 0.12608 0.12678 0.18872
 272700 0.13476 0.12608 0.12678 0.18869
 272750 0.13475 0.12608 0.12677 0.18867
 272800 0.13475 0.12608 0.12677 0.18865
 272850 0.13475 0.12608 0.12677 0.18863
 272900 0.13475 0.12608 0.12677  0.1886
 272950 0.13475 0.12608 0.12676 0.18858
 273000 0.13474 0.12608 0.12676 0.18856
 273050 0.13474 0.12608 0.12676 0.18854
 273100 0.13474 0.12608 0.12676 0.18851
 273150 0.13474 0.12608 0.12675 0.18849
 273200 0.13473 0.12609 0.12675 0.18847
 273250 0.13473 0.12609 0.12675 0.18844
