   fs     GO-O  GO-O-SV GO-O-DV GO-O-SW
 70200  0.12152 0.12675 0.11788 0.15407
 70250  0.12158 0.12684 0.11793  0.1541
 70300  0.12163 0.12693 0.11799 0.15413
 70350  0.12168 0.12701 0.11804 0.15417
 70400  0.12172 0.12709 0.11809 0.15421
 70450  0.12176 0.12715 0.11813 0.15425
 70500   0.1218  0.1272 0.11817 0.15429
 70550  0.12183 0.12724 0.11819 0.15432
 70600  0.12187 0.12728 0.11822 0.15434
 70650   0.1219 0.12731 0.11824 0.15436
 70700  0.12193 0.12733 0.11827 0.15438
 70750  0.12195 0.12734  0.1183 0.15439
 70800  0.12198 0.12734 0.11833 0.15441
 70850  0.12201 0.12734 0.11834 0.15442
 70900  0.12204 0.12734 0.11835 0.15444
 70950  0.12208 0.12734 0.11834 0.15445
 71000  0.12212 0.12733 0.11833 0.15445
 71050  0.12217 0.12733 0.11831 0.15445
 71100  0.12221 0.12732  0.1183 0.15445
 71150  0.12226 0.12732 0.11829 0.15445
 71200   0.1223 0.12732 0.11829 0.15445
 71250  0.12235 0.12731 0.11828 0.15444
 71300  0.12239  0.1273 0.11826 0.15444
 71350  0.12243 0.12728 0.11824 0.15444
 71400  0.12246 0.12727 0.11821 0.15444
 71450  0.12249 0.12726 0.11819 0.15444
 71500  0.12252 0.12725 0.11817 0.15445
 71550  0.12254 0.12725 0.11815 0.15447
 71600  0.12257 0.12726 0.11814 0.15449
 71650  0.12259 0.12728 0.11813  0.1545
 71700  0.12262 0.12731 0.11812 0.15452
 71750  0.12266 0.12734  0.1181 0.15455
 71800  0.12269 0.12738 0.11809 0.15456
 71850  0.12274 0.12742 0.11808 0.15457
 71900   0.1228 0.12747 0.11806 0.15458
 71950  0.12286 0.12753 0.11805 0.15458
 72000  0.12291  0.1276 0.11803 0.15459
 72050  0.12298 0.12767 0.11802  0.1546
 72100  0.12305 0.12775 0.11802 0.15461
 72150  0.12312 0.12784 0.11803 0.15462
 72200  0.12319 0.12793 0.11804 0.15464
 72250  0.12325 0.12803 0.11805 0.15466
 72300  0.12331 0.12813 0.11807 0.15468
 72350  0.12336 0.12823  0.1181 0.15471
 72400   0.1234 0.12833 0.11811 0.15474
 72450  0.12345 0.12844 0.11813 0.15477
 72500  0.12349 0.12855 0.11816  0.1548
 72550  0.12354 0.12866 0.11819 0.15484
 72600  0.12359 0.12877 0.11821 0.15489
 72650  0.12363 0.12888 0.11823 0.15493
 72700  0.12366 0.12899 0.11825 0.15496
 72750  0.12369 0.12909 0.11827 0.15499
 72800  0.12372 0.12918 0.11829 0.15503
 72850  0.12373 0.12927 0.11833 0.15506
 72900  0.12374 0.12936 0.11837 0.15508
 72950  0.12373 0.12944 0.11841  0.1551
 73000  0.12373 0.12952 0.11846  0.1551
 73050  0.12373  0.1296 0.11852  0.1551
 73100  0.12373 0.12968 0.11856 0.15509
 73150  0.12373 0.12975 0.11861 0.15509
 73200  0.12372 0.12981 0.11865 0.15509
 73250  0.12371 0.12987 0.11869 0.15508
 73300  0.12371 0.12993 0.11873 0.15507
 73350  0.12371 0.12999 0.11877 0.15506
 73400  0.12371 0.13005  0.1188 0.15505
 73450  0.12372 0.13011 0.11883 0.15505
 73500  0.12373 0.13017 0.11885 0.15504
 73550  0.12374 0.13023 0.11887 0.15502
 73600  0.12376 0.13029 0.11889 0.15502
 73650  0.12379 0.13034  0.1189 0.15502
 73700  0.12382 0.13038 0.11891 0.15502
 73750  0.12385 0.13042 0.11892 0.15503
 73800  0.12388 0.13045 0.11893 0.15505
 73850  0.12391 0.13049 0.11894 0.15506
 73900  0.12395 0.13052 0.11895 0.15508
 73950  0.12399 0.13055 0.11896  0.1551
 74000  0.12403 0.13057 0.11896 0.15511
 74050  0.12407 0.13059 0.11895 0.15513
 74100  0.12411  0.1306 0.11893 0.15515
 74150  0.12415 0.13061 0.11891 0.15516
 74200  0.12419 0.13061 0.11887 0.15518
 74250  0.12422  0.1306 0.11881  0.1552
 74300  0.12425  0.1306 0.11875 0.15523
 74350  0.12428 0.13061 0.11869 0.15526
 74400  0.12431 0.13063 0.11863 0.15529
 74450  0.12434 0.13066 0.11857 0.15531
 74500  0.12438 0.13069 0.11852 0.15534
 74550  0.12441 0.13072 0.11846 0.15537
 74600  0.12444 0.13076 0.11842  0.1554
 74650  0.12447 0.13079  0.1184 0.15545
 74700  0.12448 0.13084 0.11838 0.15552
 74750   0.1245 0.13087 0.11838  0.1556
 74800  0.12451 0.13091 0.11839 0.15569
 74850  0.12451 0.13095 0.11841 0.15579
 74900  0.12451  0.131  0.11844 0.15589
 74950  0.12449 0.13105 0.11848 0.15599
 75000  0.12448  0.1311 0.11853  0.1561
 75050  0.12448 0.13116 0.11858 0.15621
 75100  0.12447 0.13122 0.11865  0.1563
 75150  0.12448 0.13129 0.11872  0.1564
 75200  0.12449 0.13135  0.1188 0.15649
 75250  0.12451 0.13141 0.11887 0.15658
 75300  0.12453 0.13148 0.11894 0.15666
 75350  0.12455 0.13155 0.11902 0.15673
 75400  0.12456 0.13163  0.1191  0.1568
 75450  0.12456 0.13172 0.11918 0.15687
 75500  0.12457 0.13181 0.11925 0.15693
 75550  0.12457 0.13191 0.11932  0.157
 75600  0.12456  0.132  0.11939 0.15706
 75650  0.12456 0.13207 0.11947 0.15712
 75700  0.12455 0.13214 0.11954 0.15718
 75750  0.12454  0.1322 0.11961 0.15723
 75800  0.12452 0.13226 0.11967 0.15727
 75850  0.12451 0.13232 0.11974 0.15731
 75900   0.1245 0.13238 0.11981 0.15735
 75950  0.12449 0.13245 0.11988 0.15737
 76000  0.12447 0.13251 0.11996  0.1574
 76050  0.12446 0.13257 0.12003 0.15741
 76100  0.12445 0.13263  0.1201 0.15742
 76150  0.12444 0.13268 0.12017 0.15743
 76200  0.12443 0.13273 0.12023 0.15744
 76250  0.12441 0.13277 0.12029 0.15744
 76300   0.1244  0.1328 0.12034 0.15745
 76350   0.1244 0.13284 0.12037 0.15745
 76400  0.12439 0.13289 0.12041 0.15744
 76450  0.12439 0.13294 0.12043 0.15742
 76500   0.1244  0.133  0.12045 0.15741
 76550   0.1244 0.13307 0.12046  0.1574
 76600  0.12441 0.13314 0.12047 0.15739
 76650  0.12441  0.1332 0.12046 0.15738
 76700  0.12442 0.13328 0.12045 0.15739
 76750  0.12442 0.13335 0.12044  0.1574
 76800  0.12444 0.13342 0.12043 0.15741
 76850  0.12445  0.1335 0.12042 0.15743
 76900  0.12446 0.13357 0.12041 0.15744
 76950  0.12448 0.13365  0.1204 0.15747
 77000   0.1245 0.13372 0.12038  0.1575
 77050  0.12452  0.1338 0.12035 0.15754
 77100  0.12454 0.13387 0.12032 0.15758
 77150  0.12457 0.13395 0.12029 0.15762
 77200  0.12459 0.13402 0.12027 0.15768
 77250  0.12462 0.13408 0.12024 0.15774
 77300  0.12465 0.13415 0.12022  0.1578
 77350  0.12468 0.13422 0.12021 0.15786
 77400  0.12471 0.13428 0.12019 0.15792
 77450  0.12474 0.13435 0.12018 0.15797
 77500  0.12478 0.13442 0.12016 0.15803
 77550  0.12481 0.13449 0.12016 0.15808
 77600  0.12485 0.13457 0.12016 0.15814
 77650  0.12488 0.13465 0.12015 0.15819
 77700  0.12492 0.13473 0.12016 0.15825
 77750  0.12496 0.13482 0.12015  0.1583
 77800   0.125   0.1349 0.12014 0.15836
 77850  0.12504  0.135  0.12012 0.15841
 77900  0.12508 0.13509 0.12011 0.15846
 77950  0.12512 0.13519  0.1201 0.15852
 78000  0.12517  0.1353 0.12009 0.15858
 78050  0.12521  0.1354  0.1201 0.15864
 78100  0.12525 0.13551  0.1201  0.1587
 78150  0.12529 0.13562 0.12011 0.15878
 78200  0.12532 0.13573 0.12011 0.15886
 78250  0.12536 0.13584 0.12012 0.15894
 78300  0.12539 0.13595 0.12014 0.15902
 78350  0.12542 0.13605 0.12018 0.15912
 78400  0.12544 0.13616 0.12021 0.15921
 78450  0.12548 0.13625 0.12024  0.1593
 78500  0.12552 0.13635 0.12027 0.15939
 78550  0.12557 0.13643 0.12031 0.15948
 78600  0.12561 0.13651 0.12034 0.15958
 78650  0.12565 0.13658 0.12039 0.15967
 78700  0.12569 0.13665 0.12043 0.15975
 78750  0.12574 0.13672 0.12048 0.15982
 78800  0.12579 0.13678 0.12054 0.15989
 78850  0.12585 0.13685 0.12061 0.15995
 78900  0.12592 0.13691 0.12068   0.16
 78950  0.12599 0.13698 0.12075 0.16004
 79000  0.12606 0.13705 0.12083 0.16008
 79050  0.12612 0.13712 0.12091 0.16012
 79100  0.12618 0.13719 0.12101 0.16015
 79150  0.12623 0.13726  0.1211 0.16018
 79200  0.12628 0.13734 0.12119  0.1602
 79250  0.12633 0.13741 0.12128 0.16023
 79300  0.12638 0.13747 0.12137 0.16026
 79350  0.12643 0.13754 0.12147  0.1603
 79400  0.12648 0.13761 0.12157 0.16035
 79450  0.12652  0.1377 0.12166 0.16039
 79500  0.12657 0.13779 0.12174 0.16044
 79550  0.12661 0.13788 0.12182 0.16048
 79600  0.12665 0.13797  0.1219 0.16052
 79650  0.12668 0.13807 0.12198 0.16056
 79700  0.12671 0.13816 0.12206  0.1606
 79750  0.12674 0.13826 0.12215 0.16065
 79800  0.12678 0.13835 0.12223 0.16069
 79850  0.12681 0.13843  0.1223 0.16074
 79900  0.12683 0.13852 0.12237  0.1608
 79950  0.12686 0.13861 0.12243 0.16086
 80000  0.12689 0.13869 0.12249 0.16091
 80050   0.1269 0.13876 0.12254 0.16097
 80100  0.12691 0.13883 0.12259 0.16103
 80150  0.12692 0.13889 0.12264 0.16109
 80200  0.12693 0.13897 0.12268 0.16116
 80250  0.12693 0.13904 0.12271 0.16122
 80300  0.12693 0.13912 0.12274 0.16129
 80350  0.12692  0.1392 0.12276 0.16135
 80400  0.12692 0.13927 0.12278 0.16141
 80450  0.12692 0.13935 0.12279 0.16147
 80500  0.12693 0.13942 0.12279 0.16153
 80550  0.12693 0.13949 0.12278 0.16159
 80600  0.12693 0.13956 0.12277 0.16166
 80650  0.12694 0.13963 0.12275 0.16173
 80700  0.12695  0.1397 0.12273 0.16179
 80750  0.12697 0.13977 0.12273 0.16186
 80800  0.12699 0.13983 0.12273 0.16192
 80850  0.12703 0.13989 0.12272 0.16199
 80900  0.12707 0.13995 0.12273 0.16206
 80950  0.12712 0.14001 0.12275 0.16213
 81000  0.12718 0.14006 0.12277  0.1622
 81050  0.12725 0.14011  0.1228 0.16226
 81100  0.12732 0.14015 0.12284 0.16233
 81150  0.12738  0.1402 0.12289 0.16238
 81200  0.12745 0.14025 0.12295 0.16244
 81250  0.12751  0.1403 0.12301 0.16248
 81300  0.12756 0.14036 0.12307 0.16253
 81350  0.12762 0.14043 0.12313 0.16258
 81400  0.12767 0.14051 0.12318 0.16262
 81450  0.12771 0.14059 0.12324 0.16267
 81500  0.12776 0.14068  0.1233 0.16271
 81550   0.1278 0.14076 0.12335 0.16275
 81600  0.12784 0.14085 0.12342 0.16278
 81650  0.12789 0.14094 0.12349 0.16281
 81700  0.12792 0.14103 0.12356 0.16284
 81750  0.12796 0.14112 0.12363 0.16288
 81800  0.12799  0.1412 0.12371 0.16292
 81850  0.12803 0.14127 0.12378 0.16296
 81900  0.12808 0.14134 0.12386 0.16298
 81950  0.12812  0.1414 0.12394 0.16301
 82000  0.12817 0.14147 0.12402 0.16303
 82050  0.12821 0.14153 0.12409 0.16305
 82100  0.12824  0.1416 0.12415 0.16308
 82150  0.12827 0.14167 0.12421  0.1631
 82200  0.12829 0.14173 0.12427 0.16313
 82250  0.12831 0.14178 0.12434 0.16315
 82300  0.12832 0.14183  0.1244 0.16318
 82350  0.12834 0.14188 0.12446 0.16321
 82400  0.12835 0.14193 0.12451 0.16324
 82450  0.12836 0.14197 0.12456 0.16327
 82500  0.12839 0.14201  0.1246 0.16329
 82550  0.12841 0.14204 0.12463 0.16331
 82600  0.12844 0.14208 0.12465 0.16332
 82650  0.12848 0.14212 0.12467 0.16333
 82700  0.12851 0.14216 0.12467 0.16334
 82750  0.12855 0.14219 0.12466 0.16334
 82800  0.12858 0.14223 0.12464 0.16335
 82850  0.12861 0.14226 0.12462 0.16335
 82900  0.12864 0.14229  0.1246 0.16335
 82950  0.12867 0.14233 0.12458 0.16335
 83000  0.12871 0.14238 0.12456 0.16335
 83050  0.12875 0.14243 0.12454 0.16335
 83100   0.1288 0.14248 0.12453 0.16336
 83150  0.12884 0.14254 0.12452 0.16337
 83200  0.12887 0.14259 0.12452 0.16339
 83250  0.12891 0.14265 0.12452 0.16342
 83300  0.12894 0.14271 0.12453 0.16345
 83350  0.12898 0.14277 0.12455 0.16349
 83400  0.12902 0.14283 0.12457 0.16355
 83450  0.12905 0.14289 0.12461 0.16361
 83500  0.12907 0.14294 0.12465 0.16366
 83550  0.12909 0.14298  0.1247 0.16372
 83600  0.12911 0.14301 0.12476 0.16377
 83650  0.12914 0.14304 0.12481 0.16383
 83700  0.12917 0.14306 0.12487 0.16388
 83750   0.1292 0.14308 0.12494 0.16393
 83800  0.12924 0.14311 0.12502 0.16398
 83850  0.12927 0.14313 0.12511 0.16404
 83900   0.1293 0.14315  0.1252 0.16408
 83950  0.12933 0.14318  0.1253 0.16412
 84000  0.12935 0.14321  0.1254 0.16416
 84050  0.12938 0.14324 0.12549 0.16419
 84100   0.1294 0.14328 0.12558 0.16422
 84150  0.12943 0.14332 0.12567 0.16425
 84200  0.12946 0.14336 0.12576 0.16428
 84250  0.12948 0.14341 0.12586 0.16431
 84300   0.1295 0.14345 0.12595 0.16433
 84350  0.12952 0.14348 0.12604 0.16436
 84400  0.12953  0.1435 0.12612 0.16439
 84450  0.12954 0.14353 0.12621 0.16442
 84500  0.12955 0.14355 0.12631 0.16445
 84550  0.12957 0.14356  0.1264 0.16448
 84600  0.12959 0.14358 0.12649  0.1645
 84650  0.12962 0.14359 0.12659 0.16452
 84700  0.12964 0.14361 0.12668 0.16453
 84750  0.12966 0.14362 0.12675 0.16455
 84800  0.12967 0.14363 0.12683 0.16458
 84850  0.12969 0.14363 0.12689 0.16461
 84900  0.12971 0.14363 0.12696 0.16464
 84950  0.12973 0.14362 0.12702 0.16467
 85000  0.12977 0.14362 0.12708  0.1647
 85050   0.1298 0.14361 0.12713 0.16474
 85100  0.12984 0.14361 0.12719 0.16477
 85150  0.12989  0.1436 0.12723 0.16482
 85200  0.12993 0.14359 0.12726 0.16486
 85250  0.12998 0.14358 0.12729  0.1649
 85300  0.13004 0.14356  0.1273 0.16493
 85350   0.1301 0.14355 0.12732 0.16495
 85400  0.13017 0.14354 0.12734 0.16497
 85450  0.13024 0.14353 0.12735 0.16498
 85500   0.1303 0.14352 0.12737  0.165
 85550  0.13036 0.14351 0.12738 0.16501
 85600  0.13043 0.14351  0.1274 0.16501
 85650  0.13048 0.14351 0.12742 0.16501
 85700  0.13053 0.14353 0.12744 0.16501
 85750  0.13058 0.14356 0.12746 0.16502
 85800  0.13062  0.1436 0.12747 0.16503
 85850  0.13066 0.14365 0.12749 0.16503
 85900  0.13069  0.1437 0.12751 0.16503
 85950  0.13073 0.14375 0.12753 0.16502
 86000  0.13077 0.14379 0.12755 0.16502
 86050  0.13082 0.14383 0.12758 0.16502
 86100  0.13087 0.14387 0.12762 0.16502
 86150  0.13092 0.14391 0.12766 0.16502
 86200  0.13098 0.14395  0.1277 0.16503
 86250  0.13103  0.144  0.12774 0.16505
 86300  0.13108 0.14405 0.12779 0.16507
 86350  0.13112  0.1441 0.12783  0.1651
 86400  0.13117 0.14415 0.12788 0.16512
 86450   0.1312  0.1442 0.12794 0.16515
 86500  0.13124 0.14424 0.12799 0.16519
 86550  0.13128 0.14428 0.12804 0.16522
 86600  0.13131 0.14433 0.12809 0.16526
 86650  0.13134 0.14437 0.12814 0.16529
 86700  0.13136 0.14441 0.12818 0.16532
 86750  0.13139 0.14443 0.12824 0.16534
 86800  0.13141 0.14445 0.12829 0.16537
 86850  0.13142 0.14445 0.12834 0.16539
 86900  0.13143 0.14445 0.12839 0.16541
 86950  0.13144 0.14445 0.12844 0.16545
 87000  0.13145 0.14445 0.12848 0.16549
 87050  0.13145 0.14446 0.12853 0.16553
 87100  0.13145 0.14446 0.12858 0.16556
 87150  0.13145 0.14447 0.12863 0.16559
 87200  0.13146 0.14448 0.12868 0.16562
 87250  0.13147 0.14449 0.12873 0.16565
 87300  0.13147 0.14451 0.12878 0.16569
 87350  0.13147 0.14453 0.12883 0.16573
 87400  0.13146 0.14455 0.12887 0.16577
 87450  0.13146 0.14458 0.12892 0.16582
 87500  0.13146 0.14461 0.12896 0.16588
 87550  0.13147 0.14464 0.12901 0.16595
 87600  0.13149 0.14469 0.12905 0.16601
 87650  0.13152 0.14473  0.1291 0.16608
 87700  0.13155 0.14479 0.12914 0.16614
 87750  0.13159 0.14484 0.12917 0.16621
 87800  0.13163 0.14489 0.12921 0.16627
 87850  0.13167 0.14493 0.12924 0.16633
 87900  0.13172 0.14498 0.12926 0.16639
 87950  0.13177 0.14502 0.12928 0.16644
 88000  0.13183 0.14505  0.1293 0.16649
 88050  0.13189 0.14509 0.12932 0.16654
 88100  0.13196 0.14512 0.12935 0.16659
 88150  0.13203 0.14515 0.12939 0.16665
 88200   0.1321 0.14517 0.12942  0.1667
 88250  0.13217 0.14519 0.12945 0.16675
 88300  0.13223 0.14521 0.12948 0.16681
 88350   0.1323 0.14523  0.1295 0.16687
 88400  0.13237 0.14525 0.12953 0.16692
 88450  0.13242 0.14527 0.12955 0.16697
 88500  0.13247 0.14528 0.12958 0.16701
 88550  0.13251 0.14528 0.12962 0.16705
 88600  0.13254 0.14528 0.12966 0.16709
 88650  0.13257 0.14529  0.1297 0.16712
 88700   0.1326 0.14531 0.12973 0.16715
 88750  0.13263 0.14533 0.12977 0.16717
 88800  0.13266 0.14536  0.1298 0.16719
 88850  0.13269  0.1454 0.12984 0.16721
 88900  0.13273 0.14543 0.12988 0.16723
 88950  0.13278 0.14548 0.12992 0.16724
 89000  0.13284 0.14552 0.12998 0.16726
 89050   0.1329 0.14558 0.13004 0.16727
 89100  0.13296 0.14563 0.13011 0.16728
 89150  0.13302  0.1457 0.13019 0.16729
 89200  0.13307 0.14576 0.13027  0.1673
 89250  0.13312 0.14582 0.13036  0.1673
 89300  0.13316 0.14588 0.13045  0.1673
 89350  0.13319 0.14592 0.13054  0.1673
 89400  0.13323 0.14597 0.13063  0.1673
 89450  0.13327  0.146  0.13073  0.1673
 89500   0.1333 0.14604 0.13082 0.16731
 89550  0.13335 0.14607 0.13091 0.16732
 89600  0.13339  0.1461  0.131  0.16732
 89650  0.13343 0.14613 0.13107 0.16733
 89700  0.13347 0.14615 0.13114 0.16733
 89750   0.1335 0.14616 0.13121 0.16734
 89800  0.13354 0.14617 0.13125 0.16734
 89850  0.13357 0.14618 0.13129 0.16734
 89900  0.13361 0.14617 0.13131 0.16734
 89950  0.13363 0.14617 0.13133 0.16733
 90000  0.13365 0.14618 0.13135 0.16732
 90050  0.13366 0.14618 0.13136  0.1673
 90100  0.13366 0.14619 0.13137 0.16727
 90150  0.13366  0.1462 0.13138 0.16724
 90200  0.13367 0.14621 0.13138 0.16721
 90250  0.13368 0.14623 0.13138 0.16718
 90300   0.1337 0.14625 0.13137 0.16715
 90350  0.13372 0.14628 0.13136 0.16713
 90400  0.13374 0.14631 0.13135  0.1671
 90450  0.13377 0.14634 0.13135 0.16708
 90500   0.1338 0.14638 0.13136 0.16706
 90550  0.13385 0.14642 0.13138 0.16706
 90600   0.1339 0.14646 0.13141 0.16707
 90650  0.13395 0.14651 0.13146  0.1671
 90700  0.13401 0.14656 0.13152 0.16713
 90750  0.13407 0.14661 0.13158 0.16718
 90800  0.13412 0.14666 0.13165 0.16723
 90850  0.13417 0.14671 0.13171 0.16728
 90900  0.13421 0.14674 0.13178 0.16734
 90950  0.13425 0.14677 0.13185 0.16741
 91000  0.13429 0.14678 0.13193 0.16749
 91050  0.13433 0.14679 0.13201 0.16757
 91100  0.13436 0.14679  0.1321 0.16766
 91150   0.1344 0.14678  0.1322 0.16775
 91200  0.13443 0.14679  0.1323 0.16784
 91250  0.13445  0.1468  0.1324 0.16793
 91300  0.13446 0.14682  0.1325 0.16802
 91350  0.13447 0.14684  0.1326 0.16812
 91400  0.13448 0.14687  0.1327 0.16821
 91450   0.1345  0.1469 0.13279 0.16831
 91500  0.13452 0.14693 0.13287  0.1684
 91550  0.13454 0.14696 0.13295  0.1685
 91600  0.13456 0.14698 0.13303 0.16859
 91650  0.13459  0.147  0.13311 0.16868
 91700  0.13463  0.147  0.13318 0.16875
 91750  0.13467  0.147  0.13325 0.16881
 91800  0.13471  0.147  0.13331 0.16887
 91850  0.13476 0.14699 0.13337 0.16892
 91900  0.13481 0.14698 0.13343 0.16897
 91950  0.13485 0.14697 0.13349 0.16903
 92000  0.13489 0.14696 0.13354 0.16908
 92050  0.13491 0.14695 0.13359 0.16913
 92100  0.13492 0.14694 0.13364 0.16918
 92150  0.13493 0.14692  0.1337 0.16922
 92200  0.13494 0.14691 0.13375 0.16926
 92250  0.13495 0.14689  0.1338 0.16929
 92300  0.13494 0.14689 0.13386 0.16932
 92350  0.13494  0.1469 0.13392 0.16934
 92400  0.13493 0.14692 0.13397 0.16935
 92450  0.13493 0.14694 0.13402 0.16935
 92500  0.13492 0.14697 0.13407 0.16935
 92550  0.13492  0.147  0.13411 0.16934
 92600  0.13492 0.14704 0.13415 0.16932
 92650  0.13493 0.14708  0.1342  0.1693
 92700  0.13493 0.14713 0.13424 0.16927
 92750  0.13494 0.14718 0.13429 0.16925
 92800  0.13495 0.14724 0.13433 0.16922
 92850  0.13496  0.1473 0.13435  0.1692
 92900  0.13497 0.14735 0.13438 0.16918
 92950  0.13498  0.1474  0.1344 0.16916
 93000  0.13498 0.14744 0.13442 0.16916
 93050  0.13498 0.14748 0.13443 0.16916
 93100   0.135  0.14751 0.13444 0.16916
 93150  0.13501 0.14755 0.13445 0.16917
 93200  0.13503 0.14759 0.13446 0.16917
 93250  0.13504 0.14763 0.13448 0.16918
 93300  0.13505 0.14766  0.1345  0.1692
 93350  0.13507 0.14768 0.13453 0.16922
 93400  0.13508  0.1477 0.13455 0.16924
 93450   0.1351 0.14771 0.13458 0.16926
 93500  0.13512 0.14773 0.13461 0.16928
 93550  0.13514 0.14776 0.13464  0.1693
 93600  0.13517 0.14778 0.13468 0.16931
 93650   0.1352 0.14779 0.13473 0.16933
 93700  0.13523  0.1478 0.13478 0.16935
 93750  0.13526 0.14782 0.13483 0.16937
 93800   0.1353 0.14784 0.13488 0.16939
 93850  0.13534 0.14786 0.13493 0.16942
 93900  0.13537 0.14788 0.13499 0.16945
 93950  0.13542 0.14791 0.13504 0.16948
 94000  0.13548 0.14793  0.1351 0.16952
 94050  0.13556 0.14795 0.13516 0.16955
 94100  0.13564 0.14797 0.13521 0.16958
 94150  0.13573 0.14798 0.13526  0.1696
 94200  0.13583  0.148   0.1353 0.16963
 94250  0.13593 0.14803 0.13535 0.16966
 94300  0.13603 0.14806 0.13539 0.16969
 94350  0.13612 0.14808 0.13543 0.16972
 94400  0.13621  0.1481 0.13548 0.16975
 94450  0.13628 0.14812 0.13554 0.16978
 94500  0.13636 0.14814  0.1356 0.16981
 94550  0.13642 0.14815 0.13566 0.16985
 94600  0.13648 0.14816 0.13572 0.16989
 94650  0.13653 0.14816 0.13578 0.16995
 94700  0.13658 0.14815 0.13583   0.17
 94750  0.13663 0.14814 0.13588 0.17006
 94800  0.13669 0.14812 0.13593 0.17012
 94850  0.13674 0.14809 0.13599 0.17018
 94900  0.13678 0.14806 0.13604 0.17024
 94950  0.13682 0.14803 0.13609 0.17031
 95000  0.13686  0.148  0.13614 0.17037
 95050   0.1369 0.14797 0.13619 0.17044
 95100  0.13694 0.14794 0.13624  0.1705
 95150  0.13698 0.14791 0.13628 0.17057
 95200  0.13702 0.14787 0.13632 0.17063
 95250  0.13705 0.14784 0.13635 0.17069
 95300  0.13709 0.14782 0.13636 0.17074
 95350  0.13712  0.1478 0.13637 0.17079
 95400  0.13715 0.14779 0.13637 0.17083
 95450  0.13718 0.14777 0.13638 0.17087
 95500   0.1372 0.14776 0.13638 0.17091
 95550  0.13722 0.14776 0.13638 0.17095
 95600  0.13725 0.14776 0.13638 0.17099
 95650  0.13727 0.14777 0.13637 0.17103
 95700  0.13729 0.14778 0.13635 0.17107
 95750  0.13731 0.14782 0.13633 0.17111
 95800  0.13733 0.14786  0.1363 0.17115
 95850  0.13734 0.14791 0.13628 0.17119
 95900  0.13735 0.14797 0.13626 0.17123
 95950  0.13737 0.14803 0.13625 0.17128
 96000  0.13738  0.1481 0.13625 0.17132
 96050  0.13741 0.14816 0.13626 0.17137
 96100  0.13743 0.14821 0.13627  0.1714
 96150  0.13746 0.14827 0.13629 0.17143
 96200  0.13748 0.14831 0.13631 0.17145
 96250  0.13752 0.14836 0.13634 0.17146
 96300  0.13756 0.14841 0.13638 0.17147
 96350   0.1376 0.14846 0.13642 0.17148
 96400  0.13764 0.14849 0.13647 0.17148
 96450  0.13769 0.14852 0.13651 0.17148
 96500  0.13775 0.14854 0.13656 0.17146
 96550  0.13782 0.14856 0.13662 0.17145
 96600  0.13789 0.14859 0.13668 0.17145
 96650  0.13796 0.14861 0.13673 0.17144
 96700  0.13804 0.14865 0.13677 0.17143
 96750  0.13812 0.14869 0.13682 0.17143
 96800  0.13821 0.14873 0.13687 0.17143
 96850   0.1383 0.14877 0.13691 0.17144
 96900   0.1384 0.14881 0.13696 0.17144
 96950   0.1385 0.14885  0.137  0.17143
 97000   0.1386 0.14889 0.13705 0.17142
 97050  0.13869 0.14893  0.1371 0.17141
 97100  0.13877 0.14896 0.13715  0.1714
 97150  0.13885 0.14899 0.13722  0.1714
 97200  0.13892  0.149  0.13728 0.17139
 97250  0.13899 0.14901 0.13734 0.17138
 97300  0.13905 0.14902  0.1374 0.17138
 97350  0.13911 0.14903 0.13746 0.17139
 97400  0.13918 0.14904 0.13752 0.17141
 97450  0.13924 0.14905 0.13759 0.17144
 97500   0.1393 0.14906 0.13766 0.17148
 97550  0.13937 0.14906 0.13773 0.17153
 97600  0.13943 0.14906 0.13781 0.17157
 97650  0.13949 0.14906  0.1379 0.17162
 97700  0.13954 0.14905 0.13798 0.17166
 97750  0.13957 0.14904 0.13805  0.1717
 97800  0.13959 0.14902 0.13812 0.17173
 97850  0.13959 0.14901 0.13817 0.17178
 97900  0.13958 0.14899 0.13822 0.17182
 97950  0.13957 0.14898 0.13825 0.17188
 98000  0.13955 0.14896 0.13828 0.17194
 98050  0.13954 0.14895  0.1383  0.172
 98100  0.13952 0.14893 0.13833 0.17207
 98150   0.1395  0.1489 0.13837 0.17214
 98200  0.13947 0.14888 0.13841 0.17222
 98250  0.13944 0.14885 0.13844  0.1723
 98300  0.13941 0.14884 0.13848 0.17236
 98350  0.13938 0.14883 0.13852 0.17242
 98400  0.13934 0.14883 0.13855 0.17247
 98450  0.13931 0.14883 0.13859 0.17252
 98500  0.13928 0.14883 0.13862 0.17257
 98550  0.13926 0.14883 0.13865 0.17262
 98600  0.13925 0.14881 0.13867 0.17268
 98650  0.13924  0.1488  0.1387 0.17274
 98700  0.13924 0.14879 0.13871 0.17281
 98750  0.13923 0.14879 0.13872 0.17289
 98800  0.13923 0.14879 0.13873 0.17296
 98850  0.13923 0.14879 0.13874 0.17303
 98900  0.13924  0.1488 0.13875 0.17309
 98950  0.13926  0.1488 0.13877 0.17314
 99000  0.13928 0.14882 0.13879 0.17318
 99050  0.13932 0.14883 0.13882 0.17322
 99100  0.13935 0.14883 0.13886 0.17326
 99150  0.13939 0.14884  0.1389 0.17329
 99200  0.13943 0.14885 0.13894 0.17332
 99250  0.13948 0.14886 0.13898 0.17336
 99300  0.13954 0.14886 0.13902  0.1734
