   fs    GO-OH  GO-OH-SV GO-OH-DV GO-OH-SW
 143400 0.08364 0.14365 0.09791 0.09259
 143450 0.08367 0.14362 0.09789  0.0926
 143500 0.08369 0.14359 0.09789 0.09261
 143550 0.08371 0.14356 0.09789 0.09261
 143600 0.08374 0.14354 0.09789  0.0926
 143650 0.08376 0.14352 0.09789 0.09259
 143700 0.08379 0.14352  0.0979 0.09257
 143750 0.08381 0.14352  0.0979 0.09254
 143800 0.08383 0.14352 0.09791 0.09252
 143850 0.08385 0.14353 0.09793  0.0925
 143900 0.08387 0.14354 0.09794 0.09248
 143950 0.08389 0.14355 0.09795 0.09247
 144000 0.08391 0.14357 0.09795 0.09245
 144050 0.08393 0.14359 0.09796 0.09243
 144100 0.08395 0.14362 0.09796 0.09242
 144150 0.08396 0.14366 0.09795 0.09241
 144200 0.08397  0.1437 0.09795 0.09241
 144250 0.08397 0.14374 0.09794 0.09242
 144300 0.08398 0.14378 0.09794 0.09244
 144350 0.08399 0.14381 0.09792 0.09246
 144400 0.08401 0.14383  0.0979 0.09247
 144450 0.08404 0.14384 0.09788 0.09247
 144500 0.08407 0.14384 0.09787 0.09248
 144550 0.08411 0.14383 0.09784 0.09248
 144600 0.08415 0.14381 0.09782 0.09248
 144650  0.0842 0.14379 0.09778 0.09248
 144700 0.08425 0.14376 0.09775 0.09247
 144750 0.08429 0.14374 0.09772 0.09247
 144800 0.08433 0.14372  0.0977 0.09247
 144850 0.08437  0.1437 0.09769 0.09247
 144900  0.0844 0.14369 0.09768 0.09247
 144950 0.08442 0.14368 0.09766 0.09246
 145000 0.08445 0.14367 0.09764 0.09245
 145050 0.08447 0.14367 0.09762 0.09244
 145100 0.08448 0.14368 0.09761 0.09243
 145150 0.08451  0.1437 0.09761 0.09241
 145200 0.08454 0.14371 0.09762  0.0924
 145250 0.08457 0.14373 0.09764 0.09238
 145300 0.08461 0.14374 0.09766 0.09237
 145350 0.08465 0.14377 0.09768 0.09237
 145400 0.08469 0.14379  0.0977 0.09237
 145450 0.08473  0.1438 0.09771 0.09238
 145500 0.08477 0.14381 0.09771 0.09238
 145550 0.08481  0.1438 0.09772 0.09239
 145600 0.08484  0.1438 0.09771 0.09241
 145650 0.08486 0.14379  0.0977 0.09242
 145700 0.08487 0.14378 0.09769 0.09242
 145750 0.08489 0.14377 0.09767 0.09242
 145800 0.08491 0.14376 0.09765 0.09242
 145850 0.08493 0.14375 0.09762 0.09241
 145900 0.08495 0.14374 0.09761  0.0924
 145950 0.08498 0.14372 0.09759 0.09239
 146000 0.08501 0.14371 0.09758 0.09238
 146050 0.08503  0.1437 0.09757 0.09238
 146100 0.08506  0.1437 0.09756 0.09237
 146150 0.08508  0.1437 0.09755 0.09237
 146200 0.08511 0.14371 0.09755 0.09236
 146250 0.08515 0.14372 0.09755 0.09234
 146300 0.08518 0.14373 0.09756 0.09234
 146350  0.0852 0.14374 0.09756 0.09233
 146400 0.08522 0.14375 0.09755 0.09233
 146450 0.08523 0.14376 0.09755 0.09233
 146500 0.08524 0.14377 0.09754 0.09234
 146550 0.08526 0.14379 0.09752 0.09235
 146600 0.08527 0.14382  0.0975 0.09236
 146650 0.08529 0.14385 0.09747 0.09237
 146700 0.08531 0.14389 0.09744 0.09238
 146750 0.08532 0.14394  0.0974 0.09239
 146800 0.08533 0.14398 0.09736 0.09239
 146850 0.08533 0.14403 0.09733 0.09239
 146900 0.08532  0.1441 0.09731 0.09239
 146950 0.08532 0.14416  0.0973 0.09239
 147000 0.08531 0.14424 0.09728 0.09238
 147050  0.0853 0.14431 0.09726 0.09237
 147100  0.0853 0.14439 0.09724 0.09236
 147150  0.0853 0.14447 0.09721 0.09234
 147200  0.0853 0.14454 0.09719 0.09232
 147250 0.08531 0.14463 0.09717  0.0923
 147300 0.08532 0.14472 0.09714 0.09227
 147350 0.08534 0.14482 0.09711 0.09225
 147400 0.08536 0.14492 0.09709 0.09224
 147450 0.08537 0.14503 0.09706 0.09223
 147500 0.08539 0.14513 0.09704 0.09223
 147550  0.0854 0.14525 0.09702 0.09223
 147600 0.08541 0.14536 0.09701 0.09225
 147650  0.0854 0.14547 0.09699 0.09226
 147700  0.0854 0.14558 0.09697 0.09226
 147750 0.08538 0.14569 0.09695 0.09225
 147800 0.08537 0.14579 0.09694 0.09225
 147850 0.08536 0.14589 0.09692 0.09225
 147900 0.08535 0.14599  0.0969 0.09225
 147950 0.08536 0.14608 0.09687 0.09226
 148000 0.08537 0.14616 0.09685 0.09226
 148050 0.08539 0.14623 0.09682 0.09227
 148100  0.0854  0.1463 0.09679 0.09227
 148150 0.08541 0.14636 0.09677 0.09226
 148200 0.08541 0.14641 0.09675 0.09225
 148250 0.08542 0.14646 0.09674 0.09225
 148300 0.08543 0.14649 0.09672 0.09224
 148350 0.08544 0.14652  0.0967 0.09223
 148400 0.08545 0.14655 0.09669 0.09222
 148450 0.08547 0.14658 0.09668 0.09221
 148500 0.08548 0.14661 0.09666 0.09219
 148550 0.08549 0.14665 0.09664 0.09217
 148600  0.0855 0.14669 0.09661 0.09215
 148650  0.0855 0.14673 0.09658 0.09214
 148700 0.08549 0.14677 0.09654 0.09213
 148750 0.08548  0.1468  0.0965 0.09212
 148800 0.08547 0.14683 0.09646 0.09212
 148850 0.08546 0.14685 0.09641 0.09212
 148900 0.08545 0.14686 0.09636 0.09212
 148950 0.08545 0.14687 0.09632 0.09211
 149000 0.08546 0.14687 0.09629  0.0921
 149050 0.08548 0.14688 0.09626 0.09208
 149100  0.0855  0.1469 0.09623 0.09207
 149150 0.08552 0.14691 0.09621 0.09205
 149200 0.08554 0.14692  0.0962 0.09204
 149250 0.08555 0.14693 0.09619 0.09202
 149300 0.08556 0.14694 0.09618  0.092
 149350 0.08557 0.14695 0.09616 0.09198
 149400 0.08559 0.14695 0.09615 0.09197
 149450 0.08561 0.14696 0.09613 0.09196
 149500 0.08563 0.14697  0.0961 0.09196
 149550 0.08566  0.147  0.09606 0.09197
 149600  0.0857 0.14703 0.09603 0.09198
 149650 0.08574 0.14707 0.09598 0.09198
 149700 0.08578 0.14712 0.09594 0.09197
 149750 0.08581 0.14718  0.0959 0.09196
 149800 0.08584 0.14723 0.09586 0.09194
 149850 0.08587 0.14727 0.09583 0.09193
 149900 0.08589  0.1473  0.0958 0.09193
 149950 0.08591 0.14734 0.09578 0.09192
 150000 0.08593 0.14738 0.09575 0.09191
 150050 0.08595 0.14744 0.09572  0.0919
 150100 0.08595 0.14749 0.09569 0.09189
 150150 0.08597 0.14755 0.09566 0.09188
 150200 0.08597 0.14761 0.09563 0.09187
 150250 0.08597 0.14766 0.09559 0.09186
 150300 0.08598 0.14772 0.09556 0.09185
 150350 0.08599 0.14778 0.09554 0.09184
 150400  0.086  0.14785 0.09552 0.09183
 150450 0.08602 0.14793  0.0955 0.09182
 150500 0.08603 0.14801 0.09549 0.09181
 150550 0.08605 0.14811 0.09547 0.09179
 150600 0.08607  0.1482 0.09545 0.09177
 150650 0.08609 0.14828 0.09545 0.09176
 150700 0.08611 0.14836 0.09544 0.09175
 150750 0.08613 0.14842 0.09544 0.09175
 150800 0.08614 0.14848 0.09544 0.09174
 150850 0.08616 0.14854 0.09545 0.09174
 150900 0.08617 0.14859 0.09545 0.09174
 150950 0.08618 0.14865 0.09546 0.09175
 151000  0.0862 0.14869 0.09547 0.09177
 151050 0.08621 0.14873 0.09547 0.09179
 151100 0.08624 0.14876 0.09546 0.09183
 151150 0.08626 0.14878 0.09544 0.09187
 151200 0.08628  0.1488 0.09543 0.09191
 151250 0.08631 0.14882 0.09541 0.09193
 151300 0.08634 0.14883 0.09539 0.09195
 151350 0.08636 0.14882 0.09536 0.09195
 151400 0.08637 0.14881 0.09534 0.09196
 151450 0.08638 0.14879 0.09531 0.09196
 151500 0.08639 0.14878 0.09528 0.09196
 151550  0.0864 0.14877 0.09525 0.09196
 151600 0.08642 0.14876 0.09523 0.09196
 151650 0.08643 0.14875 0.09521 0.09196
 151700 0.08644 0.14875 0.09518 0.09196
 151750 0.08645 0.14875 0.09514 0.09196
 151800 0.08646 0.14875 0.09511 0.09196
 151850 0.08647 0.14876 0.09507 0.09196
 151900 0.08648 0.14876 0.09503 0.09196
 151950  0.0865 0.14878 0.09499 0.09197
 152000 0.08652  0.1488 0.09496 0.09198
 152050 0.08654 0.14882 0.09492 0.09199
 152100 0.08656 0.14886 0.09489 0.09201
 152150 0.08658 0.14889 0.09485 0.09203
 152200  0.0866 0.14894 0.09483 0.09205
 152250 0.08661 0.14899 0.09481 0.09207
 152300 0.08663 0.14904 0.09481 0.09209
 152350 0.08664  0.1491 0.09482  0.0921
 152400 0.08666 0.14917 0.09483  0.0921
 152450 0.08667 0.14925 0.09485 0.09209
 152500 0.08668 0.14934 0.09487 0.09209
 152550 0.08669 0.14943 0.09489 0.09208
 152600 0.08671 0.14952 0.09491 0.09207
 152650 0.08672 0.14962 0.09492 0.09206
 152700 0.08674 0.14972 0.09494 0.09204
 152750 0.08675 0.14983 0.09495 0.09202
 152800 0.08677 0.14995 0.09498  0.092
 152850 0.08679 0.15008  0.095  0.09199
 152900  0.0868 0.15023 0.09501 0.09197
 152950 0.08682 0.15037  0.095  0.09196
 153000 0.08684 0.15051 0.09499 0.09195
 153050 0.08687 0.15065 0.09497 0.09194
 153100  0.0869 0.15078 0.09495 0.09193
 153150 0.08694 0.15091 0.09493 0.09191
 153200 0.08697 0.15105 0.09491  0.0919
 153250 0.08699 0.15118 0.09489 0.09189
 153300 0.08702 0.15132 0.09487 0.09188
 153350 0.08704 0.15146 0.09485 0.09186
 153400 0.08707 0.15158 0.09483 0.09185
 153450 0.08709 0.15171 0.09482 0.09182
 153500 0.08711 0.15183 0.09481 0.09179
 153550 0.08711 0.15194  0.0948 0.09176
 153600 0.08711 0.15204 0.09481 0.09172
 153650 0.08712 0.15213 0.09482 0.09169
 153700 0.08714 0.15222 0.09483 0.09167
 153750 0.08716  0.1523 0.09483 0.09166
 153800 0.08718 0.15239 0.09484 0.09165
 153850  0.0872 0.15247 0.09484 0.09165
 153900 0.08722 0.15255 0.09482 0.09165
 153950 0.08724 0.15263 0.09479 0.09164
 154000 0.08725 0.15271 0.09476 0.09164
 154050 0.08727 0.15279 0.09472 0.09165
 154100 0.08729 0.15287 0.09468 0.09166
 154150  0.0873 0.15296 0.09464 0.09166
 154200 0.08732 0.15305  0.0946 0.09166
 154250 0.08734 0.15315 0.09456 0.09166
 154300 0.08735 0.15324 0.09453 0.09166
 154350 0.08737 0.15333  0.0945 0.09166
 154400 0.08738 0.15341 0.09449 0.09165
 154450  0.0874 0.15349 0.09447 0.09166
 154500 0.08742 0.15356 0.09447 0.09168
 154550 0.08743 0.15363 0.09447  0.0917
 154600 0.08745 0.15369 0.09447 0.09173
 154650 0.08746 0.15375 0.09448 0.09175
 154700 0.08747 0.15381 0.09449 0.09177
 154750 0.08747 0.15387 0.09449 0.09178
 154800 0.08746 0.15392  0.0945  0.0918
 154850 0.08746 0.15397 0.09449 0.09181
 154900 0.08745 0.15403 0.09449 0.09181
 154950 0.08745 0.15409 0.09449 0.09181
 155000 0.08745 0.15415 0.09449 0.09181
 155050 0.08745 0.15422 0.09449 0.09182
 155100 0.08745 0.15428 0.09449 0.09183
 155150 0.08746 0.15433  0.0945 0.09185
 155200 0.08746 0.15439 0.09449 0.09186
 155250 0.08747 0.15444 0.09449 0.09187
 155300 0.08748 0.15449 0.09448 0.09188
 155350 0.08749 0.15453 0.09447 0.09188
 155400  0.0875 0.15456 0.09446 0.09189
 155450 0.08751 0.15458 0.09444  0.0919
 155500 0.08752 0.15459 0.09443 0.09191
 155550 0.08753  0.1546 0.09441 0.09191
 155600 0.08754  0.1546 0.09439 0.09192
 155650 0.08754  0.1546 0.09436 0.09194
 155700 0.08754 0.15459 0.09434 0.09196
 155750 0.08754 0.15458 0.09432 0.09197
 155800 0.08754 0.15457 0.09431 0.09198
 155850 0.08753 0.15457 0.09431  0.092
 155900 0.08753 0.15457  0.0943 0.09202
 155950 0.08753 0.15458  0.0943 0.09204
 156000 0.08753 0.15459 0.09429 0.09206
 156050 0.08753  0.1546 0.09427 0.09208
 156100 0.08752 0.15462 0.09425 0.09209
 156150 0.08752 0.15463 0.09422 0.09211
 156200 0.08751 0.15464  0.0942 0.09212
 156250 0.08751 0.15466 0.09419 0.09212
 156300  0.0875 0.15467 0.09419 0.09213
 156350 0.08749 0.15469 0.09418 0.09213
 156400 0.08748  0.1547 0.09417 0.09212
 156450 0.08748 0.15471 0.09415 0.09213
 156500 0.08748 0.15472 0.09414 0.09214
 156550 0.08748 0.15473 0.09412 0.09215
 156600  0.0875 0.15474 0.09411 0.09216
 156650 0.08751 0.15475  0.0941 0.09217
 156700 0.08752 0.15477 0.09408 0.09217
 156750 0.08753  0.1548 0.09407 0.09216
 156800 0.08753 0.15483 0.09404 0.09216
 156850 0.08753 0.15487 0.09401 0.09215
 156900 0.08752 0.15492 0.09399 0.09214
 156950 0.08752 0.15497 0.09396 0.09214
 157000 0.08751 0.15502 0.09393 0.09213
 157050 0.08751 0.15509 0.09391 0.09212
 157100 0.08752 0.15516 0.09389 0.09211
 157150 0.08754 0.15524 0.09388  0.0921
 157200 0.08756 0.15532 0.09386 0.09209
 157250 0.08757 0.15541 0.09386 0.09208
 157300 0.08758  0.1555 0.09387 0.09208
 157350 0.08759 0.15559 0.09389 0.09209
 157400  0.0876 0.15567  0.0939  0.0921
 157450  0.0876 0.15576 0.09392 0.09211
 157500 0.08761 0.15584 0.09394 0.09211
 157550 0.08762 0.15592 0.09396 0.09212
 157600 0.08763  0.156  0.09398 0.09214
 157650 0.08765 0.15608 0.09401 0.09215
 157700 0.08767 0.15615 0.09404 0.09216
 157750 0.08769 0.15621 0.09408 0.09217
 157800 0.08772 0.15628 0.09411 0.09218
 157850 0.08774 0.15634 0.09414 0.09218
 157900 0.08777  0.1564 0.09417 0.09218
 157950 0.08779 0.15647  0.0942 0.09217
 158000 0.08781 0.15654 0.09422 0.09216
 158050 0.08783  0.1566 0.09423 0.09215
 158100 0.08786 0.15666 0.09423 0.09215
 158150 0.08789 0.15672 0.09423 0.09214
 158200 0.08792 0.15678 0.09423 0.09214
 158250 0.08795 0.15684 0.09422 0.09215
 158300 0.08799  0.1569  0.0942 0.09216
 158350 0.08802 0.15696 0.09419 0.09219
 158400 0.08805 0.15701 0.09417 0.09221
 158450 0.08809 0.15708 0.09415 0.09224
 158500 0.08813 0.15714 0.09413 0.09226
 158550 0.08817 0.15721  0.0941 0.09227
 158600  0.0882 0.15727 0.09408 0.09227
 158650 0.08824 0.15732 0.09406 0.09227
 158700 0.08827 0.15738 0.09403 0.09227
 158750  0.0883 0.15743 0.09401 0.09226
 158800 0.08834 0.15748  0.094  0.09226
 158850 0.08837 0.15751 0.09399 0.09225
 158900  0.0884 0.15754 0.09397 0.09226
 158950 0.08843 0.15757 0.09397 0.09227
 159000 0.08847 0.15758 0.09396 0.09228
 159050  0.0885 0.15759 0.09396 0.09228
 159100 0.08852  0.1576 0.09395 0.09228
 159150 0.08854  0.1576 0.09395 0.09227
 159200 0.08856  0.1576 0.09396 0.09227
 159250 0.08856  0.1576 0.09397 0.09226
 159300 0.08858 0.15759 0.09398 0.09226
 159350 0.08859 0.15758  0.094  0.09226
 159400 0.08862 0.15758 0.09401 0.09226
 159450 0.08865 0.15757 0.09403 0.09226
 159500 0.08869 0.15757 0.09404 0.09227
 159550 0.08872 0.15758 0.09404 0.09228
 159600 0.08874 0.15758 0.09404  0.0923
 159650 0.08876  0.1576 0.09403 0.09232
 159700 0.08878 0.15761 0.09403 0.09234
 159750 0.08879 0.15763 0.09403 0.09235
 159800  0.0888 0.15766 0.09402 0.09236
 159850 0.08881  0.1577 0.09402 0.09237
 159900 0.08882 0.15773 0.09402 0.09237
 159950 0.08883 0.15778 0.09403 0.09236
 160000 0.08884 0.15782 0.09404 0.09236
 160050 0.08886 0.15787 0.09406 0.09235
 160100 0.08888 0.15792 0.09408 0.09235
 160150  0.0889 0.15796 0.09411 0.09235
 160200 0.08891 0.15801 0.09413 0.09236
 160250 0.08893 0.15807 0.09415 0.09238
 160300 0.08893 0.15814 0.09417 0.09242
 160350 0.08893 0.15822 0.09419 0.09245
 160400 0.08892 0.15831 0.09421 0.09249
 160450 0.08892  0.1584 0.09422 0.09253
 160500 0.08891  0.1585 0.09422 0.09256
 160550  0.0889  0.1586 0.09422 0.09259
 160600  0.0889 0.15869 0.09421 0.09262
 160650  0.0889 0.15878 0.09419 0.09265
 160700  0.0889 0.15888 0.09417 0.09268
 160750  0.0889 0.15897 0.09415 0.09269
 160800 0.08891 0.15907 0.09413  0.0927
 160850 0.08892 0.15916 0.09412  0.0927
 160900 0.08893 0.15926 0.09412  0.0927
 160950 0.08894 0.15936 0.09412 0.09271
 161000 0.08894 0.15946 0.09412 0.09271
 161050 0.08894 0.15956 0.09412 0.09271
 161100 0.08894 0.15966 0.09413 0.09271
 161150 0.08894 0.15975 0.09413 0.09271
 161200 0.08895 0.15984 0.09413 0.09273
 161250 0.08895 0.15992 0.09414 0.09274
 161300 0.08895 0.16001 0.09414 0.09275
 161350 0.08894 0.16011 0.09414 0.09277
 161400 0.08893 0.16021 0.09415 0.09278
 161450 0.08892  0.1603 0.09415 0.09279
 161500 0.08892  0.1604 0.09415 0.09279
 161550 0.08892  0.1605 0.09415 0.09279
 161600 0.08892  0.1606 0.09415 0.09279
 161650 0.08891 0.16072 0.09415 0.09279
 161700  0.0889 0.16083 0.09415  0.0928
 161750  0.0889 0.16094 0.09414  0.0928
 161800 0.08889 0.16106 0.09413  0.0928
 161850 0.08888 0.16117 0.09412 0.09281
 161900 0.08887 0.16127 0.09411 0.09282
 161950 0.08886 0.16137 0.09411 0.09284
 162000 0.08886 0.16147 0.09411 0.09286
 162050 0.08885 0.16157 0.09411 0.09288
 162100 0.08885 0.16168 0.09411  0.0929
 162150 0.08885 0.16178 0.09411 0.09292
 162200 0.08885 0.16189 0.09412 0.09293
 162250 0.08885  0.162  0.09412 0.09295
 162300 0.08885 0.16211 0.09412 0.09297
 162350 0.08885 0.16221 0.09412 0.09298
 162400 0.08885 0.16231 0.09411 0.09299
 162450 0.08885 0.16242 0.09411  0.093
 162500 0.08885 0.16252 0.09411 0.09301
 162550 0.08885 0.16261  0.0941 0.09301
 162600 0.08886 0.16271 0.09409 0.09302
 162650 0.08888  0.1628 0.09406 0.09302
 162700 0.08889 0.16288 0.09403 0.09302
 162750  0.0889 0.16297  0.094  0.09302
 162800 0.08892 0.16306 0.09397 0.09302
 162850 0.08893 0.16315 0.09395 0.09302
 162900 0.08893 0.16324 0.09393 0.09303
 162950 0.08894 0.16333 0.09391 0.09304
 163000 0.08895 0.16342 0.09389 0.09305
 163050 0.08897  0.1635 0.09387 0.09306
 163100  0.089  0.16358 0.09385 0.09307
 163150 0.08902 0.16365 0.09383 0.09307
 163200 0.08903 0.16373 0.09381 0.09307
 163250 0.08904  0.1638  0.0938 0.09307
 163300 0.08905 0.16389 0.09378 0.09306
 163350 0.08905 0.16397 0.09377 0.09306
 163400 0.08905 0.16405 0.09375 0.09307
 163450 0.08904 0.16413 0.09373 0.09307
 163500 0.08903 0.16419 0.09371 0.09307
 163550 0.08902 0.16425 0.09369 0.09308
 163600 0.08901 0.16431 0.09367 0.09308
 163650 0.08901 0.16437 0.09365 0.09308
 163700 0.08901 0.16443 0.09364 0.09308
 163750 0.08901 0.16449 0.09364 0.09308
 163800 0.08902 0.16456 0.09364 0.09309
 163850 0.08902 0.16462 0.09365  0.0931
 163900 0.08902 0.16468 0.09366 0.09311
 163950 0.08903 0.16474 0.09366 0.09313
 164000 0.08904 0.16478 0.09366 0.09314
 164050 0.08906 0.16483 0.09365 0.09315
 164100 0.08908 0.16487 0.09364 0.09317
 164150  0.0891 0.16491 0.09363 0.09319
 164200 0.08911 0.16495 0.09362 0.09319
 164250 0.08911 0.16498  0.0936 0.09319
 164300 0.08911 0.16502 0.09358 0.09318
 164350  0.0891 0.16505 0.09356 0.09318
 164400 0.08909 0.16509 0.09354 0.09317
 164450 0.08907 0.16513 0.09351 0.09317
 164500 0.08906 0.16517 0.09349 0.09318
 164550 0.08906 0.16522 0.09348 0.09319
 164600 0.08907 0.16529 0.09347  0.0932
 164650 0.08909 0.16535 0.09348 0.09321
 164700 0.08911 0.16541 0.09349 0.09321
 164750 0.08912 0.16548  0.0935 0.09322
 164800 0.08914 0.16557 0.09351 0.09324
 164850 0.08915 0.16566 0.09351 0.09325
 164900 0.08916 0.16575  0.0935 0.09325
 164950 0.08917 0.16586  0.0935 0.09326
 165000 0.08918 0.16596 0.09349 0.09325
 165050 0.08919 0.16607 0.09348 0.09325
 165100  0.0892 0.16619 0.09347 0.09326
 165150  0.0892 0.16631 0.09346 0.09327
 165200  0.0892 0.16643 0.09344 0.09329
 165250  0.0892 0.16655 0.09342 0.09331
 165300  0.0892 0.16666 0.09341 0.09333
 165350 0.08919 0.16676 0.09338 0.09335
 165400 0.08919 0.16686 0.09335 0.09337
 165450 0.08919 0.16695 0.09332 0.09338
 165500  0.0892 0.16704 0.09328 0.09338
 165550 0.08919 0.16713 0.09325 0.09338
 165600 0.08918 0.16722 0.09323 0.09338
 165650 0.08918  0.1673  0.0932 0.09338
 165700 0.08918 0.16738 0.09318 0.09339
 165750 0.08918 0.16744 0.09316 0.09339
 165800 0.08919  0.1675 0.09315  0.0934
 165850 0.08919 0.16755 0.09313 0.09341
 165900 0.08919  0.1676 0.09313 0.09342
 165950 0.08919 0.16764 0.09314 0.09344
 166000 0.08919 0.16768 0.09314 0.09346
 166050 0.08919 0.16773 0.09314 0.09349
 166100 0.08918 0.16779 0.09314 0.09351
 166150 0.08916 0.16786 0.09313 0.09354
 166200 0.08915 0.16793 0.09312 0.09357
 166250 0.08915 0.16801 0.09311 0.09359
 166300 0.08915  0.1681  0.0931 0.09361
 166350 0.08915 0.16819  0.0931 0.09362
 166400 0.08915 0.16827  0.0931 0.09362
 166450 0.08916 0.16836 0.09311 0.09361
 166500 0.08916 0.16843 0.09312  0.0936
 166550 0.08915 0.16851 0.09313 0.09358
 166600 0.08915 0.16858 0.09314 0.09357
 166650 0.08914 0.16866 0.09317 0.09356
 166700 0.08914 0.16875 0.09319 0.09355
 166750 0.08914 0.16883  0.0932 0.09354
 166800 0.08915 0.16891 0.09321 0.09353
 166850 0.08916 0.16899 0.09322 0.09353
 166900 0.08918 0.16905 0.09323 0.09354
 166950  0.0892  0.1691 0.09323 0.09357
 167000 0.08921 0.16914 0.09323  0.0936
 167050 0.08923 0.16919 0.09324 0.09363
 167100 0.08925 0.16925 0.09324 0.09366
 167150 0.08927 0.16931 0.09324 0.09369
 167200 0.08929 0.16937 0.09324 0.09372
 167250 0.08931 0.16943 0.09323 0.09374
 167300 0.08934 0.16947 0.09322 0.09375
 167350 0.08936 0.16951 0.09321 0.09376
 167400 0.08939 0.16952 0.09319 0.09378
 167450 0.08941 0.16953 0.09318  0.0938
 167500 0.08943 0.16951 0.09318 0.09382
 167550 0.08945 0.16949 0.09318 0.09383
 167600 0.08947 0.16946 0.09319 0.09384
 167650 0.08949 0.16943 0.09319 0.09384
 167700  0.0895  0.1694  0.0932 0.09384
 167750 0.08952 0.16938 0.09321 0.09385
 167800 0.08953 0.16938 0.09321 0.09385
 167850 0.08953 0.16937 0.09321 0.09385
 167900 0.08954 0.16937  0.0932 0.09386
 167950 0.08954 0.16939  0.0932 0.09386
 168000 0.08954  0.1694  0.0932 0.09386
 168050 0.08955 0.16943 0.09319 0.09386
 168100 0.08955 0.16947 0.09317 0.09385
 168150 0.08956 0.16951 0.09316 0.09385
 168200 0.08956 0.16955 0.09315 0.09385
 168250 0.08957 0.16959 0.09314 0.09385
 168300 0.08957 0.16964 0.09312 0.09385
 168350 0.08958  0.1697  0.0931 0.09385
 168400 0.08959 0.16977 0.09307 0.09386
 168450 0.08961 0.16984 0.09306 0.09387
 168500 0.08963 0.16992 0.09305 0.09387
 168550 0.08965 0.17002 0.09304 0.09387
 168600 0.08966 0.17012 0.09304 0.09387
 168650 0.08968 0.17022 0.09303 0.09386
 168700 0.08968 0.17032 0.09302 0.09385
 168750 0.08967 0.17043 0.09302 0.09384
 168800 0.08967 0.17053 0.09302 0.09383
 168850 0.08966 0.17063 0.09302 0.09382
 168900 0.08965 0.17074 0.09302 0.09381
 168950 0.08963 0.17084  0.093   0.0938
 169000 0.08961 0.17095 0.09299 0.09379
 169050  0.0896 0.17105 0.09296 0.09379
 169100 0.08958 0.17115 0.09292 0.09378
 169150 0.08957 0.17124 0.09288 0.09378
 169200 0.08957 0.17133 0.09284  0.0938
 169250 0.08957 0.17142 0.09279 0.09381
 169300 0.08958 0.17151 0.09275 0.09382
 169350 0.08959  0.1716 0.09271 0.09383
 169400 0.08959 0.17168 0.09267 0.09384
 169450 0.08959 0.17177 0.09263 0.09385
 169500 0.08958 0.17187 0.09259 0.09388
 169550 0.08957 0.17197 0.09255  0.0939
 169600 0.08956 0.17207 0.09251 0.09394
 169650 0.08955 0.17216 0.09249 0.09397
 169700 0.08955 0.17224 0.09247 0.09399
 169750 0.08955 0.17232 0.09245 0.09401
 169800 0.08955 0.17239 0.09245 0.09403
 169850 0.08955 0.17245 0.09244 0.09404
 169900 0.08956 0.17252 0.09245 0.09406
 169950 0.08957 0.17258 0.09245 0.09407
 170000 0.08957 0.17266 0.09245 0.09408
 170050 0.08958 0.17274 0.09244 0.09408
 170100 0.08959 0.17282 0.09243 0.09408
 170150  0.0896 0.17291 0.09242 0.09408
 170200  0.0896 0.17299  0.0924 0.09408
 170250 0.08961 0.17309 0.09239 0.09408
 170300 0.08961  0.1732 0.09237  0.0941
 170350 0.08962 0.17332 0.09236 0.09412
 170400 0.08963 0.17343 0.09234 0.09413
 170450 0.08963 0.17355 0.09233 0.09415
 170500 0.08964 0.17366 0.09231 0.09417
 170550 0.08964 0.17377  0.0923 0.09418
 170600 0.08965 0.17387 0.09229 0.09419
 170650 0.08966 0.17396 0.09227 0.09421
 170700 0.08966 0.17405 0.09225 0.09422
 170750 0.08966 0.17412 0.09224 0.09424
 170800 0.08967 0.17419 0.09223 0.09425
 170850 0.08967 0.17426 0.09222 0.09424
 170900 0.08968 0.17431 0.09221 0.09424
 170950 0.08968 0.17435 0.09221 0.09424
 171000 0.08968 0.17438 0.09221 0.09424
 171050 0.08968 0.17442 0.09221 0.09424
 171100 0.08969 0.17445 0.09222 0.09426
 171150  0.0897 0.17448 0.09222 0.09428
 171200 0.08971  0.1745 0.09221 0.09431
 171250 0.08972 0.17451  0.0922 0.09434
 171300 0.08974 0.17452 0.09218 0.09437
 171350 0.08974 0.17452 0.09215 0.09439
 171400 0.08974 0.17452 0.09211 0.09441
 171450 0.08975 0.17452 0.09208 0.09441
 171500 0.08975 0.17452 0.09205 0.09442
 171550 0.08976 0.17453 0.09204 0.09443
 171600 0.08977 0.17453 0.09202 0.09443
 171650 0.08978 0.17454 0.09201 0.09443
 171700 0.08979 0.17453  0.092  0.09443
 171750 0.08978 0.17453  0.092  0.09441
 171800 0.08978 0.17451 0.09199 0.09439
 171850 0.08978 0.17449 0.09198 0.09437
 171900 0.08979 0.17446 0.09198 0.09435
 171950 0.08981 0.17443 0.09198 0.09433
 172000 0.08983 0.17439 0.09198 0.09431
 172050 0.08984 0.17436 0.09197 0.09431
 172100 0.08986 0.17432 0.09196 0.09431
 172150 0.08988 0.17428 0.09195 0.09431
 172200  0.0899 0.17426 0.09194 0.09432
 172250 0.08991 0.17425 0.09193 0.09431
 172300 0.08992 0.17426 0.09192 0.09431
 172350 0.08993 0.17428 0.09191  0.0943
 172400 0.08995 0.17431 0.09189  0.0943
 172450 0.08996 0.17435 0.09188  0.0943
