   fs    GO-OH  GO-OH-SV GO-OH-DV GO-OH-SW
 66750  0.07566 0.12112 0.09568 0.08437
 66800  0.07567 0.12111 0.09567 0.08437
 66850  0.07567 0.12111 0.09567 0.08436
 66900  0.07567  0.1211 0.09568 0.08436
 66950  0.07566 0.12109 0.09568 0.08436
 67000  0.07565 0.12107 0.09568 0.08436
 67050  0.07565 0.12106 0.09567 0.08437
 67100  0.07564 0.12104 0.09566 0.08437
 67150  0.07563 0.12102 0.09566 0.08438
 67200  0.07562  0.121  0.09567  0.0844
 67250   0.0756 0.12098 0.09568 0.08441
 67300  0.07558 0.12096 0.09569 0.08441
 67350  0.07556 0.12093  0.0957 0.08441
 67400  0.07554 0.12091  0.0957 0.08441
 67450  0.07551 0.12088  0.0957 0.08441
 67500   0.0755 0.12085  0.0957 0.08442
 67550   0.0755 0.12083 0.09571 0.08442
 67600  0.07551 0.12081 0.09571 0.08443
 67650  0.07552 0.12079 0.09572 0.08444
 67700  0.07554 0.12078 0.09574 0.08445
 67750  0.07555 0.12078 0.09575 0.08446
 67800  0.07557 0.12078 0.09577 0.08446
 67850  0.07557 0.12077  0.0958 0.08446
 67900  0.07558 0.12077 0.09583 0.08445
 67950  0.07558 0.12077 0.09586 0.08444
 68000  0.07559 0.12078 0.09588 0.08443
 68050   0.0756 0.12078  0.0959 0.08442
 68100  0.07561 0.12079 0.09591  0.0844
 68150  0.07563 0.12079 0.09593 0.08439
 68200  0.07564 0.12079 0.09595 0.08437
 68250  0.07564 0.12079 0.09597 0.08435
 68300  0.07564 0.12079 0.09598 0.08434
 68350  0.07564 0.12078  0.096  0.08433
 68400  0.07564 0.12077 0.09601 0.08433
 68450  0.07565 0.12076 0.09601 0.08433
 68500  0.07565 0.12075 0.09601 0.08432
 68550  0.07566 0.12074  0.096  0.08431
 68600  0.07566 0.12073 0.09599 0.08431
 68650  0.07565 0.12073 0.09598 0.08431
 68700  0.07564 0.12071 0.09597 0.08431
 68750  0.07563 0.12071 0.09596 0.08432
 68800  0.07562  0.1207 0.09594 0.08432
 68850  0.07561 0.12069 0.09592 0.08432
 68900   0.0756 0.12067  0.0959 0.08432
 68950   0.0756 0.12066  0.0959 0.08433
 69000   0.0756 0.12065  0.0959 0.08434
 69050   0.0756 0.12063  0.0959 0.08437
 69100  0.07561 0.12059 0.09591 0.08439
 69150  0.07562 0.12055 0.09592  0.0844
 69200  0.07563 0.12051 0.09593 0.08441
 69250  0.07564 0.12047 0.09594 0.08441
 69300  0.07564 0.12043 0.09595 0.08441
 69350  0.07564  0.1204 0.09596 0.08441
 69400  0.07563 0.12037 0.09596 0.08441
 69450  0.07563 0.12034 0.09596 0.08442
 69500  0.07563  0.1203 0.09595 0.08443
 69550  0.07562 0.12027 0.09594 0.08444
 69600   0.0756 0.12024 0.09594 0.08445
 69650  0.07558 0.12021 0.09594 0.08446
 69700  0.07557 0.12018 0.09594 0.08446
 69750  0.07557 0.12014 0.09594 0.08445
 69800  0.07557 0.12011 0.09593 0.08445
 69850  0.07559 0.12008 0.09592 0.08446
 69900   0.0756 0.12004 0.09591 0.08447
 69950  0.07562 0.12001 0.09591 0.08448
 70000  0.07563 0.11997 0.09591 0.08448
 70050  0.07563 0.11993  0.0959 0.08449
 70100  0.07564 0.11989 0.09589  0.0845
 70150  0.07563 0.11986 0.09587  0.0845
 70200  0.07563 0.11982 0.09586  0.0845
 70250  0.07562 0.11979 0.09584  0.0845
 70300   0.0756 0.11975 0.09583 0.08449
 70350  0.07558 0.11972 0.09583 0.08448
 70400  0.07556 0.11969 0.09582 0.08448
 70450  0.07554 0.11968 0.09582 0.08447
 70500  0.07551 0.11967 0.09582 0.08445
 70550   0.0755 0.11965 0.09582 0.08444
 70600  0.07548 0.11964 0.09583 0.08443
 70650  0.07548 0.11964 0.09584 0.08443
 70700  0.07549 0.11964 0.09586 0.08442
 70750   0.0755 0.11964 0.09588 0.08441
 70800   0.0755 0.11966  0.0959  0.0844
 70850   0.0755 0.11967 0.09592 0.08439
 70900  0.07551  0.1197 0.09593 0.08439
 70950  0.07552 0.11974 0.09594 0.08437
 71000  0.07553 0.11976 0.09594 0.08436
 71050  0.07554 0.11978 0.09594 0.08435
 71100  0.07555 0.11978 0.09593 0.08434
 71150  0.07555 0.11978 0.09593 0.08434
 71200  0.07554 0.11977 0.09593 0.08435
 71250  0.07553 0.11976 0.09593 0.08436
 71300  0.07553 0.11975 0.09592 0.08436
 71350  0.07553 0.11974 0.09592 0.08436
 71400  0.07553 0.11973 0.09592 0.08435
 71450  0.07554 0.11973 0.09592 0.08433
 71500  0.07555 0.11972 0.09592 0.08431
 71550  0.07556  0.1197 0.09592  0.0843
 71600  0.07557 0.11966 0.09592 0.08429
 71650  0.07559 0.11962 0.09591 0.08427
 71700   0.0756 0.11957 0.09592 0.08426
 71750  0.07561 0.11951 0.09592 0.08426
 71800  0.07562 0.11946 0.09592 0.08426
 71850  0.07563  0.1194 0.09592 0.08427
 71900  0.07564 0.11934 0.09591 0.08427
 71950  0.07564 0.11927  0.0959 0.08428
 72000  0.07564 0.11921 0.09589 0.08429
 72050  0.07565 0.11914 0.09589  0.0843
 72100  0.07565 0.11908 0.09588  0.0843
 72150  0.07565 0.11901 0.09588 0.08431
 72200  0.07565 0.11894 0.09589 0.08432
 72250  0.07565 0.11888  0.0959 0.08433
 72300  0.07565 0.11882 0.09593 0.08435
 72350  0.07566 0.11875 0.09597 0.08436
 72400  0.07566 0.11868  0.096  0.08436
 72450  0.07568 0.11862 0.09603 0.08437
 72500  0.07569 0.11855 0.09606 0.08437
 72550  0.07571 0.11848 0.09609 0.08437
 72600  0.07572 0.11841 0.09612 0.08436
 72650  0.07574 0.11835 0.09615 0.08435
 72700  0.07576 0.11829 0.09617 0.08435
 72750  0.07578 0.11822 0.09619 0.08435
 72800   0.0758 0.11817  0.0962 0.08435
 72850  0.07582 0.11812 0.09621 0.08435
 72900  0.07582 0.11807 0.09622 0.08435
 72950  0.07583 0.11802 0.09623 0.08435
 73000  0.07582 0.11796 0.09623 0.08435
 73050  0.07582 0.11792 0.09624 0.08436
 73100  0.07582 0.11789 0.09625 0.08436
 73150  0.07583 0.11786 0.09626 0.08436
 73200  0.07583 0.11785 0.09626 0.08437
 73250  0.07584 0.11783 0.09627 0.08437
 73300  0.07585 0.11781 0.09627 0.08438
 73350  0.07586 0.11778 0.09628 0.08438
 73400  0.07587 0.11775  0.0963 0.08439
 73450  0.07588 0.11771 0.09632  0.0844
 73500  0.07588 0.11767 0.09635 0.08441
 73550  0.07589 0.11762 0.09638 0.08442
 73600   0.0759 0.11757  0.0964 0.08444
 73650  0.07591 0.11754 0.09642 0.08447
 73700  0.07593  0.1175 0.09643 0.08449
 73750  0.07594 0.11747 0.09643  0.0845
 73800  0.07595 0.11745 0.09642 0.08451
 73850  0.07596 0.11742  0.0964 0.08452
 73900  0.07598 0.11739 0.09639 0.08452
 73950  0.07599 0.11737 0.09638 0.08454
 74000  0.07601 0.11735 0.09636 0.08456
 74050  0.07602 0.11733 0.09635 0.08457
 74100  0.07604 0.11731 0.09634 0.08459
 74150  0.07605 0.11729 0.09633 0.08461
 74200  0.07607 0.11726 0.09632 0.08463
 74250  0.07609 0.11723  0.0963 0.08466
 74300   0.0761 0.11721 0.09629 0.08468
 74350  0.07611 0.11719 0.09627 0.08469
 74400  0.07611 0.11718 0.09627  0.0847
 74450  0.07611 0.11716 0.09626  0.0847
 74500   0.0761 0.11714 0.09627  0.0847
 74550  0.07608 0.11711 0.09627  0.0847
 74600  0.07606 0.11708 0.09628 0.08471
 74650  0.07605 0.11704  0.0963 0.08471
 74700  0.07602  0.117  0.09631 0.08471
 74750   0.076  0.11697 0.09631 0.08471
 74800  0.07598 0.11695 0.09633  0.0847
 74850  0.07597 0.11694 0.09634 0.08468
 74900  0.07595 0.11694 0.09636 0.08467
 74950  0.07594 0.11693 0.09636 0.08466
 75000  0.07593 0.11691 0.09637 0.08466
 75050  0.07593 0.11689 0.09637 0.08465
 75100  0.07592 0.11687 0.09636 0.08464
 75150  0.07592 0.11685 0.09636 0.08464
 75200  0.07592 0.11682 0.09635 0.08464
 75250  0.07592 0.11677 0.09635 0.08464
 75300  0.07592 0.11673 0.09634 0.08465
 75350  0.07593 0.11667 0.09634 0.08467
 75400  0.07593  0.1166 0.09633 0.08468
 75450  0.07594 0.11653 0.09632 0.08469
 75500  0.07594 0.11645 0.09631  0.0847
 75550  0.07594 0.11636  0.0963 0.08471
 75600  0.07595 0.11628 0.09627 0.08471
 75650  0.07594  0.1162 0.09626 0.08472
 75700  0.07594 0.11612 0.09625 0.08472
 75750  0.07594 0.11605 0.09624 0.08472
 75800  0.07594 0.11598 0.09623 0.08473
 75850  0.07594 0.11592 0.09621 0.08472
 75900  0.07594 0.11585 0.09619 0.08472
 75950  0.07594 0.11578 0.09618 0.08471
 76000  0.07595 0.11572 0.09616 0.08469
 76050  0.07595 0.11567 0.09615 0.08466
 76100  0.07596 0.11562 0.09614 0.08463
 76150  0.07596 0.11557 0.09613  0.0846
 76200  0.07597 0.11552 0.09612 0.08457
 76250  0.07597 0.11549 0.09611 0.08455
 76300  0.07597 0.11546 0.09611 0.08453
 76350  0.07597 0.11544  0.0961 0.08452
 76400  0.07597 0.11542  0.0961 0.08451
 76450  0.07597 0.11541 0.09609 0.08451
 76500  0.07597  0.1154 0.09608  0.0845
 76550  0.07597  0.1154 0.09607 0.08448
 76600  0.07597  0.1154 0.09605 0.08447
 76650  0.07597 0.11539 0.09604 0.08446
 76700  0.07598 0.11539 0.09604 0.08446
 76750  0.07598  0.1154 0.09604 0.08447
 76800  0.07598 0.11541 0.09605 0.08448
 76850  0.07598 0.11544 0.09606 0.08448
 76900  0.07597 0.11547 0.09608 0.08447
 76950  0.07596  0.1155  0.0961 0.08446
 77000  0.07594 0.11554 0.09611 0.08444
 77050  0.07593 0.11558 0.09613 0.08443
 77100  0.07591 0.11563 0.09614 0.08441
 77150   0.0759 0.11569 0.09615 0.08439
 77200  0.07589 0.11575 0.09614 0.08437
 77250  0.07588 0.11582 0.09612 0.08436
 77300  0.07586 0.11588 0.09609 0.08436
 77350  0.07585 0.11595 0.09605 0.08436
 77400  0.07585 0.11602 0.09602 0.08437
 77450  0.07584 0.11609  0.096  0.08439
 77500  0.07585 0.11615 0.09599  0.0844
 77550  0.07586 0.11622 0.09597 0.08441
 77600  0.07587 0.11629 0.09596 0.08442
 77650  0.07589 0.11634 0.09595 0.08444
 77700   0.0759  0.1164 0.09594 0.08445
 77750  0.07591 0.11644 0.09593 0.08447
 77800  0.07592 0.11647 0.09592 0.08448
 77850  0.07593 0.11649 0.09592 0.08449
 77900  0.07595 0.11651 0.09593 0.08449
 77950  0.07596 0.11651 0.09594 0.08449
 78000  0.07596 0.11652 0.09596 0.08449
 78050  0.07596 0.11651 0.09596 0.08449
 78100  0.07596  0.1165 0.09597  0.0845
 78150  0.07595 0.11649 0.09597  0.0845
 78200  0.07595 0.11647 0.09598  0.0845
 78250  0.07594 0.11646 0.09598 0.08449
 78300  0.07593 0.11645 0.09599 0.08449
 78350  0.07592 0.11643 0.09598 0.08448
 78400  0.07591 0.11642 0.09597 0.08448
 78450  0.07591  0.1164 0.09596 0.08448
 78500  0.07592 0.11639 0.09594 0.08448
 78550  0.07593 0.11638 0.09591 0.08449
 78600  0.07594 0.11637 0.09588  0.0845
 78650  0.07595 0.11636 0.09585 0.08451
 78700  0.07595 0.11636 0.09583 0.08452
 78750  0.07596 0.11636  0.0958 0.08452
 78800  0.07596 0.11636 0.09578 0.08453
 78850  0.07597 0.11636 0.09578 0.08453
 78900  0.07599 0.11635 0.09579 0.08453
 78950  0.07601 0.11634  0.0958 0.08452
 79000  0.07603 0.11632 0.09582 0.08452
 79050  0.07606  0.1163 0.09583 0.08451
 79100  0.07607 0.11627 0.09584  0.0845
 79150  0.07608 0.11624 0.09585  0.0845
 79200  0.07609 0.11621 0.09585  0.0845
 79250  0.07609 0.11618 0.09585  0.0845
 79300  0.07609 0.11616 0.09584  0.0845
 79350   0.0761 0.11613 0.09583 0.08451
 79400   0.0761  0.1161 0.09581 0.08452
 79450  0.07609 0.11608 0.09578 0.08452
 79500  0.07608 0.11607 0.09574  0.0845
 79550  0.07607 0.11606 0.09571 0.08449
 79600  0.07606 0.11606 0.09568 0.08448
 79650  0.07605 0.11607 0.09565 0.08447
 79700  0.07604 0.11607 0.09562 0.08447
 79750  0.07603 0.11609  0.0956 0.08448
 79800  0.07603 0.11611 0.09558 0.08449
 79850  0.07603 0.11613 0.09556  0.0845
 79900  0.07604 0.11615 0.09554 0.08451
 79950  0.07606 0.11616 0.09553 0.08451
 80000  0.07608 0.11616 0.09552 0.08451
 80050  0.07609 0.11616 0.09551 0.08451
 80100   0.0761 0.11616 0.09551  0.0845
 80150  0.07612 0.11616 0.09551 0.08449
 80200  0.07613 0.11616 0.09552 0.08448
 80250  0.07614 0.11616 0.09553 0.08448
 80300  0.07615 0.11618 0.09555 0.08447
 80350  0.07614 0.11619 0.09556 0.08446
 80400  0.07614 0.11619 0.09558 0.08446
 80450  0.07614  0.1162  0.0956 0.08446
 80500  0.07613 0.11621 0.09561 0.08445
 80550  0.07614 0.11622 0.09563 0.08443
 80600  0.07614 0.11623 0.09565  0.0844
 80650  0.07615 0.11625 0.09567 0.08439
 80700  0.07617 0.11627 0.09568 0.08437
 80750  0.07619 0.11628  0.0957 0.08437
 80800  0.07622  0.1163  0.0957 0.08436
 80850  0.07624 0.11633 0.09571 0.08435
 80900  0.07626 0.11636 0.09571 0.08435
 80950  0.07629 0.11641 0.09571 0.08434
 81000  0.07631 0.11645 0.09572 0.08435
 81050  0.07633  0.1165 0.09573 0.08435
 81100  0.07635 0.11656 0.09575 0.08436
 81150  0.07637 0.11663 0.09576 0.08436
 81200  0.07639 0.11671 0.09577 0.08437
 81250   0.0764 0.11679 0.09577 0.08438
 81300  0.07642 0.11689 0.09578 0.08439
 81350  0.07642 0.11699 0.09578  0.0844
 81400  0.07642  0.1171 0.09577  0.0844
 81450  0.07642 0.11721 0.09575  0.0844
 81500  0.07642 0.11732 0.09574 0.08439
 81550  0.07642 0.11743 0.09574 0.08439
 81600  0.07642 0.11753 0.09573 0.08438
 81650  0.07642 0.11764 0.09573 0.08437
 81700  0.07641 0.11774 0.09573 0.08437
 81750  0.07641 0.11784 0.09573 0.08437
 81800  0.07642 0.11794 0.09573 0.08438
 81850  0.07642 0.11804 0.09574 0.08439
 81900  0.07642 0.11815 0.09574 0.08441
 81950  0.07642 0.11825 0.09575 0.08443
 82000  0.07642 0.11835 0.09575 0.08445
 82050  0.07642 0.11844 0.09574 0.08447
 82100  0.07642 0.11853 0.09574 0.08448
 82150  0.07642  0.1186 0.09573 0.08449
 82200  0.07644 0.11867 0.09571  0.0845
 82250  0.07645 0.11874 0.09568 0.08449
 82300  0.07646 0.11882 0.09566 0.08449
 82350  0.07648 0.11889 0.09562 0.08449
 82400  0.07649 0.11897 0.09559 0.08448
 82450  0.07651 0.11904 0.09557 0.08448
 82500  0.07653 0.11911 0.09554 0.08447
 82550  0.07655 0.11917 0.09552 0.08446
 82600  0.07656 0.11923  0.0955 0.08446
 82650  0.07658 0.11929 0.09547 0.08446
 82700  0.07658 0.11934 0.09545 0.08447
 82750  0.07659 0.11937 0.09542 0.08448
 82800  0.07659 0.11941  0.0954 0.08449
 82850  0.07659 0.11945 0.09538 0.08449
 82900  0.07659 0.11948 0.09535 0.08449
 82950   0.0766 0.11952 0.09533 0.08449
 83000  0.07661 0.11956  0.0953 0.08449
 83050  0.07661  0.1196 0.09529 0.08451
 83100  0.07661 0.11964 0.09527 0.08452
 83150  0.07661 0.11967 0.09526 0.08453
 83200  0.07661 0.11969 0.09525 0.08454
 83250   0.0766 0.11971 0.09523 0.08455
 83300  0.07659 0.11973 0.09522 0.08455
 83350  0.07658 0.11975  0.0952 0.08455
 83400  0.07657 0.11977 0.09519 0.08454
 83450  0.07656 0.11978 0.09518 0.08454
 83500  0.07655 0.11978 0.09517 0.08455
 83550  0.07653 0.11979 0.09517 0.08456
 83600  0.07651  0.1198 0.09516 0.08456
 83650  0.07649  0.1198 0.09516 0.08457
 83700  0.07647 0.11981 0.09516 0.08459
 83750  0.07644 0.11982 0.09516 0.08461
 83800  0.07642 0.11983 0.09517 0.08463
 83850   0.0764 0.11984 0.09517 0.08465
 83900   0.0764 0.11984 0.09518 0.08466
 83950   0.0764 0.11985 0.09518 0.08467
 84000   0.0764 0.11986 0.09518 0.08467
 84050   0.0764 0.11987 0.09519 0.08469
 84100  0.07641 0.11989 0.09519  0.0847
 84150  0.07642 0.11991 0.09519  0.0847
 84200  0.07644 0.11993 0.09518 0.08471
 84250  0.07644 0.11995 0.09517 0.08471
 84300  0.07645 0.11998 0.09516 0.08471
 84350  0.07645 0.12001 0.09515 0.08472
 84400  0.07644 0.12004 0.09514 0.08473
 84450  0.07643 0.12007 0.09514 0.08473
 84500  0.07642 0.12012 0.09514 0.08474
 84550  0.07641 0.12016 0.09513 0.08474
 84600  0.07641 0.12021 0.09512 0.08473
 84650  0.07641 0.12025  0.0951 0.08473
 84700  0.07642 0.12029 0.09508 0.08474
 84750  0.07643 0.12032 0.09507 0.08474
 84800  0.07643 0.12035 0.09506 0.08475
 84850  0.07644 0.12038 0.09505 0.08476
 84900  0.07645 0.12042 0.09504 0.08478
 84950  0.07646 0.12045 0.09502 0.08479
 85000  0.07646 0.12048 0.09501 0.08481
 85050  0.07647 0.12052 0.09499 0.08482
 85100  0.07648 0.12056 0.09498 0.08483
 85150  0.07649  0.1206 0.09497 0.08483
 85200   0.0765 0.12064 0.09496 0.08482
 85250  0.07651 0.12069 0.09496 0.08481
 85300  0.07653 0.12072 0.09496 0.08481
 85350  0.07654 0.12075 0.09496  0.0848
 85400  0.07655 0.12079 0.09497 0.08479
 85450  0.07657 0.12083 0.09498 0.08477
 85500  0.07658 0.12086 0.09499 0.08476
 85550  0.07659  0.1209  0.095  0.08475
 85600  0.07659 0.12093 0.09501 0.08474
 85650  0.07659 0.12098 0.09501 0.08474
 85700   0.0766 0.12102 0.09502 0.08475
 85750  0.07661 0.12106 0.09502 0.08477
 85800  0.07661 0.12111 0.09502 0.08478
 85850  0.07661 0.12117 0.09502 0.08479
 85900  0.07661 0.12124 0.09501  0.0848
 85950  0.07662  0.1213 0.09501 0.08481
 86000  0.07663 0.12136  0.095  0.08483
 86050  0.07665 0.12142 0.09499 0.08484
 86100  0.07666 0.12148 0.09498 0.08485
 86150  0.07668 0.12154 0.09496 0.08485
 86200  0.07669  0.1216 0.09495 0.08485
 86250  0.07671 0.12166 0.09493 0.08485
 86300  0.07673 0.12172 0.09491 0.08485
 86350  0.07675 0.12178  0.0949 0.08485
 86400  0.07676 0.12183  0.0949 0.08485
 86450  0.07677 0.12188 0.09491 0.08486
 86500  0.07677 0.12191 0.09493 0.08488
 86550  0.07676 0.12193 0.09495 0.08489
 86600  0.07676 0.12195 0.09496  0.0849
 86650  0.07676 0.12198 0.09497 0.08492
 86700  0.07676  0.122  0.09499 0.08494
 86750  0.07678 0.12202  0.095  0.08496
 86800   0.0768 0.12204 0.09501 0.08498
 86850  0.07681 0.12206 0.09501  0.085
 86900  0.07682  0.1221 0.09501 0.08501
 86950  0.07683 0.12212  0.095  0.08501
 87000  0.07684 0.12215 0.09499 0.08502
 87050  0.07684 0.12216 0.09497 0.08502
 87100  0.07685 0.12218 0.09496 0.08502
 87150  0.07685  0.1222 0.09494 0.08502
 87200  0.07686 0.12223 0.09492 0.08502
 87250  0.07687 0.12227  0.0949 0.08502
 87300  0.07688  0.1223 0.09488 0.08503
 87350  0.07689 0.12234 0.09487 0.08505
 87400   0.0769 0.12237 0.09486 0.08507
 87450   0.0769 0.12241 0.09486 0.08509
 87500   0.0769 0.12244 0.09486 0.08511
 87550   0.0769 0.12247 0.09487 0.08513
 87600  0.07689  0.1225 0.09488 0.08514
 87650  0.07688 0.12253 0.09489 0.08516
 87700  0.07688 0.12256  0.0949 0.08516
 87750  0.07688 0.12258 0.09491 0.08517
 87800  0.07687 0.12259 0.09491 0.08517
 87850  0.07688  0.1226 0.09491 0.08517
 87900  0.07688  0.1226 0.09492 0.08517
 87950  0.07687  0.1226 0.09492 0.08517
 88000  0.07687  0.1226 0.09493 0.08516
 88050  0.07685 0.12261 0.09494 0.08516
 88100  0.07684 0.12261 0.09495 0.08516
 88150  0.07682 0.12261 0.09497 0.08517
 88200   0.0768 0.12259 0.09498 0.08517
 88250  0.07679 0.12256 0.09501 0.08518
 88300  0.07677 0.12253 0.09503 0.08518
 88350  0.07675 0.12251 0.09505 0.08519
 88400  0.07674  0.1225 0.09505  0.0852
 88450  0.07674 0.12249 0.09505 0.08522
 88500  0.07674 0.12247 0.09504 0.08524
 88550  0.07674 0.12245 0.09504 0.08526
 88600  0.07674 0.12243 0.09504 0.08528
 88650  0.07673 0.12242 0.09504  0.0853
 88700  0.07672 0.12241 0.09503 0.08533
 88750  0.07671  0.1224 0.09502 0.08536
 88800  0.07669 0.12239 0.09501 0.08539
 88850  0.07668 0.12238 0.09501 0.08541
 88900  0.07667 0.12238  0.095  0.08543
 88950  0.07666 0.12239  0.095  0.08543
 89000  0.07665  0.1224 0.09501 0.08543
 89050  0.07665 0.12241 0.09501 0.08542
 89100  0.07665 0.12242 0.09501 0.08542
 89150  0.07666 0.12243 0.09501 0.08541
 89200  0.07667 0.12245 0.09501  0.0854
 89250  0.07669 0.12248 0.09501  0.0854
 89300   0.0767 0.12251 0.09501 0.08539
 89350  0.07673 0.12256  0.095  0.08538
 89400  0.07675 0.12261  0.095  0.08538
 89450  0.07676 0.12265 0.09499 0.08538
 89500  0.07678 0.12269 0.09498 0.08539
 89550  0.07679 0.12273 0.09497 0.08541
 89600   0.0768 0.12277 0.09495 0.08543
 89650  0.07681 0.12281 0.09493 0.08545
 89700  0.07682 0.12286 0.09492 0.08548
 89750  0.07683  0.1229  0.0949  0.0855
 89800  0.07684 0.12293 0.09489 0.08552
 89850  0.07685 0.12296 0.09487 0.08554
 89900  0.07686 0.12299 0.09486 0.08555
 89950  0.07687  0.123  0.09485 0.08555
 90000  0.07687 0.12301 0.09484 0.08554
 90050  0.07688 0.12301 0.09483 0.08554
 90100  0.07688  0.123  0.09483 0.08553
 90150  0.07689  0.123  0.09482 0.08552
 90200  0.07691 0.12299 0.09482 0.08551
 90250  0.07692 0.12299 0.09481  0.0855
 90300  0.07693 0.12299 0.09481 0.08549
 90350  0.07694  0.123  0.09482 0.08549
 90400  0.07695 0.12301 0.09483 0.08548
 90450  0.07696 0.12303 0.09484 0.08548
 90500  0.07697 0.12305 0.09486 0.08549
 90550   0.077  0.12307 0.09487 0.08549
 90600  0.07702 0.12309 0.09489  0.0855
 90650  0.07705 0.12311  0.0949 0.08551
 90700  0.07708 0.12313 0.09492 0.08551
 90750  0.07711 0.12316 0.09493 0.08551
 90800  0.07716  0.1232 0.09494 0.08551
 90850   0.0772 0.12323 0.09495  0.0855
 90900  0.07724 0.12328 0.09495 0.08549
 90950  0.07727 0.12332 0.09496 0.08549
 91000   0.0773 0.12337 0.09497 0.08548
 91050  0.07732 0.12341 0.09498 0.08547
 91100  0.07734 0.12345 0.09498 0.08546
 91150  0.07735 0.12351 0.09499 0.08545
 91200  0.07735 0.12355 0.09499 0.08544
 91250  0.07735 0.12359 0.09499 0.08545
 91300  0.07734 0.12361 0.09498 0.08546
 91350  0.07733 0.12364 0.09498 0.08547
 91400  0.07733 0.12366 0.09497  0.0855
 91450  0.07733 0.12368 0.09496 0.08552
 91500  0.07733  0.1237 0.09494 0.08555
 91550  0.07734 0.12371 0.09493 0.08558
 91600  0.07735 0.12372 0.09491 0.08562
 91650  0.07735 0.12372 0.09488 0.08566
 91700  0.07735 0.12372 0.09486  0.0857
 91750  0.07733 0.12372 0.09483 0.08572
 91800  0.07732 0.12373 0.09481 0.08574
 91850  0.07731 0.12375 0.09479 0.08575
 91900  0.07731 0.12375 0.09476 0.08574
 91950  0.07731 0.12376 0.09474 0.08573
 92000  0.07731 0.12375 0.09471 0.08571
 92050  0.07731 0.12375 0.09468 0.08569
 92100  0.07731 0.12375 0.09466 0.08567
 92150   0.0773 0.12375 0.09464 0.08566
 92200   0.0773 0.12374 0.09462 0.08564
 92250   0.0773 0.12375 0.09461 0.08563
 92300  0.07729 0.12376  0.0946 0.08562
 92350  0.07728 0.12378  0.0946 0.08561
 92400  0.07726  0.1238 0.09459 0.08561
 92450  0.07725 0.12384 0.09457  0.0856
 92500  0.07723 0.12387 0.09454  0.0856
 92550  0.07721  0.1239 0.09452  0.0856
 92600  0.07719 0.12393 0.09448 0.08561
 92650  0.07717 0.12396 0.09444 0.08562
 92700  0.07715  0.124  0.09441 0.08564
 92750  0.07714 0.12404 0.09439 0.08566
 92800  0.07713 0.12409 0.09436 0.08569
 92850  0.07714 0.12414 0.09434 0.08571
 92900  0.07716 0.12419 0.09433 0.08573
 92950  0.07718 0.12424 0.09432 0.08576
 93000   0.0772 0.12428 0.09431 0.08578
 93050  0.07722 0.12432 0.09432 0.08579
 93100  0.07724 0.12436 0.09434 0.08581
 93150  0.07726 0.12441 0.09435 0.08583
 93200  0.07727 0.12445 0.09435 0.08584
 93250  0.07728 0.12449 0.09435 0.08586
 93300  0.07729 0.12451 0.09435 0.08588
 93350   0.0773 0.12453 0.09434 0.08589
 93400  0.07731 0.12454 0.09433 0.08591
 93450  0.07731 0.12454 0.09431 0.08593
 93500  0.07732 0.12453 0.09429 0.08596
 93550  0.07732 0.12453 0.09426 0.08598
 93600  0.07733 0.12453 0.09424 0.08601
 93650  0.07734 0.12453 0.09422 0.08603
 93700  0.07735 0.12453 0.09421 0.08605
 93750  0.07737 0.12453  0.0942 0.08606
 93800   0.0774 0.12452  0.0942 0.08607
 93850  0.07742 0.12451  0.0942 0.08607
 93900  0.07744 0.12449 0.09421 0.08607
 93950  0.07745 0.12447 0.09421 0.08608
 94000  0.07746 0.12445 0.09423 0.08609
 94050  0.07747 0.12444 0.09424 0.08609
 94100  0.07749 0.12444 0.09425 0.08609
 94150   0.0775 0.12444 0.09427 0.08609
 94200   0.0775 0.12445 0.09428 0.08609
 94250  0.07751 0.12446  0.0943  0.0861
 94300  0.07751 0.12448  0.0943 0.08611
 94350  0.07752  0.1245 0.09431 0.08612
 94400  0.07753 0.12452 0.09433 0.08612
 94450  0.07754 0.12453 0.09435 0.08613
 94500  0.07756 0.12455 0.09438 0.08613
 94550  0.07756 0.12456 0.09441 0.08615
 94600  0.07757 0.12457 0.09443 0.08617
 94650  0.07757 0.12458 0.09444 0.08619
 94700  0.07757  0.1246 0.09445 0.08622
 94750  0.07758 0.12463 0.09444 0.08624
 94800   0.0776 0.12466 0.09443 0.08625
 94850  0.07762 0.12468 0.09442 0.08626
 94900  0.07763 0.12471 0.09442 0.08625
 94950  0.07765 0.12474 0.09442 0.08624
 95000  0.07767 0.12477 0.09442 0.08624
 95050  0.07768 0.12479 0.09443 0.08623
 95100  0.07769 0.12482 0.09444 0.08621
 95150   0.0777 0.12484 0.09445  0.0862
 95200  0.07771 0.12486 0.09447 0.08619
 95250  0.07773 0.12489 0.09448 0.08617
 95300  0.07774 0.12491 0.09448 0.08616
 95350  0.07775 0.12494 0.09448 0.08615
 95400  0.07776 0.12496 0.09448 0.08614
 95450  0.07776 0.12497 0.09447 0.08614
 95500  0.07776 0.12499 0.09446 0.08613
 95550  0.07776  0.125  0.09444 0.08613
 95600  0.07775  0.125  0.09444 0.08613
 95650  0.07775 0.12501 0.09443 0.08613
 95700  0.07774 0.12501 0.09443 0.08613
 95750  0.07774 0.12502 0.09442 0.08614
 95800  0.07774 0.12504  0.0944 0.08615
