   fs      Gr     GO-O   GO-OH  GO-COOH
 231400  0.2808 0.12907 0.09585 0.08035
 231450 0.28088 0.12911 0.09586 0.08035
 231500 0.28097 0.12914 0.09587 0.08036
 231550 0.28106 0.12916 0.09588 0.08036
 231600 0.28117 0.12917 0.09589 0.08036
 231650 0.28129 0.12917 0.09589 0.08036
 231700 0.28142 0.12917 0.09589 0.08037
 231750 0.28157 0.12916 0.09589 0.08038
 231800 0.28173 0.12916 0.09589 0.08039
 231850  0.2819 0.12915 0.09588  0.0804
 231900 0.28207 0.12914 0.09588  0.0804
 231950 0.28225 0.12914 0.09589  0.0804
 232000 0.28243 0.12913 0.09589  0.0804
 232050 0.28263 0.12914 0.09589 0.08041
 232100 0.28283 0.12916 0.09589 0.08041
 232150 0.28303 0.12919 0.09589 0.08041
 232200 0.28325 0.12923 0.09588 0.08041
 232250 0.28346 0.12927 0.09587 0.08042
 232300 0.28368  0.1293 0.09587 0.08043
 232350 0.28391 0.12933 0.09586 0.08044
 232400 0.28414 0.12936 0.09586 0.08045
 232450 0.28437 0.12939 0.09586 0.08046
 232500 0.28459 0.12941 0.09586 0.08046
 232550 0.28481 0.12944 0.09586 0.08045
 232600 0.28502 0.12946 0.09585 0.08045
 232650 0.28524 0.12948 0.09585 0.08044
 232700 0.28547  0.1295 0.09584 0.08043
 232750 0.28569 0.12953 0.09583 0.08043
 232800 0.28592 0.12955 0.09581 0.08042
 232850 0.28613 0.12957  0.0958 0.08042
 232900 0.28634  0.1296 0.09578 0.08042
 232950 0.28654 0.12961 0.09577 0.08043
 233000 0.28674 0.12963 0.09575 0.08043
 233050 0.28692 0.12966 0.09574 0.08044
 233100 0.28709 0.12968 0.09573 0.08046
 233150 0.28723 0.12971 0.09573 0.08048
 233200 0.28737 0.12973 0.09572  0.0805
 233250 0.28749 0.12975 0.09571 0.08052
 233300 0.28759 0.12977 0.09571 0.08054
 233350 0.28767 0.12979  0.0957 0.08056
 233400 0.28773 0.12981  0.0957 0.08058
 233450 0.28777 0.12983 0.09569  0.0806
 233500 0.28779 0.12985 0.09568 0.08061
 233550 0.28781 0.12988 0.09566 0.08062
 233600 0.28781  0.1299 0.09565 0.08063
 233650 0.28779 0.12993 0.09563 0.08063
 233700 0.28776 0.12996 0.09561 0.08063
 233750 0.28773 0.12999  0.0956 0.08062
 233800 0.28768 0.13001 0.09558 0.08061
 233850 0.28763 0.13003 0.09556  0.0806
 233900 0.28756 0.13005 0.09555 0.08058
 233950 0.28749 0.13006 0.09554 0.08056
 234000 0.28741 0.13007 0.09553 0.08056
 234050 0.28732 0.13008 0.09551 0.08055
 234100 0.28722 0.13008 0.09549 0.08054
 234150 0.28712 0.13008 0.09547 0.08054
 234200 0.28702 0.13009 0.09546 0.08053
 234250 0.28692  0.1301 0.09545 0.08053
 234300  0.2868 0.13011 0.09545 0.08052
 234350 0.28669 0.13014 0.09544 0.08051
 234400 0.28658 0.13016 0.09543  0.0805
 234450 0.28648 0.13018 0.09541  0.0805
 234500 0.28638 0.13019 0.09539 0.08049
 234550 0.28628 0.13021 0.09536 0.08048
 234600 0.28618 0.13024 0.09533 0.08048
 234650  0.2861 0.13028 0.09531 0.08047
 234700 0.28601 0.13031 0.09528 0.08046
 234750 0.28592 0.13034 0.09524 0.08045
 234800 0.28583 0.13036 0.09522 0.08044
 234850 0.28574 0.13039  0.0952 0.08043
 234900 0.28565 0.13042 0.09517 0.08042
 234950 0.28555 0.13045 0.09516 0.08041
 235000 0.28545 0.13049 0.09515  0.0804
 235050 0.28535 0.13053 0.09515 0.08039
 235100 0.28524 0.13058 0.09515 0.08038
 235150 0.28513 0.13064 0.09515 0.08037
 235200 0.28501 0.13069 0.09515 0.08037
 235250 0.28488 0.13075 0.09515 0.08037
 235300 0.28475 0.13079 0.09514 0.08037
 235350 0.28462 0.13083 0.09515 0.08036
 235400 0.28449 0.13086 0.09516 0.08036
 235450 0.28435 0.13089 0.09516 0.08035
 235500 0.28422 0.13091 0.09517 0.08034
 235550  0.2841 0.13093 0.09518 0.08034
 235600 0.28398 0.13094 0.09518 0.08033
 235650 0.28386 0.13094 0.09518 0.08032
 235700 0.28374 0.13093 0.09518 0.08031
 235750 0.28362 0.13092 0.09518  0.0803
 235800 0.28352 0.13091 0.09518  0.0803
 235850 0.28342 0.13091 0.09518  0.0803
 235900 0.28333 0.13091 0.09517 0.08031
 235950 0.28325 0.13092 0.09517 0.08032
 236000 0.28316 0.13094 0.09518 0.08033
 236050 0.28308 0.13095 0.09518 0.08034
 236100 0.28299 0.13097 0.09518 0.08035
 236150 0.28289  0.131  0.09518 0.08036
 236200 0.28279 0.13101 0.09517 0.08038
 236250  0.2827 0.13102 0.09516 0.08039
 236300  0.2826 0.13102 0.09515 0.08041
 236350 0.28251 0.13102 0.09513 0.08043
 236400 0.28242 0.13101 0.09513 0.08045
 236450 0.28233 0.13101 0.09513 0.08047
 236500 0.28225  0.131  0.09513 0.08049
 236550 0.28217  0.131  0.09512  0.0805
 236600  0.2821  0.131  0.09512  0.0805
 236650 0.28202 0.13101 0.09511 0.08049
 236700 0.28194 0.13102 0.09511 0.08049
 236750 0.28187 0.13103  0.0951 0.08047
 236800 0.28181 0.13104 0.09509 0.08046
 236850 0.28174 0.13105 0.09508 0.08044
 236900 0.28167 0.13106 0.09507 0.08042
 236950 0.28161 0.13109 0.09504 0.08039
 237000 0.28154 0.13112 0.09501 0.08035
 237050 0.28148 0.13115 0.09497 0.08031
 237100 0.28142 0.13117 0.09494 0.08028
 237150 0.28136 0.13119 0.09491 0.08023
 237200  0.2813 0.13122 0.09488  0.0802
 237250 0.28125 0.13125 0.09486 0.08017
 237300 0.28121 0.13128 0.09484 0.08016
 237350 0.28118  0.1313 0.09482 0.08015
 237400 0.28116 0.13133  0.0948 0.08015
 237450 0.28115 0.13136 0.09477 0.08015
 237500 0.28115 0.13139 0.09475 0.08017
 237550 0.28117 0.13142 0.09474 0.08018
 237600  0.2812 0.13145 0.09472  0.0802
 237650 0.28126 0.13147  0.0947 0.08022
 237700 0.28132 0.13149 0.09468 0.08023
 237750 0.28139 0.13151 0.09467 0.08024
 237800 0.28147 0.13152 0.09465 0.08024
 237850 0.28154 0.13153 0.09464 0.08025
 237900 0.28161 0.13154 0.09463 0.08025
 237950 0.28166 0.13156 0.09462 0.08026
 238000  0.2817 0.13158 0.09461 0.08026
 238050 0.28173 0.13159  0.0946 0.08026
 238100 0.28175  0.1316 0.09458 0.08026
 238150 0.28177 0.13162 0.09456 0.08024
 238200 0.28178 0.13163 0.09455 0.08022
 238250 0.28179 0.13165 0.09455 0.08021
 238300 0.28178 0.13167 0.09455 0.08018
 238350 0.28176  0.1317 0.09455 0.08016
 238400 0.28173 0.13171 0.09456 0.08014
 238450 0.28169 0.13173 0.09456 0.08013
 238500 0.28164 0.13175 0.09457 0.08012
 238550 0.28156 0.13176 0.09458 0.08011
 238600 0.28148 0.13177 0.09459 0.08011
 238650 0.28139 0.13177  0.0946  0.0801
 238700  0.2813 0.13177 0.09462  0.0801
 238750  0.2812 0.13178 0.09463 0.08009
 238800  0.2811 0.13179 0.09465  0.0801
 238850 0.28099 0.13181 0.09467 0.08009
 238900 0.28087 0.13183 0.09469 0.08009
 238950 0.28075 0.13185 0.09472 0.08007
 239000 0.28061 0.13188 0.09475 0.08005
 239050 0.28047  0.1319 0.09478 0.08003
 239100 0.28032 0.13193 0.09479 0.08001
 239150 0.28015 0.13196 0.09481 0.07999
 239200 0.27997 0.13199 0.09482 0.07998
 239250 0.27978 0.13202 0.09484 0.07997
 239300 0.27958 0.13205 0.09486 0.07996
 239350 0.27937 0.13208 0.09489 0.07996
 239400 0.27914 0.13212 0.09492 0.07996
 239450 0.27889 0.13217 0.09495 0.07996
 239500 0.27865 0.13222 0.09497 0.07996
 239550  0.2784 0.13227 0.09499 0.07995
 239600 0.27815 0.13232  0.095  0.07995
 239650 0.27792 0.13237  0.095  0.07995
 239700 0.27768 0.13241  0.095  0.07994
 239750 0.27745 0.13245 0.09499 0.07994
 239800 0.27722 0.13249 0.09497 0.07994
 239850 0.27699 0.13253 0.09497 0.07994
 239900 0.27677 0.13256 0.09497 0.07994
 239950 0.27655 0.13259 0.09497 0.07995
 240000 0.27634 0.13262 0.09496 0.07995
 240050 0.27613 0.13265 0.09496 0.07995
 240100 0.27592 0.13267 0.09495 0.07996
 240150 0.27571 0.13269 0.09495 0.07996
 240200  0.2755  0.1327 0.09495 0.07997
 240250  0.2753  0.1327 0.09496 0.07998
 240300  0.2751 0.13271 0.09496 0.07998
 240350  0.2749 0.13271 0.09496 0.07999
 240400 0.27471  0.1327 0.09496   0.08
 240450 0.27452 0.13269 0.09496 0.08002
 240500 0.27435 0.13268 0.09497 0.08003
 240550 0.27418 0.13266 0.09498 0.08004
 240600 0.27401 0.13265 0.09499 0.08006
 240650 0.27385 0.13264  0.095  0.08007
 240700 0.27369 0.13264  0.095  0.08008
 240750 0.27353 0.13264 0.09501 0.08008
 240800 0.27337 0.13264 0.09501 0.08008
 240850 0.27321 0.13266  0.095  0.08008
 240900 0.27306 0.13268 0.09499 0.08008
 240950 0.27291 0.13271 0.09498 0.08008
 241000 0.27277 0.13274 0.09497 0.08009
 241050 0.27263 0.13277 0.09497  0.0801
 241100  0.2725  0.1328 0.09496  0.0801
 241150 0.27237 0.13283 0.09496  0.0801
 241200 0.27223 0.13286 0.09497  0.0801
 241250  0.2721 0.13289 0.09498 0.08009
 241300 0.27197 0.13291 0.09497 0.08008
 241350 0.27183 0.13294 0.09497 0.08006
 241400 0.27169 0.13297 0.09496 0.08006
 241450 0.27156 0.13301 0.09494 0.08005
 241500 0.27142 0.13305 0.09492 0.08005
 241550  0.2713 0.13308  0.0949 0.08004
 241600 0.27118 0.13312 0.09487 0.08002
 241650 0.27107 0.13316 0.09485 0.08001
 241700 0.27097  0.1332 0.09481   0.08
 241750 0.27086 0.13324 0.09478 0.07999
 241800 0.27075 0.13328 0.09474 0.07998
 241850 0.27064 0.13332  0.0947 0.07996
 241900 0.27055 0.13336 0.09466 0.07994
 241950 0.27045  0.1334 0.09461 0.07992
 242000 0.27035 0.13344 0.09457 0.07989
 242050 0.27026 0.13348 0.09453 0.07986
 242100 0.27016 0.13352 0.09449 0.07984
 242150 0.27008 0.13355 0.09445 0.07981
 242200   0.27  0.13359 0.09442 0.07979
 242250 0.26992 0.13362  0.0944 0.07977
 242300 0.26984 0.13365 0.09438 0.07975
 242350 0.26977 0.13369 0.09436 0.07974
 242400 0.26969 0.13373 0.09434 0.07973
 242450 0.26963 0.13378 0.09432 0.07971
 242500 0.26958 0.13382 0.09429 0.07971
 242550 0.26953 0.13387 0.09426  0.0797
 242600 0.26948 0.13391 0.09422  0.0797
 242650 0.26943 0.13395 0.09419 0.07971
 242700 0.26939 0.13398 0.09416 0.07973
 242750 0.26934  0.134  0.09413 0.07975
 242800  0.2693 0.13403  0.0941 0.07977
 242850 0.26927 0.13405 0.09408 0.07979
 242900 0.26924 0.13407 0.09406 0.07981
 242950 0.26922  0.1341 0.09404 0.07982
 243000  0.2692 0.13413 0.09403 0.07982
 243050  0.2692 0.13416 0.09402 0.07982
 243100 0.26919 0.13419 0.09401 0.07982
 243150  0.2692 0.13421 0.09401 0.07981
 243200 0.26922 0.13423  0.094   0.0798
 243250 0.26924 0.13425  0.094  0.07978
 243300 0.26927 0.13427 0.09401 0.07977
 243350 0.26931 0.13429  0.094  0.07975
 243400 0.26936 0.13431 0.09399 0.07974
 243450 0.26943 0.13433 0.09398 0.07973
 243500 0.26952 0.13435 0.09398 0.07973
 243550 0.26962 0.13437 0.09397 0.07973
 243600 0.26972 0.13438 0.09397 0.07974
 243650 0.26982 0.13437 0.09396 0.07975
 243700 0.26993 0.13436 0.09397 0.07975
 243750 0.27004 0.13435 0.09398 0.07975
 243800 0.27016 0.13435  0.094  0.07976
 243850  0.2703 0.13436 0.09401 0.07976
 243900 0.27044 0.13437 0.09403 0.07977
 243950 0.27058  0.1344 0.09405 0.07977
 244000 0.27072 0.13443 0.09406 0.07977
 244050 0.27086 0.13447 0.09408 0.07978
 244100 0.27098  0.1345  0.0941 0.07977
 244150  0.2711 0.13453 0.09412 0.07976
 244200 0.27119 0.13457 0.09413 0.07975
 244250 0.27127 0.13462 0.09414 0.07974
 244300 0.27135 0.13467 0.09414 0.07974
 244350 0.27141 0.13471 0.09414 0.07974
 244400 0.27147 0.13476 0.09413 0.07975
 244450 0.27154  0.1348 0.09413 0.07977
 244500  0.2716 0.13484 0.09412 0.07979
 244550 0.27166 0.13487 0.09412  0.0798
 244600 0.27171  0.1349 0.09411 0.07982
 244650 0.27176 0.13493  0.0941 0.07984
 244700  0.2718 0.13495  0.0941 0.07985
 244750 0.27184 0.13497  0.0941 0.07987
 244800 0.27187 0.13499  0.0941 0.07988
 244850  0.2719 0.13501  0.0941 0.07989
 244900 0.27191 0.13503  0.0941  0.0799
 244950 0.27192 0.13507 0.09411  0.0799
 245000 0.27192 0.13511 0.09412  0.0799
 245050 0.27191 0.13515 0.09412  0.0799
 245100 0.27189 0.13518 0.09413 0.07989
 245150 0.27186 0.13522 0.09413 0.07988
 245200 0.27181 0.13524 0.09413 0.07987
 245250 0.27174 0.13526 0.09413 0.07987
 245300 0.27166 0.13527 0.09412 0.07987
 245350 0.27159 0.13526 0.09411 0.07987
 245400 0.27151 0.13525  0.0941 0.07987
 245450 0.27143 0.13524 0.09408 0.07987
 245500 0.27134 0.13523 0.09407 0.07987
 245550 0.27124 0.13521 0.09405 0.07987
 245600 0.27113 0.13519 0.09404 0.07987
 245650 0.27101 0.13517 0.09402 0.07987
 245700 0.27088 0.13515 0.09401 0.07988
 245750 0.27074 0.13514 0.09399 0.07989
 245800 0.27059 0.13514 0.09398 0.07989
 245850 0.27044 0.13514 0.09398  0.0799
 245900 0.27029 0.13514 0.09397  0.0799
 245950 0.27013 0.13515 0.09397  0.0799
 246000 0.26997 0.13517 0.09397  0.0799
 246050 0.26979  0.1352 0.09397  0.0799
 246100 0.26961 0.13523 0.09397  0.0799
 246150 0.26941 0.13527 0.09397 0.07989
 246200 0.26922 0.13529 0.09395 0.07987
 246250 0.26903 0.13532 0.09392 0.07987
 246300 0.26884 0.13535 0.09387 0.07986
 246350 0.26867 0.13537 0.09382 0.07986
 246400  0.2685 0.13538 0.09377 0.07986
 246450 0.26836 0.13538 0.09374 0.07986
 246500 0.26822 0.13539  0.0937 0.07985
 246550 0.26809 0.13539 0.09367 0.07984
 246600 0.26796 0.13539 0.09364 0.07984
 246650 0.26784 0.13539 0.09361 0.07984
 246700 0.26771 0.13541 0.09358 0.07984
 246750 0.26759 0.13543 0.09356 0.07985
 246800 0.26748 0.13546 0.09354 0.07986
 246850 0.26738 0.13549 0.09354 0.07987
 246900 0.26727 0.13553 0.09355 0.07987
 246950 0.26716 0.13557 0.09355 0.07988
 247000 0.26706 0.13561 0.09356 0.07989
 247050 0.26696 0.13565 0.09357  0.0799
 247100 0.26685 0.13569 0.09358  0.0799
 247150 0.26674 0.13574 0.09359 0.07991
 247200 0.26663 0.13578 0.09358 0.07991
 247250 0.26653 0.13583 0.09357 0.07991
 247300 0.26643 0.13586 0.09356 0.07991
 247350 0.26635  0.1359 0.09354  0.0799
 247400 0.26627 0.13593 0.09351  0.0799
 247450 0.26619 0.13596 0.09348  0.0799
 247500 0.26612 0.13598 0.09346  0.0799
 247550 0.26605 0.13599 0.09345 0.07991
 247600 0.26599  0.136  0.09345 0.07992
 247650 0.26594  0.136  0.09345 0.07993
 247700  0.2659 0.13599 0.09346 0.07995
 247750 0.26587 0.13598 0.09347 0.07998
 247800 0.26585 0.13598 0.09348 0.08002
 247850 0.26584 0.13597 0.09348 0.08005
 247900 0.26585 0.13597 0.09347 0.08008
 247950 0.26588 0.13598 0.09348 0.08011
 248000 0.26592 0.13598 0.09349 0.08014
 248050 0.26596 0.13599 0.09349 0.08016
 248100 0.26602  0.136  0.09349 0.08017
 248150 0.26609 0.13601 0.09348 0.08018
 248200 0.26617 0.13602 0.09348 0.08019
 248250 0.26625 0.13602 0.09348  0.0802
 248300 0.26635 0.13603 0.09348 0.08022
 248350 0.26645 0.13603 0.09348 0.08024
 248400 0.26656 0.13604 0.09346 0.08026
 248450 0.26669 0.13605 0.09344 0.08028
 248500 0.26682 0.13607 0.09342 0.08029
 248550 0.26697 0.13609 0.09338  0.0803
 248600 0.26711 0.13612 0.09335 0.08029
 248650 0.26726 0.13615 0.09332 0.08028
 248700 0.26743 0.13618  0.0933 0.08027
 248750  0.2676  0.1362 0.09329 0.08026
 248800  0.2678 0.13623 0.09328 0.08025
 248850 0.26799 0.13625 0.09328 0.08024
 248900  0.2682 0.13628 0.09329 0.08023
 248950 0.26841  0.1363 0.09331 0.08022
 249000 0.26863 0.13632 0.09333 0.08021
 249050 0.26885 0.13635 0.09335 0.08021
 249100 0.26908 0.13637 0.09337 0.08022
 249150  0.2693 0.13639  0.0934 0.08023
 249200 0.26952  0.1364 0.09341 0.08024
 249250 0.26975 0.13641 0.09343 0.08026
 249300 0.26998 0.13641 0.09344 0.08027
 249350  0.2702  0.1364 0.09345 0.08028
 249400 0.27043 0.13639 0.09344 0.08027
 249450 0.27065 0.13637 0.09344 0.08027
 249500 0.27087 0.13636 0.09343 0.08027
 249550 0.27107 0.13634 0.09343 0.08027
 249600 0.27129 0.13632 0.09342 0.08026
 249650  0.2715 0.13631 0.09341 0.08026
 249700 0.27172 0.13629  0.0934 0.08025
 249750 0.27193 0.13628  0.0934 0.08025
 249800 0.27213 0.13627  0.0934 0.08024
 249850 0.27233 0.13626  0.0934 0.08024
 249900 0.27252 0.13625  0.0934 0.08023
 249950  0.2727 0.13625  0.0934 0.08023
 250000 0.27286 0.13626 0.09339 0.08023
 250050 0.27299 0.13627 0.09338 0.08024
 250100 0.27311 0.13629 0.09337 0.08025
 250150 0.27321 0.13631 0.09335 0.08025
 250200  0.2733 0.13632 0.09332 0.08026
 250250 0.27337 0.13634 0.09328 0.08026
 250300 0.27344 0.13636 0.09324 0.08026
 250350  0.2735 0.13639 0.09321 0.08025
 250400 0.27355 0.13641 0.09318 0.08025
 250450 0.27358 0.13645 0.09316 0.08024
 250500 0.27361 0.13649 0.09314 0.08021
 250550 0.27364 0.13653 0.09312  0.0802
 250600 0.27365 0.13657  0.0931 0.08018
 250650 0.27365 0.13661 0.09308 0.08015
 250700 0.27363 0.13665 0.09305 0.08014
 250750 0.27361 0.13668 0.09302 0.08013
 250800 0.27357 0.13669 0.09298 0.08014
 250850 0.27352 0.13669 0.09294 0.08014
 250900 0.27345 0.13668 0.09289 0.08015
 250950 0.27338 0.13665 0.09284 0.08016
 251000 0.27331 0.13663  0.0928 0.08017
 251050 0.27322 0.13661 0.09276 0.08018
 251100 0.27314 0.13659 0.09272 0.08019
 251150 0.27306 0.13657 0.09269 0.08021
 251200 0.27297 0.13655 0.09267 0.08022
 251250 0.27289 0.13654 0.09266 0.08023
 251300  0.2728 0.13653 0.09266 0.08024
 251350 0.27271 0.13653 0.09265 0.08025
 251400 0.27261 0.13652 0.09264 0.08025
 251450 0.27251 0.13652 0.09263 0.08026
 251500 0.27241 0.13652 0.09262 0.08026
 251550 0.27232 0.13652 0.09261 0.08027
 251600 0.27222 0.13653  0.0926 0.08027
 251650 0.27213 0.13653  0.0926 0.08027
 251700 0.27203 0.13652 0.09259 0.08027
 251750 0.27192 0.13651 0.09259 0.08028
 251800  0.2718 0.13649 0.09258 0.08028
 251850 0.27169 0.13646 0.09258  0.0803
 251900 0.27157 0.13642 0.09257 0.08031
 251950 0.27146 0.13637 0.09258 0.08033
 252000 0.27136 0.13633 0.09258 0.08034
 252050 0.27126 0.13629 0.09259 0.08035
 252100 0.27116 0.13626 0.09259 0.08037
 252150 0.27107 0.13625 0.09259 0.08038
 252200 0.27098 0.13625 0.09256 0.08038
 252250 0.27087 0.13626 0.09253 0.08038
 252300 0.27077 0.13627  0.0925 0.08038
 252350 0.27066 0.13628 0.09246 0.08039
 252400 0.27056 0.13629 0.09243  0.0804
 252450 0.27045  0.1363  0.0924 0.08041
 252500 0.27035  0.1363 0.09239 0.08042
 252550 0.27023 0.13631 0.09238 0.08044
 252600 0.27011 0.13631 0.09238 0.08045
 252650 0.26999 0.13632 0.09239 0.08047
 252700 0.26988 0.13633  0.0924 0.08049
 252750 0.26977 0.13635 0.09241 0.08051
 252800 0.26966 0.13636 0.09243 0.08053
 252850 0.26954 0.13636 0.09244 0.08055
 252900 0.26943 0.13636 0.09245 0.08056
 252950 0.26931 0.13637 0.09245 0.08057
 253000 0.26919 0.13637 0.09245 0.08058
 253050 0.26907 0.13637 0.09244  0.0806
 253100 0.26895 0.13635 0.09245 0.08061
 253150 0.26882 0.13632 0.09246 0.08061
 253200 0.26869 0.13629 0.09248 0.08063
 253250 0.26856 0.13626  0.0925 0.08064
 253300 0.26843 0.13624 0.09252 0.08066
 253350 0.26829 0.13622 0.09254 0.08068
 253400 0.26816 0.13619 0.09256  0.0807
 253450 0.26803 0.13617 0.09257 0.08072
 253500  0.2679 0.13614 0.09258 0.08073
 253550 0.26779 0.13612  0.0926 0.08074
 253600 0.26768  0.1361 0.09261 0.08075
 253650 0.26758 0.13609 0.09263 0.08076
 253700 0.26747 0.13608 0.09264 0.08076
 253750 0.26736 0.13606 0.09265 0.08076
 253800 0.26725 0.13605 0.09265 0.08077
 253850 0.26714 0.13604 0.09267 0.08076
 253900 0.26705 0.13602 0.09267 0.08076
 253950 0.26696  0.136  0.09268 0.08075
 254000 0.26688 0.13599 0.09269 0.08074
 254050  0.2668 0.13598 0.09269 0.08074
 254100 0.26672 0.13598  0.0927 0.08073
 254150 0.26664 0.13597  0.0927 0.08073
 254200 0.26655 0.13597 0.09271 0.08072
 254250 0.26646 0.13596 0.09271 0.08072
 254300 0.26637 0.13595 0.09272 0.08072
 254350 0.26628 0.13594 0.09273 0.08073
 254400  0.2662 0.13594 0.09274 0.08074
 254450 0.26612 0.13594 0.09274 0.08075
 254500 0.26606 0.13594 0.09275 0.08077
 254550 0.26602 0.13595 0.09275 0.08078
 254600 0.26598 0.13597 0.09276 0.08078
 254650 0.26595 0.13598 0.09276 0.08079
 254700 0.26593 0.13598 0.09276 0.08079
 254750  0.2659 0.13598 0.09276 0.08079
 254800 0.26587 0.13597 0.09276 0.08078
 254850 0.26584 0.13596 0.09275 0.08079
 254900  0.2658 0.13595 0.09274 0.08078
 254950 0.26577 0.13593 0.09273 0.08078
 255000 0.26573 0.13591 0.09272 0.08079
 255050  0.2657 0.13589  0.0927 0.08079
 255100 0.26567 0.13586 0.09269  0.0808
 255150 0.26563 0.13583 0.09267 0.08082
 255200 0.26558  0.1358 0.09264 0.08084
 255250 0.26553 0.13576 0.09262 0.08086
 255300 0.26548 0.13572 0.09259 0.08087
 255350 0.26544 0.13568 0.09256 0.08089
 255400  0.2654 0.13566 0.09254 0.08092
 255450 0.26536 0.13564 0.09252 0.08094
 255500 0.26532 0.13563  0.0925 0.08095
 255550 0.26528 0.13563 0.09249 0.08096
 255600 0.26523 0.13563 0.09248 0.08098
 255650 0.26518 0.13564 0.09247 0.08098
 255700 0.26511 0.13564 0.09246 0.08099
 255750 0.26503 0.13565 0.09245 0.08099
 255800 0.26495 0.13565 0.09244 0.08098
 255850 0.26485 0.13566 0.09242 0.08098
 255900 0.26474 0.13566 0.09241 0.08097
 255950 0.26462 0.13567 0.09239 0.08096
 256000 0.26451 0.13566 0.09237 0.08094
 256050 0.26439 0.13565 0.09236 0.08092
 256100 0.26428 0.13563 0.09234 0.08089
 256150 0.26418 0.13562 0.09233 0.08088
 256200 0.26408  0.1356 0.09233 0.08086
 256250 0.26398 0.13558 0.09234 0.08085
 256300 0.26389 0.13556 0.09236 0.08084
 256350 0.26381 0.13554 0.09238 0.08084
 256400 0.26373 0.13552  0.0924 0.08084
 256450 0.26365 0.13551 0.09244 0.08085
 256500 0.26357 0.13551 0.09247 0.08087
 256550 0.26348 0.13552 0.09251 0.08088
 256600  0.2634 0.13554 0.09254  0.0809
 256650 0.26331 0.13556 0.09258 0.08092
 256700 0.26323 0.13558 0.09261 0.08093
 256750 0.26314 0.13559 0.09264 0.08095
 256800 0.26305  0.1356 0.09265 0.08096
 256850 0.26298 0.13562 0.09266 0.08097
 256900 0.26291 0.13563 0.09267 0.08099
 256950 0.26285 0.13563 0.09267  0.081
 257000 0.26278 0.13563 0.09266 0.08101
 257050 0.26271 0.13563 0.09267 0.08102
 257100 0.26263 0.13562 0.09268 0.08102
 257150 0.26256  0.1356 0.09269 0.08103
 257200 0.26248 0.13559 0.09269 0.08102
 257250  0.2624 0.13558  0.0927 0.08102
 257300 0.26232 0.13557  0.0927 0.08101
 257350 0.26225 0.13555  0.0927 0.08101
 257400 0.26218 0.13553  0.0927 0.08101
 257450  0.2621  0.1355 0.09271 0.08102
 257500 0.26202 0.13547 0.09272 0.08103
 257550 0.26194 0.13544 0.09275 0.08105
 257600 0.26185 0.13541 0.09277 0.08107
 257650 0.26175 0.13537  0.0928  0.0811
 257700 0.26164 0.13533 0.09283 0.08113
 257750 0.26152 0.13528 0.09286 0.08116
 257800  0.2614 0.13523  0.0929 0.08118
 257850 0.26128 0.13518 0.09294 0.08122
 257900 0.26115 0.13513 0.09299 0.08124
 257950 0.26103 0.13509 0.09305 0.08127
 258000 0.26091 0.13505 0.09311 0.08128
 258050 0.26078 0.13501 0.09317 0.08129
 258100 0.26067 0.13499 0.09323  0.0813
 258150 0.26055 0.13496 0.09327 0.08132
 258200 0.26045 0.13494 0.09331 0.08132
 258250 0.26036 0.13491 0.09333 0.08133
 258300 0.26027 0.13488 0.09335 0.08134
 258350 0.26018 0.13484 0.09337 0.08134
 258400  0.2601 0.13481 0.09339 0.08134
 258450 0.26002 0.13478 0.09339 0.08134
 258500 0.25995 0.13476 0.09339 0.08136
 258550 0.25988 0.13475 0.09338 0.08137
 258600 0.25981 0.13475 0.09338 0.08138
 258650 0.25976 0.13475 0.09338  0.0814
 258700  0.2597 0.13475 0.09338 0.08142
 258750 0.25965 0.13477 0.09339 0.08143
 258800  0.2596 0.13479 0.09339 0.08144
 258850 0.25954 0.13482 0.09339 0.08144
 258900 0.25948 0.13484 0.09338 0.08145
 258950 0.25943 0.13487 0.09338 0.08145
 259000 0.25937 0.13489 0.09337 0.08144
 259050 0.25932 0.13491 0.09335 0.08144
 259100 0.25928 0.13493 0.09333 0.08143
 259150 0.25925 0.13494 0.09331 0.08143
 259200 0.25923 0.13495  0.0933 0.08142
 259250 0.25922 0.13494 0.09329 0.08141
 259300 0.25923 0.13493 0.09329 0.08141
 259350 0.25924 0.13492 0.09329 0.08141
 259400 0.25926 0.13492  0.0933 0.08141
 259450 0.25928 0.13492 0.09331 0.08141
 259500 0.25931 0.13492 0.09332 0.08141
 259550 0.25932 0.13493 0.09333 0.08141
 259600 0.25933 0.13493 0.09334 0.08141
 259650 0.25932 0.13494 0.09335 0.08141
 259700 0.25929 0.13493 0.09335 0.08142
 259750 0.25926 0.13492 0.09335 0.08142
 259800 0.25923 0.13491 0.09337 0.08143
 259850 0.25919  0.1349 0.09338 0.08144
 259900 0.25915 0.13489 0.09338 0.08145
 259950  0.2591 0.13487 0.09339 0.08146
 260000 0.25905 0.13486 0.09339 0.08148
 260050 0.25899 0.13485 0.09339  0.0815
 260100 0.25893 0.13484 0.09339 0.08152
 260150 0.25884 0.13484  0.0934 0.08155
 260200 0.25875 0.13484 0.09342 0.08157
 260250 0.25865 0.13483 0.09344 0.08161
 260300 0.25855 0.13482 0.09346 0.08163
 260350 0.25844 0.13483 0.09347 0.08166
 260400 0.25832 0.13483 0.09348 0.08169
 260450  0.2582 0.13484  0.0935 0.08171
 260500 0.25807 0.13484  0.0935 0.08173
