   fs      Gr     GO-O   GO-OH  GO-COOH
 79600  0.16719 0.12665 0.07606 0.06546
 79650  0.16729 0.12668 0.07605  0.0655
 79700  0.16738 0.12671 0.07604 0.06554
 79750  0.16746 0.12674 0.07603 0.06557
 79800  0.16754 0.12678 0.07603 0.06561
 79850  0.16762 0.12681 0.07603 0.06564
 79900  0.16771 0.12683 0.07604 0.06568
 79950  0.16779 0.12686 0.07606 0.06571
 80000  0.16787 0.12689 0.07608 0.06574
 80050  0.16795  0.1269 0.07609 0.06576
 80100  0.16802 0.12691  0.0761 0.06578
 80150  0.16809 0.12692 0.07612  0.0658
 80200  0.16815 0.12693 0.07613 0.06581
 80250  0.16821 0.12693 0.07614 0.06583
 80300  0.16828 0.12693 0.07615 0.06586
 80350  0.16836 0.12692 0.07614 0.06589
 80400  0.16843 0.12692 0.07614 0.06591
 80450  0.16852 0.12692 0.07614 0.06593
 80500   0.1686 0.12693 0.07613 0.06596
 80550   0.1687 0.12693 0.07614 0.06598
 80600   0.1688 0.12693 0.07614  0.066
 80650  0.16891 0.12694 0.07615 0.06603
 80700  0.16903 0.12695 0.07617 0.06605
 80750  0.16916 0.12697 0.07619 0.06607
 80800  0.16929 0.12699 0.07622 0.06609
 80850  0.16944 0.12703 0.07624 0.06611
 80900  0.16958 0.12707 0.07626 0.06612
 80950  0.16973 0.12712 0.07629 0.06613
 81000  0.16988 0.12718 0.07631 0.06613
 81050  0.17003 0.12725 0.07633 0.06614
 81100  0.17019 0.12732 0.07635 0.06615
 81150  0.17035 0.12738 0.07637 0.06616
 81200  0.17053 0.12745 0.07639 0.06618
 81250  0.17072 0.12751  0.0764 0.06619
 81300  0.17091 0.12756 0.07642 0.06621
 81350   0.1711 0.12762 0.07642 0.06622
 81400  0.17129 0.12767 0.07642 0.06623
 81450  0.17149 0.12771 0.07642 0.06624
 81500  0.17169 0.12776 0.07642 0.06626
 81550  0.17189  0.1278 0.07642 0.06627
 81600  0.17209 0.12784 0.07642 0.06627
 81650  0.17229 0.12789 0.07642 0.06628
 81700  0.17248 0.12792 0.07641 0.06629
 81750  0.17268 0.12796 0.07641 0.06631
 81800  0.17288 0.12799 0.07642 0.06632
 81850  0.17307 0.12803 0.07642 0.06634
 81900  0.17326 0.12808 0.07642 0.06636
 81950  0.17345 0.12812 0.07642 0.06639
 82000  0.17364 0.12817 0.07642 0.06642
 82050  0.17383 0.12821 0.07642 0.06644
 82100  0.17401 0.12824 0.07642 0.06646
 82150   0.1742 0.12827 0.07642 0.06648
 82200  0.17439 0.12829 0.07644  0.0665
 82250  0.17458 0.12831 0.07645 0.06651
 82300  0.17477 0.12832 0.07646 0.06651
 82350  0.17496 0.12834 0.07648 0.06652
 82400  0.17516 0.12835 0.07649 0.06652
 82450  0.17536 0.12836 0.07651 0.06652
 82500  0.17556 0.12839 0.07653 0.06653
 82550  0.17575 0.12841 0.07655 0.06653
 82600  0.17595 0.12844 0.07656 0.06653
 82650  0.17613 0.12848 0.07658 0.06653
 82700  0.17631 0.12851 0.07658 0.06653
 82750  0.17647 0.12855 0.07659 0.06653
 82800  0.17661 0.12858 0.07659 0.06653
 82850  0.17675 0.12861 0.07659 0.06654
 82900  0.17688 0.12864 0.07659 0.06656
 82950   0.177  0.12867  0.0766 0.06658
 83000  0.17713 0.12871 0.07661 0.06659
 83050  0.17727 0.12875 0.07661 0.06661
 83100   0.1774  0.1288 0.07661 0.06664
 83150  0.17752 0.12884 0.07661 0.06666
 83200  0.17763 0.12887 0.07661 0.06667
 83250  0.17774 0.12891  0.0766 0.06669
 83300  0.17785 0.12894 0.07659  0.0667
 83350  0.17795 0.12898 0.07658 0.06671
 83400  0.17805 0.12902 0.07657 0.06672
 83450  0.17815 0.12905 0.07656 0.06673
 83500  0.17824 0.12907 0.07655 0.06674
 83550  0.17832 0.12909 0.07653 0.06676
 83600  0.17841 0.12911 0.07651 0.06678
 83650   0.1785 0.12914 0.07649 0.06681
 83700   0.1786 0.12917 0.07647 0.06685
 83750  0.17869  0.1292 0.07644 0.06689
 83800  0.17879 0.12924 0.07642 0.06692
 83850  0.17889 0.12927  0.0764 0.06696
 83900  0.17898  0.1293  0.0764 0.06699
 83950  0.17907 0.12933  0.0764 0.06703
 84000  0.17915 0.12935  0.0764 0.06706
 84050  0.17924 0.12938  0.0764 0.06709
 84100  0.17934  0.1294 0.07641 0.06712
 84150  0.17944 0.12943 0.07642 0.06715
 84200  0.17954 0.12946 0.07644 0.06717
 84250  0.17965 0.12948 0.07644 0.06719
 84300  0.17977  0.1295 0.07645 0.06721
 84350  0.17988 0.12952 0.07645 0.06723
 84400  0.17999 0.12953 0.07644 0.06725
 84450   0.1801 0.12954 0.07643 0.06727
 84500  0.18021 0.12955 0.07642 0.06728
 84550  0.18033 0.12957 0.07641 0.06729
 84600  0.18044 0.12959 0.07641 0.06729
 84650  0.18056 0.12962 0.07641  0.0673
 84700  0.18068 0.12964 0.07642 0.06731
 84750   0.1808 0.12966 0.07643 0.06733
 84800  0.18094 0.12967 0.07643 0.06734
 84850  0.18107 0.12969 0.07644 0.06737
 84900  0.18122 0.12971 0.07645 0.06739
 84950  0.18138 0.12973 0.07646 0.06742
 85000  0.18154 0.12977 0.07646 0.06745
 85050  0.18171  0.1298 0.07647 0.06748
 85100  0.18187 0.12984 0.07648 0.06751
 85150  0.18203 0.12989 0.07649 0.06754
 85200  0.18218 0.12993  0.0765 0.06756
 85250  0.18233 0.12998 0.07651 0.06757
 85300  0.18249 0.13004 0.07653 0.06758
 85350  0.18264  0.1301 0.07654 0.06759
 85400  0.18279 0.13017 0.07655  0.0676
 85450  0.18294 0.13024 0.07657  0.0676
 85500  0.18308  0.1303 0.07658  0.0676
 85550  0.18323 0.13036 0.07659  0.0676
 85600  0.18338 0.13043 0.07659 0.06761
 85650  0.18353 0.13048 0.07659 0.06762
 85700  0.18369 0.13053  0.0766 0.06763
 85750  0.18384 0.13058 0.07661 0.06765
 85800  0.18398 0.13062 0.07661 0.06767
 85850  0.18412 0.13066 0.07661 0.06769
 85900  0.18425 0.13069 0.07661  0.0677
 85950  0.18438 0.13073 0.07662 0.06771
 86000   0.1845 0.13077 0.07663 0.06773
 86050  0.18463 0.13082 0.07665 0.06774
 86100  0.18475 0.13087 0.07666 0.06774
 86150  0.18487 0.13092 0.07668 0.06775
 86200   0.185  0.13098 0.07669 0.06777
 86250  0.18512 0.13103 0.07671 0.06777
 86300  0.18524 0.13108 0.07673 0.06778
 86350  0.18535 0.13112 0.07675 0.06779
 86400  0.18545 0.13117 0.07676 0.06781
 86450  0.18555  0.1312 0.07677 0.06782
 86500  0.18565 0.13124 0.07677 0.06783
 86550  0.18574 0.13128 0.07676 0.06785
 86600  0.18583 0.13131 0.07676 0.06787
 86650  0.18592 0.13134 0.07676 0.06788
 86700   0.186  0.13136 0.07676  0.0679
 86750  0.18609 0.13139 0.07678 0.06791
 86800  0.18617 0.13141  0.0768 0.06792
 86850  0.18625 0.13142 0.07681 0.06793
 86900  0.18633 0.13143 0.07682 0.06795
 86950   0.1864 0.13144 0.07683 0.06796
 87000  0.18648 0.13145 0.07684 0.06797
 87050  0.18656 0.13145 0.07684 0.06799
 87100  0.18664 0.13145 0.07685  0.068
 87150  0.18673 0.13145 0.07685 0.06802
 87200  0.18681 0.13146 0.07686 0.06803
 87250   0.1869 0.13147 0.07687 0.06804
 87300  0.18699 0.13147 0.07688 0.06805
 87350  0.18707 0.13147 0.07689 0.06806
 87400  0.18715 0.13146  0.0769 0.06807
 87450  0.18723 0.13146  0.0769 0.06807
 87500   0.1873 0.13146  0.0769 0.06808
 87550  0.18737 0.13147  0.0769 0.06809
 87600  0.18743 0.13149 0.07689 0.06809
 87650   0.1875 0.13152 0.07688  0.0681
 87700  0.18757 0.13155 0.07688 0.06811
 87750  0.18766 0.13159 0.07688 0.06812
 87800  0.18774 0.13163 0.07687 0.06813
 87850  0.18783 0.13167 0.07688 0.06814
 87900  0.18791 0.13172 0.07688 0.06814
 87950  0.18799 0.13177 0.07687 0.06815
 88000  0.18807 0.13183 0.07687 0.06816
 88050  0.18815 0.13189 0.07685 0.06818
 88100  0.18822 0.13196 0.07684 0.06819
 88150   0.1883 0.13203 0.07682 0.06822
 88200  0.18839  0.1321  0.0768 0.06824
 88250  0.18847 0.13217 0.07679 0.06827
 88300  0.18854 0.13223 0.07677 0.06831
 88350  0.18861  0.1323 0.07675 0.06834
 88400  0.18868 0.13237 0.07674 0.06837
 88450  0.18874 0.13242 0.07674 0.06839
 88500   0.1888 0.13247 0.07674 0.06841
 88550  0.18887 0.13251 0.07674 0.06843
 88600  0.18893 0.13254 0.07674 0.06845
 88650   0.189  0.13257 0.07673 0.06846
 88700  0.18906  0.1326 0.07672 0.06848
 88750  0.18911 0.13263 0.07671 0.06848
 88800  0.18915 0.13266 0.07669 0.06848
 88850  0.18918 0.13269 0.07668 0.06849
 88900   0.1892 0.13273 0.07667  0.0685
 88950  0.18921 0.13278 0.07666 0.06851
 89000  0.18921 0.13284 0.07665 0.06852
 89050  0.18922  0.1329 0.07665 0.06853
 89100  0.18922 0.13296 0.07665 0.06854
 89150  0.18921 0.13302 0.07666 0.06855
 89200   0.1892 0.13307 0.07667 0.06856
 89250  0.18918 0.13312 0.07669 0.06857
 89300  0.18916 0.13316  0.0767 0.06858
 89350  0.18912 0.13319 0.07673 0.06859
 89400  0.18908 0.13323 0.07675  0.0686
 89450  0.18902 0.13327 0.07676 0.06861
 89500  0.18896  0.1333 0.07678 0.06863
 89550  0.18889 0.13335 0.07679 0.06864
 89600  0.18883 0.13339  0.0768 0.06866
 89650  0.18876 0.13343 0.07681 0.06868
 89700  0.18869 0.13347 0.07682 0.06869
 89750  0.18862  0.1335 0.07683 0.06871
 89800  0.18856 0.13354 0.07684 0.06873
 89850   0.1885 0.13357 0.07685 0.06875
 89900  0.18844 0.13361 0.07686 0.06878
 89950  0.18839 0.13363 0.07687  0.0688
 90000  0.18833 0.13365 0.07687 0.06883
 90050  0.18827 0.13366 0.07688 0.06885
 90100   0.1882 0.13366 0.07688 0.06887
 90150  0.18813 0.13366 0.07689 0.06889
 90200  0.18806 0.13367 0.07691 0.06891
 90250  0.18799 0.13368 0.07692 0.06893
 90300  0.18792  0.1337 0.07693 0.06894
 90350  0.18786 0.13372 0.07694 0.06896
 90400  0.18779 0.13374 0.07695 0.06896
 90450  0.18774 0.13377 0.07696 0.06897
 90500  0.18769  0.1338 0.07697 0.06898
 90550  0.18766 0.13385  0.077  0.06898
 90600  0.18763  0.1339 0.07702 0.06897
 90650   0.1876 0.13395 0.07705 0.06897
 90700  0.18757 0.13401 0.07708 0.06897
 90750  0.18753 0.13407 0.07711 0.06896
 90800  0.18749 0.13412 0.07716 0.06896
 90850  0.18744 0.13417  0.0772 0.06897
 90900   0.1874 0.13421 0.07724 0.06897
 90950  0.18736 0.13425 0.07727 0.06898
 91000  0.18733 0.13429  0.0773  0.069
 91050  0.18731 0.13433 0.07732 0.06901
 91100  0.18729 0.13436 0.07734 0.06902
 91150  0.18727  0.1344 0.07735 0.06904
 91200  0.18728 0.13443 0.07735 0.06905
 91250  0.18729 0.13445 0.07735 0.06907
 91300  0.18732 0.13446 0.07734 0.06909
 91350  0.18735 0.13447 0.07733 0.06911
 91400   0.1874 0.13448 0.07733 0.06913
 91450  0.18745  0.1345 0.07733 0.06915
 91500  0.18752 0.13452 0.07733 0.06917
 91550  0.18759 0.13454 0.07734 0.06918
 91600  0.18767 0.13456 0.07735  0.0692
 91650  0.18778 0.13459 0.07735  0.0692
 91700   0.1879 0.13463 0.07735  0.0692
 91750  0.18804 0.13467 0.07733  0.0692
 91800  0.18819 0.13471 0.07732 0.06919
 91850  0.18836 0.13476 0.07731  0.0692
 91900  0.18855 0.13481 0.07731  0.0692
 91950  0.18874 0.13485 0.07731  0.0692
 92000  0.18894 0.13489 0.07731  0.0692
 92050  0.18915 0.13491 0.07731 0.06921
 92100  0.18937 0.13492 0.07731 0.06921
 92150   0.1896 0.13493  0.0773  0.0692
 92200  0.18984 0.13494  0.0773 0.06919
 92250   0.1901 0.13495  0.0773 0.06917
 92300  0.19036 0.13494 0.07729 0.06915
 92350  0.19062 0.13494 0.07728 0.06914
 92400  0.19088 0.13493 0.07726 0.06912
 92450  0.19113 0.13493 0.07725 0.06912
 92500  0.19139 0.13492 0.07723 0.06911
 92550  0.19165 0.13492 0.07721 0.06911
 92600  0.19191 0.13492 0.07719  0.0691
 92650  0.19217 0.13493 0.07717  0.0691
 92700  0.19243 0.13493 0.07715  0.0691
 92750  0.19268 0.13494 0.07714 0.06909
 92800  0.19292 0.13495 0.07713 0.06908
 92850  0.19315 0.13496 0.07714 0.06908
 92900  0.19337 0.13497 0.07716 0.06907
 92950  0.19357 0.13498 0.07718 0.06907
 93000  0.19377 0.13498  0.0772 0.06907
 93050  0.19397 0.13498 0.07722 0.06908
 93100  0.19414  0.135  0.07724 0.06909
 93150   0.1943 0.13501 0.07726  0.0691
 93200  0.19444 0.13503 0.07727 0.06911
 93250  0.19458 0.13504 0.07728 0.06913
 93300  0.19471 0.13505 0.07729 0.06916
 93350  0.19482 0.13507  0.0773 0.06919
 93400  0.19494 0.13508 0.07731 0.06921
 93450  0.19504  0.1351 0.07731 0.06923
 93500  0.19513 0.13512 0.07732 0.06926
 93550  0.19522 0.13514 0.07732 0.06929
 93600   0.1953 0.13517 0.07733 0.06932
 93650  0.19539  0.1352 0.07734 0.06934
 93700  0.19548 0.13523 0.07735 0.06937
 93750  0.19557 0.13526 0.07737 0.06939
 93800  0.19566  0.1353  0.0774 0.06942
 93850  0.19576 0.13534 0.07742 0.06946
 93900  0.19584 0.13537 0.07744 0.06949
 93950  0.19592 0.13542 0.07745 0.06951
 94000   0.196  0.13548 0.07746 0.06954
 94050  0.19607 0.13556 0.07747 0.06956
 94100  0.19614 0.13564 0.07749 0.06958
 94150  0.19619 0.13573  0.0775  0.0696
 94200  0.19623 0.13583  0.0775 0.06963
 94250  0.19627 0.13593 0.07751 0.06966
 94300  0.19629 0.13603 0.07751 0.06968
 94350  0.19633 0.13612 0.07752 0.06969
 94400  0.19637 0.13621 0.07753  0.0697
 94450  0.19641 0.13628 0.07754 0.06971
 94500  0.19646 0.13636 0.07756 0.06972
 94550   0.1965 0.13642 0.07756 0.06973
 94600  0.19654 0.13648 0.07757 0.06973
 94650  0.19657 0.13653 0.07757 0.06974
 94700   0.1966 0.13658 0.07757 0.06975
 94750  0.19662 0.13663 0.07758 0.06977
 94800  0.19664 0.13669  0.0776 0.06978
 94850  0.19666 0.13674 0.07762  0.0698
 94900  0.19668 0.13678 0.07763 0.06982
 94950  0.19671 0.13682 0.07765 0.06983
 95000  0.19673 0.13686 0.07767 0.06984
 95050  0.19676  0.1369 0.07768 0.06985
 95100  0.19678 0.13694 0.07769 0.06986
 95150  0.19681 0.13698  0.0777 0.06987
 95200  0.19682 0.13702 0.07771 0.06988
 95250  0.19683 0.13705 0.07773  0.0699
 95300  0.19683 0.13709 0.07774  0.0699
 95350  0.19683 0.13712 0.07775 0.06991
 95400  0.19683 0.13715 0.07776 0.06992
 95450  0.19683 0.13718 0.07776 0.06993
 95500  0.19682  0.1372 0.07776 0.06994
 95550  0.19681 0.13722 0.07776 0.06995
 95600   0.1968 0.13725 0.07775 0.06996
 95650   0.1968 0.13727 0.07775 0.06997
 95700  0.19682 0.13729 0.07774 0.06998
 95750  0.19685 0.13731 0.07774   0.07
 95800  0.19689 0.13733 0.07774 0.07001
 95850  0.19693 0.13734 0.07774 0.07002
 95900  0.19697 0.13735 0.07774 0.07003
 95950  0.19702 0.13737 0.07775 0.07004
 96000  0.19708 0.13738 0.07776 0.07005
 96050  0.19713 0.13741 0.07776 0.07005
 96100  0.19719 0.13743 0.07777 0.07005
 96150  0.19724 0.13746 0.07778 0.07006
 96200   0.1973 0.13748 0.07777 0.07006
 96250  0.19736 0.13752 0.07777 0.07007
 96300  0.19744 0.13756 0.07777 0.07007
 96350  0.19754  0.1376 0.07777 0.07008
 96400  0.19765 0.13764 0.07776 0.07009
 96450  0.19776 0.13769 0.07776 0.07009
 96500  0.19788 0.13775 0.07775  0.0701
 96550  0.19801 0.13782 0.07774 0.07012
 96600  0.19815 0.13789 0.07774 0.07012
 96650   0.1983 0.13796 0.07773 0.07014
 96700  0.19845 0.13804 0.07772 0.07015
 96750  0.19862 0.13812  0.0777 0.07017
 96800  0.19879 0.13821 0.07768 0.07019
 96850  0.19897  0.1383 0.07766 0.07021
 96900  0.19915  0.1384 0.07764 0.07022
 96950  0.19934  0.1385 0.07763 0.07023
 97000  0.19953  0.1386 0.07761 0.07024
 97050  0.19973 0.13869  0.0776 0.07026
 97100  0.19992 0.13877 0.07759 0.07028
 97150  0.20011 0.13885 0.07758  0.0703
 97200   0.2003 0.13892 0.07758 0.07033
 97250  0.20049 0.13899 0.07757 0.07036
 97300  0.20066 0.13905 0.07757  0.0704
 97350  0.20083 0.13911 0.07757 0.07044
 97400  0.20099 0.13918 0.07757 0.07047
 97450  0.20114 0.13924 0.07756 0.07051
 97500  0.20129  0.1393 0.07756 0.07054
 97550  0.20145 0.13937 0.07756 0.07058
 97600  0.20161 0.13943 0.07756 0.07062
 97650  0.20176 0.13949 0.07756 0.07065
 97700  0.20191 0.13954 0.07756 0.07067
 97750  0.20205 0.13957 0.07756 0.07069
 97800  0.20219 0.13959 0.07756 0.07071
 97850  0.20233 0.13959 0.07757 0.07072
 97900  0.20247 0.13958 0.07758 0.07073
 97950  0.20261 0.13957 0.07758 0.07074
 98000  0.20276 0.13955 0.07757 0.07075
 98050  0.20289 0.13954 0.07757 0.07076
 98100  0.20303 0.13952 0.07757 0.07077
 98150  0.20315  0.1395 0.07757 0.07078
 98200  0.20327 0.13947 0.07758 0.07078
 98250  0.20339 0.13944 0.07759 0.07078
 98300   0.2035 0.13941 0.07762 0.07078
 98350   0.2036 0.13938 0.07764 0.07078
 98400  0.20369 0.13934 0.07766 0.07078
 98450  0.20377 0.13931 0.07768  0.0708
 98500  0.20385 0.13928  0.0777 0.07081
 98550  0.20391 0.13926 0.07772 0.07083
 98600  0.20397 0.13925 0.07774 0.07085
 98650  0.20401 0.13924 0.07776 0.07088
 98700  0.20404 0.13924 0.07776  0.0709
 98750  0.20407 0.13923 0.07777 0.07091
 98800   0.2041 0.13923 0.07778 0.07093
 98850  0.20413 0.13923  0.0778 0.07094
 98900  0.20415 0.13924 0.07781 0.07096
 98950  0.20417 0.13926 0.07783 0.07098
 99000  0.20419 0.13928 0.07785  0.071
 99050   0.2042 0.13932 0.07787 0.07102
 99100  0.20421 0.13935 0.07788 0.07104
 99150   0.2042 0.13939  0.0779 0.07106
 99200  0.20418 0.13943 0.07791 0.07108
 99250  0.20415 0.13948 0.07793  0.0711
 99300   0.2041 0.13954 0.07794 0.07112
 99350  0.20403 0.13961 0.07794 0.07114
 99400  0.20395 0.13968 0.07795 0.07117
 99450  0.20386 0.13975 0.07795  0.0712
 99500  0.20376 0.13983 0.07796 0.07124
 99550  0.20366  0.1399 0.07797 0.07127
 99600  0.20355 0.13998 0.07798  0.0713
 99650  0.20343 0.14005 0.07798 0.07133
 99700   0.2033 0.14012 0.07798 0.07135
 99750  0.20316 0.14019 0.07799 0.07137
 99800  0.20301 0.14025  0.078  0.07139
 99850  0.20285  0.1403 0.07801 0.07142
 99900  0.20269 0.14034 0.07801 0.07144
 99950  0.20254 0.14038 0.07801 0.07146
 100000 0.20239 0.14041 0.07801 0.07148
 100050 0.20224 0.14044  0.078   0.0715
 100100 0.20209 0.14046  0.078  0.07151
 100150 0.20194 0.14047 0.07801 0.07152
 100200 0.20179 0.14048 0.07801 0.07153
 100250 0.20162 0.14048 0.07802 0.07154
 100300 0.20145 0.14048 0.07804 0.07155
 100350 0.20127 0.14048 0.07806 0.07156
 100400 0.20109  0.1405 0.07807 0.07157
 100450  0.2009 0.14051 0.07808 0.07157
 100500 0.20072 0.14052 0.07808 0.07159
 100550 0.20055 0.14053  0.0781 0.07161
 100600 0.20037 0.14053 0.07811 0.07163
 100650 0.20021 0.14054 0.07813 0.07164
 100700 0.20006 0.14055 0.07815 0.07166
 100750 0.19991 0.14056 0.07817 0.07167
 100800 0.19977 0.14057 0.07819 0.07168
 100850 0.19965 0.14059  0.0782 0.07169
 100900 0.19954  0.1406 0.07821  0.0717
 100950 0.19945 0.14062 0.07822 0.07171
 101000 0.19937 0.14064 0.07822 0.07172
 101050  0.1993 0.14067 0.07821 0.07173
 101100 0.19925  0.1407 0.07821 0.07173
 101150 0.19919 0.14072 0.07821 0.07174
 101200 0.19915 0.14074 0.07821 0.07175
 101250 0.19911 0.14076  0.0782 0.07176
 101300 0.19909 0.14078  0.0782 0.07177
 101350 0.19908  0.1408  0.0782 0.07179
 101400 0.19907 0.14081  0.0782 0.07181
 101450 0.19907 0.14083  0.0782 0.07184
 101500 0.19908 0.14086 0.07821 0.07188
 101550 0.19909 0.14088 0.07821 0.07191
 101600 0.19911 0.14091 0.07821 0.07194
 101650 0.19914 0.14094 0.07821 0.07196
 101700 0.19918 0.14095 0.07821 0.07199
 101750 0.19921 0.14097 0.07821 0.07202
 101800 0.19924 0.14098  0.0782 0.07204
 101850 0.19927 0.14099  0.0782 0.07206
 101900 0.19931  0.141   0.0782 0.07208
 101950 0.19936  0.141  0.07819 0.07209
 102000 0.19942  0.141  0.07819 0.07211
 102050 0.19949  0.141  0.07819 0.07212
 102100 0.19956 0.14101 0.07819 0.07213
 102150 0.19964 0.14102 0.07818 0.07213
 102200 0.19972 0.14103 0.07818 0.07214
 102250 0.19981 0.14104 0.07817 0.07214
 102300  0.1999 0.14105 0.07817 0.07214
 102350   0.2   0.14107 0.07817 0.07215
 102400 0.20011 0.14109 0.07817 0.07216
 102450  0.2002 0.14112 0.07817 0.07217
 102500  0.2003 0.14115 0.07817  0.0722
 102550 0.20039 0.14117 0.07817 0.07222
 102600 0.20048 0.14118 0.07817 0.07225
 102650 0.20057  0.1412 0.07817 0.07226
 102700 0.20065 0.14121 0.07817 0.07228
 102750 0.20074 0.14124 0.07818  0.0723
 102800 0.20083 0.14126 0.07818 0.07232
 102850 0.20092 0.14128 0.07818 0.07233
 102900 0.20101 0.14131 0.07818 0.07236
 102950 0.20111 0.14134 0.07818 0.07238
 103000 0.20121 0.14137 0.07818  0.0724
 103050 0.20133 0.14137 0.07818 0.07242
 103100 0.20145 0.14138 0.07817 0.07244
 103150 0.20158 0.14137 0.07817 0.07246
 103200 0.20171 0.14137 0.07818 0.07248
 103250 0.20183 0.14138 0.07819  0.0725
 103300 0.20194 0.14139  0.0782 0.07252
 103350 0.20205 0.14141 0.07821 0.07253
 103400 0.20216 0.14143 0.07822 0.07253
 103450 0.20227 0.14144 0.07823 0.07253
 103500 0.20237 0.14146 0.07823 0.07253
 103550 0.20246 0.14147 0.07823 0.07253
 103600 0.20255 0.14148 0.07822 0.07252
 103650 0.20263 0.14148 0.07822 0.07252
 103700  0.2027 0.14149 0.07821 0.07251
 103750 0.20278  0.1415 0.07821 0.07251
 103800 0.20285  0.1415  0.0782 0.07251
 103850 0.20292 0.14151 0.07818 0.07252
 103900  0.203  0.14152 0.07817 0.07254
 103950  0.2031 0.14153 0.07816 0.07255
 104000 0.20319 0.14154 0.07815 0.07258
 104050 0.20329 0.14154 0.07815 0.07261
 104100 0.20339 0.14154 0.07815 0.07264
 104150 0.20348 0.14155 0.07815 0.07267
 104200 0.20358 0.14155 0.07815 0.07269
 104250 0.20367 0.14154 0.07814 0.07272
 104300 0.20377 0.14153 0.07813 0.07275
 104350 0.20386 0.14152 0.07812 0.07276
 104400 0.20395  0.1415 0.07812 0.07277
 104450 0.20403 0.14149 0.07812 0.07279
 104500 0.20411 0.14147 0.07813  0.0728
 104550 0.20419 0.14146 0.07814  0.0728
 104600 0.20426 0.14147 0.07814 0.07281
 104650 0.20433 0.14148 0.07814 0.07282
 104700  0.2044  0.1415 0.07814 0.07282
 104750 0.20446 0.14152 0.07814 0.07283
 104800 0.20451 0.14156 0.07814 0.07284
 104850 0.20455 0.14161 0.07814 0.07285
 104900 0.20459 0.14165 0.07812 0.07286
 104950 0.20462 0.14171 0.07811 0.07288
 105000 0.20465 0.14177  0.0781  0.0729
 105050 0.20466 0.14183  0.0781 0.07292
 105100 0.20468  0.1419 0.07809 0.07294
 105150  0.2047 0.14197 0.07809 0.07296
 105200 0.20471 0.14205 0.07809 0.07297
 105250 0.20472 0.14212  0.0781 0.07298
 105300 0.20474  0.1422 0.07811 0.07301
 105350 0.20475 0.14227 0.07812 0.07303
 105400 0.20477 0.14234 0.07813 0.07305
 105450 0.20479 0.14242 0.07815 0.07306
 105500 0.20482 0.14249 0.07817 0.07307
 105550 0.20484 0.14256 0.07819 0.07307
 105600 0.20487 0.14262 0.07822 0.07307
 105650  0.2049 0.14268 0.07823 0.07307
 105700 0.20493 0.14273 0.07825 0.07307
 105750 0.20496 0.14277 0.07826 0.07307
 105800 0.20499 0.14281 0.07827 0.07309
 105850 0.20502 0.14284 0.07828  0.0731
 105900 0.20506 0.14287 0.07828 0.07312
 105950  0.2051  0.1429 0.07829 0.07313
 106000 0.20515 0.14292 0.07829 0.07315
 106050  0.2052 0.14294 0.07829 0.07318
 106100 0.20526 0.14297 0.07829 0.07321
 106150 0.20533  0.143  0.07829 0.07324
 106200 0.20542 0.14302 0.07829 0.07327
 106250 0.20551 0.14306 0.07829 0.07331
 106300 0.20562  0.1431 0.07828 0.07334
 106350 0.20574 0.14313 0.07828 0.07337
 106400 0.20586 0.14317 0.07827  0.0734
 106450  0.206   0.1432 0.07827 0.07342
 106500 0.20613 0.14323 0.07827 0.07343
 106550 0.20628 0.14326 0.07828 0.07345
 106600 0.20642 0.14328 0.07829 0.07346
 106650 0.20658 0.14331  0.0783 0.07347
 106700 0.20673 0.14334 0.07831 0.07348
 106750 0.20689 0.14336 0.07831  0.0735
 106800 0.20706 0.14338 0.07832 0.07352
 106850 0.20724 0.14339 0.07833 0.07353
 106900 0.20742 0.14341 0.07834 0.07354
 106950 0.20761 0.14342 0.07834 0.07355
 107000 0.20781 0.14344 0.07835 0.07355
 107050 0.20801 0.14346 0.07836 0.07356
 107100 0.20821 0.14348 0.07837 0.07358
 107150 0.20842 0.14351 0.07838  0.0736
 107200 0.20863 0.14353 0.07839 0.07362
 107250 0.20885 0.14356 0.07839 0.07364
 107300 0.20907 0.14358 0.07839 0.07366
 107350  0.2093  0.1436 0.07838 0.07369
 107400 0.20951 0.14362 0.07837 0.07371
 107450 0.20973 0.14365 0.07837 0.07373
 107500 0.20994 0.14367 0.07836 0.07374
 107550 0.21016 0.14369 0.07836 0.07376
 107600 0.21038 0.14371 0.07837 0.07378
 107650  0.2106 0.14375 0.07837  0.0738
 107700 0.21081 0.14379 0.07838 0.07382
 107750 0.21101 0.14384 0.07838 0.07384
 107800  0.2112 0.14387 0.07838 0.07386
 107850  0.2114  0.1439 0.07837 0.07388
 107900  0.2116 0.14392 0.07836 0.07389
 107950 0.21179 0.14395 0.07835 0.07391
 108000  0.212  0.14398 0.07833 0.07392
 108050  0.2122  0.144  0.07832 0.07393
 108100 0.21241 0.14402 0.07831 0.07395
 108150 0.21261 0.14404  0.0783 0.07396
 108200 0.21281 0.14407  0.0783 0.07397
 108250  0.213  0.14409  0.0783 0.07399
 108300 0.21318  0.1441  0.0783  0.074
 108350 0.21335 0.14412  0.0783 0.07402
 108400 0.21352 0.14414  0.0783 0.07403
 108450 0.21368 0.14417  0.0783 0.07405
 108500 0.21384 0.14419  0.0783 0.07406
 108550 0.21399 0.14422  0.0783 0.07407
 108600 0.21414 0.14425  0.0783 0.07407
 108650 0.21429 0.14428 0.07831 0.07407
 108700 0.21442 0.14431 0.07832 0.07407
